YEAR,SQUARE,SITE_ID,SAMPLE_DATE,WATER_WIDTH,DEPTH1,DEPTH2,DEPTH3,SURF_VEL_CAT,ROCK_PAVEMT,BOULDER_COBBLE,PEBBLE_GRAVEL,SAND,SILT_CLAY,DOM_PART_SIZE,MACROPHYTE_COVER,LC07,EZ_DESC_07,LC07_NUM,COUNTRY,COUNTY07
1998,DEOWTI,1,15-Aug-98,0.75,10,15,5,4,10,50,50,0,0,-7.75,0,23e,Uplands (England),23,ENG,North Yorkshire
1998,NFQGQH,1,18-Jun-98,1.2,19,18,8,1,0,0,0,0,100,8,40,9e,Easterly lowlands (England),9,ENG,North Yorkshire
1998,GKPUAI,1,05-Nov-98,1,20,12,17,3,0,78,20,0,2,-7.75,0,13e,Westerly lowlands (England),13,ENG,Cumbria
1998,YUFBVU,1,17-Nov-98,8,15,11,14,3,0,60,35,5,0,-6.5,5,18e,Uplands (England),20,ENG,Cumbria
1998,DUYIHQ,1,15-Jul-98,1.5,8,10,9,3,0,5,20,2,73,8,20,19e,Uplands (England),21,ENG,Cumbria
1998,DZIAED,1,13-Aug-98,7,3,10,10,2,0,50,40,5,5,-7.75,0,13e,Westerly lowlands (England),13,ENG,North Yorkshire
1998,UEZICR,1,11-Oct-98,0.57,2,4,4,3,0,5,80,0,15,-3.25,15,7s,Lowlands (Scotland),25,SCO,Dumfries & Galloway
1998,FLEZYA,1,05-Nov-98,0.9,7,8,6,3,0,25,55,0,20,-3.25,12,8e,Westerly lowlands (England),8,ENG,Cumbria
1998,IPLMTS,1,04-Nov-98,0.75,20,20,20,2,0,10,0,90,0,2,85,16e,Westerly lowlands (England),15,ENG,Cumbria
1998,FOXRQT,1,04-Nov-98,2.7,20,35,30,5,0,55,45,0,0,-7.75,0,22e,Uplands (England),22,ENG,Cumbria
1998,ZZVEZE,1,11-Nov-98,1.1,10,15,14,3,0,60,35,5,0,-6.5,10,19e,Uplands (England),21,ENG,Cumbria
1998,JGYXEU,1,12-Nov-98,0.91,6,4,2,2,0,10,75,15,0,-4.5,1,23e,Uplands (England),23,ENG,Cumbria
1998,TKHLXB,1,23-Nov-98,0.65,2,3,2,2,0,0,5,15,80,6.5,0,9e,Easterly lowlands (England),9,ENG,Hartlepool Unitary Authority
1998,VOQWLO,1,11-Oct-98,2,9,12,7,3,0,30,60,5,5,-3.25,0,13s,Lowlands (Scotland),26,SCO,Dumfries & Galloway
1998,JCDUAM,1,13-Oct-98,0.75,10,14,9,3,0,25,70,2,3,-3.25,5,7s,Lowlands (Scotland),25,SCO,Dumfries & Galloway
1998,AKOMXO,1,12-Nov-98,1.1,20,25,20,4,0,10,85,5,0,-4.5,2,13e,Westerly lowlands (England),13,ENG,Cumbria
1998,XQPYLJ,1,02-Sep-98,9.1,30,19,15,4,0,95,5,0,0,-9,0,18e,Uplands (England),20,ENG,Cumbria
1998,SZZFDN,1,22-Nov-98,1,5,6,5,3,0,0,80,20,0,-2,5,22e,Uplands (England),22,ENG,Durham
1998,UUNMAK,1,06-Nov-98,0.6,3,5,2,2,0,85,15,0,0,-7.75,0,16e,Westerly lowlands (England),15,ENG,Durham
1998,QQYDJR,1,13-Oct-98,3.2,86,80,83,3,0,5,85,10,0,-3.25,15,27s,Lowlands (Scotland),35,SCO,Dumfries & Galloway
1998,TSIBRE,1,10-Oct-98,1.2,23,28,20,2,0,5,15,0,80,8,35,13s,Lowlands (Scotland),26,SCO,Dumfries & Galloway
1998,PKSLHM,1,14-Oct-98,1.05,10,12,8,3,0,35,60,0,5,-3.25,20,26s,Lowlands (Scotland),34,SCO,Dumfries & Galloway
1998,MNNPBO,1,14-Oct-98,0.7,15,15,10,4,0,15,35,50,0,2,10,27s,Lowlands (Scotland),35,SCO,Dumfries & Galloway
1998,CEXQGA,1,14-Oct-98,4.55,20,19,20,3,0,85,15,0,0,-7.75,0,25e,Easterly lowlands (England),24,ENG,Cumbria
1998,YBYTMW,1,13-Oct-98,1.2,7,14,12,1,0,0,0,0,100,8,90,25e,Easterly lowlands (England),24,ENG,Northumberland
1998,XTDXNP,1,21-Nov-98,2.5,11,8,4,3,0,38,55,7,0,-4.5,0,25e,Easterly lowlands (England),24,ENG,Northumberland
1998,TWVNHH,1,25-Jul-98,1.8,11,16,14,2,0,15,5,2,78,8,3,26s,Lowlands (Scotland),34,SCO,South Ayrshire
1998,SHKRQL,1,10-Oct-98,4.3,70,65,40,2,0,0,0,0,100,8,95,28s,Intermediate uplands and Islands (Scotland),36,SCO,Dumfries & Galloway
1998,AHIACC,1,15-Oct-98,0.92,1,2,2,2,0,0,25,60,15,2,15,26s,Lowlands (Scotland),34,SCO,Dumfries & Galloway
1998,ZVXGSY,1,11-Nov-98,0.6,7,5,4,2,0,50,45,5,0,-6.5,0,25s,Lowlands (Scotland),33,SCO,Dumfries & Galloway
1998,WJHOZP,1,13-Oct-98,0.9,25,35,30,3,0,0,0,0,100,8,0,22e,Uplands (England),22,ENG,Northumberland
1998,UEVYHS,1,10-Oct-98,5,40,44,50,3,0,6,84,10,0,-3.25,55,16e,Westerly lowlands (England),15,ENG,Northumberland
1998,OIXPSH,1,12-Oct-98,2.8,50,40,55,1,0,0,0,0,100,8,2,7s,Lowlands (Scotland),25,SCO,South Ayrshire
1998,UIGLFJ,1,09-Oct-98,3.1,30,25,20,4,0,70,28,2,0,-7.75,0,22s,True uplands (Scotland),30,SCO,South Ayrshire
1998,ZDMFRI,1,10-Oct-98,5.1,14,13,17,3,0,30,70,0,0,-3.25,0,22s,True uplands (Scotland),30,SCO,Dumfries & Galloway
1998,DWPADG,1,15-Oct-98,1,17,22,15,4,0,52,43,5,0,-7.75,0,28s,Intermediate uplands and Islands (Scotland),36,SCO,Dumfries & Galloway
1998,NZACAP,1,07-Oct-98,2.6,10,15,18,3,0,63,35,1,1,-7.75,0,28s,Intermediate uplands and Islands (Scotland),36,SCO,Dumfries & Galloway
1998,BVHYKF,1,18-Nov-98,1.3,10,15,12,1,30,71,29,0,0,-7.75,0,22s,True uplands (Scotland),30,SCO,Dumfries & Galloway
1998,OORRGP,1,12-Oct-98,0.65,19,19,17,1,0,20,80,0,0,-3.25,0,22s,True uplands (Scotland),30,SCO,Scottish Borders
1998,AUMEYK,1,12-Oct-98,1,14,9,10,2,0,25,75,0,0,-3.25,0,22e,Uplands (England),22,ENG,Northumberland
1998,UYZJMJ,1,11-Oct-98,1.6,40,50,42,1,0,0,0,0,100,8,98,25e,Easterly lowlands (England),24,ENG,Northumberland
1998,MJIHQZ,1,09-Oct-98,1.05,6,8,8,3,0,0,100,0,0,-3.25,55,25e,Easterly lowlands (England),24,ENG,Northumberland
1998,FITMPO,1,30-Sep-98,1.36,10,9,4,3,0,40,35,25,0,-7.75,0,13s,Lowlands (Scotland),26,SCO,South Ayrshire
1998,HZXYKQ,1,01-Oct-98,0.75,4,10,9,2,0,30,68,2,0,-3.25,0,25s,Lowlands (Scotland),33,SCO,South Ayrshire
1998,SXVOJP,1,01-Oct-98,1.15,9,10,10,3,0,15,85,0,0,-3.25,0,21s,True uplands (Scotland),29,SCO,East Ayrshire
1998,ZWGBOD,1,09-Oct-98,5.85,30,43,25,3,0,7,90,3,0,-3.25,0,22s,True uplands (Scotland),30,SCO,Dumfries & Galloway
1998,EAHYYJ,1,08-Oct-98,0.4,4,1,3,3,5,25,75,0,0,-3.25,0,21s,True uplands (Scotland),29,SCO,Dumfries & Galloway
1998,ZKXWRH,1,08-Oct-98,0.37,4,4,6,1,0,10,85,0,5,-3.25,0,22s,True uplands (Scotland),30,SCO,South Lanarkshire
1998,QVIAYN,1,07-Oct-98,0.3,1.5,1.5,1.5,2,0,20,65,0,15,-3.25,0,22s,True uplands (Scotland),30,SCO,Dumfries & Galloway
1998,BBYZZW,1,19-Nov-98,2.4,31,33,25,3,0,85,15,0,0,-6.5,0,27s,Lowlands (Scotland),35,SCO,Scottish Borders
1998,PFCFRO,1,20-Nov-98,4.8,19,25,19,4,0,60,40,0,0,-6.5,0,27s,Lowlands (Scotland),35,SCO,Scottish Borders
1998,YBYWHW,1,19-Nov-98,0.6,19,15,10,3,0,5,70,5,20,-2,0,22s,True uplands (Scotland),30,SCO,Northumberland
1998,BCEQHP,1,09-Oct-98,2,30,15,12,2,0,0,0,0,100,8,75,16e,Westerly lowlands (England),15,ENG,Northumberland
1998,NHJRMP,1,21-Nov-98,0.4,15,15,10,1,0,5,45,0,50,6.5,0,10e,Westerly lowlands (England),10,ENG,Northumberland
1998,KXFAEB,1,23-Sep-98,1.7,36,32,33,1,0,0,0,0,100,8,90,7s,Lowlands (Scotland),25,SCO,Argyll & Bute
1998,ERZTLR,1,30-Sep-98,0.9,15,15,12,2,0,15,65,0,20,-3.25,65,28s,Intermediate uplands and Islands (Scotland),36,SCO,East Ayrshire
1998,MPVOVJ,1,11-Jul-98,0.25,4,3,1,1,0,15,80,0,5,-3.25,5,23s,True uplands (Scotland),31,SCO,Scottish Borders
1998,HGUOAH,1,08-Oct-98,1,3,2,3,3,0,45,55,0,0,-3.25,1,23e,Uplands (England),23,ENG,Northumberland
1998,LDEDPH,1,20-Nov-98,0.9,20,25,15,3,0,90,10,0,0,-6.5,0,25e,Easterly lowlands (England),24,ENG,Northumberland
1998,LCMMWD,1,08-Oct-98,0.9,9,10,8,5,0,0,75,0,25,-4.5,5,16e,Westerly lowlands (England),15,ENG,Northumberland
1998,DJYEXM,1,23-Sep-98,0.54,17,17,15,1,70,73,27,0,0,-4.5,0,18s,Intermediate uplands and Islands (Scotland),27,SCO,Argyll & Bute
1998,YERFOW,1,16-Nov-98,1.5,6,10,5,3,0,20,55,25,0,-3.25,0,7s,Lowlands (Scotland),25,SCO,North Ayrshire
1998,RVGJUQ,1,29-Sep-98,2.1,7,5,11,2,0,10,50,40,0,-4.5,3,7s,Lowlands (Scotland),25,SCO,North Ayrshire
1998,PNSAFC,1,30-Sep-98,0.8,10,14,9,1,0,0,25,75,0,2,0,26s,Lowlands (Scotland),34,SCO,East Ayrshire
1998,YYKNUC,1,30-Sep-98,1.7,9,12,14,4,0,55,45,0,0,-6.5,5,22s,True uplands (Scotland),30,SCO,South Lanarkshire
1998,WWZSMA,1,30-Sep-98,0.8,8,12,8,3,0,70,30,0,0,-6.5,5,19s,Intermediate uplands and Islands (Scotland),28,SCO,South Lanarkshire
1998,FIAYXI,1,15-Jun-98,0.6,22,18,15,4,0,70,30,0,0,-6.5,0,22s,True uplands (Scotland),30,SCO,Scottish Borders
1998,DKUMUJ,1,13-Jul-98,3.7,20,30,50,5,0,80,19,1,0,-7.75,0,27s,Lowlands (Scotland),35,SCO,Scottish Borders
1998,FAQWDV,1,09-Jul-98,3.75,7,8,8,3,0,60,33,5,2,-7.75,1,27s,Lowlands (Scotland),35,SCO,Scottish Borders
1998,JKBXAQ,1,09-Jul-98,0.9,4,4,4,3,0,2,55,38,5,-3.25,1,25s,Lowlands (Scotland),33,SCO,Scottish Borders
1998,FAFYWJ,1,07-Oct-98,0.9,10,11,11,1,0,0,100,0,0,-3.25,90,25e,Easterly lowlands (England),24,ENG,Northumberland
1998,GCFNAZ,1,06-Sep-98,1.6,11,12,12,2,0,20,80,0,0,-4.5,0,13s,Lowlands (Scotland),26,SCO,Argyll & Bute
1998,MENREM,1,15-Nov-98,0.9,10,15,10,3,10,55,43,2,0,-7.75,0,7s,Lowlands (Scotland),25,SCO,North Ayrshire
1998,QASSZL,1,29-Sep-98,1.1,13,5,9,2,0,30,70,0,0,-4.5,0,18s,Intermediate uplands and Islands (Scotland),27,SCO,North Ayrshire
1998,ESYNMZ,1,29-Sep-98,0.7,12,10,8,2,0,10,85,5,0,-4.5,5,27s,Lowlands (Scotland),35,SCO,North Ayrshire
1998,MEYBKX,1,28-Sep-98,1.23,16,19,11,2,0,5,95,0,0,-4.5,0,25s,Lowlands (Scotland),33,SCO,East Renfrewshire
1998,XGHBPM,1,15-Jul-98,0.9,8,6,6,1,0,0,0,0,100,8,75,25s,Lowlands (Scotland),33,SCO,South Lanarkshire
1998,RLJGXU,1,10-Jul-98,0.4,5,10,5,1,0,0,0,0,100,8,100,22s,True uplands (Scotland),30,SCO,Scottish Borders
1998,SQOIDY,1,16-Jun-98,1,25,35,25,4,0,0,98,0,2,-3.25,0,19s,Intermediate uplands and Islands (Scotland),28,SCO,Scottish Borders
1998,WKTPKP,1,08-Jul-98,0.55,15,20,16,2,0,1,15,10,74,8,10,25s,Lowlands (Scotland),33,SCO,Scottish Borders
1998,OCGNAL,1,07-Sep-98,1,10,22,20,4,0,85,15,0,0,-6.5,0,18s,Intermediate uplands and Islands (Scotland),27,SCO,Argyll & Bute
1998,WEPWXB,1,07-Sep-98,0.6,10,12,5,3,0,100,0,0,0,-9,0,30s,Intermediate uplands and Islands (Scotland),38,SCO,Argyll & Bute
1998,HWJNVP,1,14-Nov-98,1.75,7,15,11,4,10,75,25,0,0,-7.75,0,18s,Intermediate uplands and Islands (Scotland),27,SCO,Argyll & Bute
1998,YJORQV,1,14-Jul-98,4,20,20,25,4,0,60,35,5,0,-3.25,0,27s,Lowlands (Scotland),35,SCO,North Lanarkshire
1998,SEQVXD,1,06-Jul-98,1.3,23,30,28,3,0,5,25,60,10,2,5,27s,Lowlands (Scotland),35,SCO,"Edinburgh, City of"
1998,MRCWBN,1,20-Sep-98,0.8,11,15,13,3,0,58,40,2,0,-7.75,0,19s,Intermediate uplands and Islands (Scotland),28,SCO,East Lothian
1998,XGOPTX,1,09-Sep-98,0.7,11,14,13,2,0,0,0,0,100,8,100,18s,Intermediate uplands and Islands (Scotland),27,SCO,Scottish Borders
1998,ADHCCF,1,11-Sep-98,2.29,4,9,5,3,0,80,19,1,0,-6.5,1,13s,Lowlands (Scotland),26,SCO,Argyll & Bute
1998,FTFESP,1,26-Sep-98,1.75,12,25,10,2,35,92,8,0,0,-9,0,18s,Intermediate uplands and Islands (Scotland),27,SCO,Argyll & Bute
1998,FBUJKB,1,27-Sep-98,3,21,50,100,1,0,0,0,100,0,2,90,26s,Lowlands (Scotland),34,SCO,Stirling
1998,ZUKDMR,1,20-Nov-98,1.8,17,15,13,3,0,78,20,2,0,-7.75,0,19s,Intermediate uplands and Islands (Scotland),28,SCO,Stirling
1998,LGDSKO,1,13-Jul-98,2,33,35,36,2,0,2,40,40,18,-3.25,0,26s,Lowlands (Scotland),34,SCO,East Lothian
1998,YMMERA,1,09-Sep-98,1.05,12,15,9,3,10,33,56,11,0,-4.5,0,13s,Lowlands (Scotland),26,SCO,Argyll & Bute
1998,RYNWUT,1,18-Nov-98,3,17,15,13,4,0,70,29,1,0,-7.75,1,30s,Intermediate uplands and Islands (Scotland),38,SCO,Argyll & Bute
1998,BRKIBT,1,24-Sep-98,3.5,16,15,24,5,95,0,100,0,0,-3.25,0,28s,Intermediate uplands and Islands (Scotland),36,SCO,Argyll & Bute
1998,CDHIYE,1,26-Sep-98,0.81,5,10,12,2,20,88,12,0,0,-6.5,0,21s,True uplands (Scotland),29,SCO,Argyll & Bute
1998,YFJGHR,1,27-Sep-98,0.9,16,12,15,1,4,90,10,0,0,-9,6,26s,Lowlands (Scotland),34,SCO,Stirling
1998,SZQTHT,1,10-Nov-98,1.6,16,18,12,3,0,75,25,0,0,-7.75,0,19s,Intermediate uplands and Islands (Scotland),28,SCO,Stirling
1998,GWRSAM,1,20-Jul-98,0.9,5,6,4,1,0,1,1,0,98,8,0,26s,Lowlands (Scotland),34,SCO,Fife
1998,IGSFRL,1,25-Sep-98,1.15,9,21,10,3,0,75,25,0,0,-6.5,0,18s,Intermediate uplands and Islands (Scotland),27,SCO,Argyll & Bute
1998,UBXRLL,1,12-Nov-98,1.05,5,12,8,4,55,70,28,2,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Stirling
1998,VXSVLY,1,10-Nov-98,0.7,10,12,8,3,0,43,53,0,4,-3.25,1,25s,Lowlands (Scotland),33,SCO,Perth & Kinross
1998,KIZQZD,1,29-Sep-98,7,30,35,11,2,0,85,15,0,0,-7.75,1,27s,Lowlands (Scotland),35,SCO,Perth & Kinross
1998,CKLUFF,1,07-Aug-98,0.9,9,3,7,1,0,0,0,0,100,8,20,26s,Lowlands (Scotland),34,SCO,Fife
1998,RJYDPB,1,14-Jul-98,2,9.5,10,7,2,0,30,70,0,0,-2,10,13s,Lowlands (Scotland),26,SCO,Argyll & Bute
1998,NHOCBB,1,24-Sep-98,1.25,4,10,2,2,0,75,25,0,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Argyll & Bute
1998,GNSZNY,1,24-Sep-98,0.48,12,15,15,2,0,30,60,0,10,-3.25,0,24s,True uplands (Scotland),32,SCO,Argyll & Bute
1998,FKKANQ,1,26-Aug-98,2.5,10,20,30,4,0,95,5,0,0,-7.75,0,21s,True uplands (Scotland),29,SCO,Stirling
1998,PTHHYT,1,09-Nov-98,1,27,23,20,4,0,60,40,0,0,-7.75,0,25s,Lowlands (Scotland),33,SCO,Perth & Kinross
1998,CNXIPS,1,28-Sep-98,1.1,40,50,40,1,0,0,0,0,100,8,0,26s,Lowlands (Scotland),34,SCO,Perth & Kinross
1998,SXFQWQ,1,27-Sep-98,1.45,10,8,9,3,0,0,100,0,0,-2,0,26s,Lowlands (Scotland),34,SCO,Fife
1998,OVOHHS,1,04-Sep-98,2.2,65,95,100,1,0,0,0,0,100,8,90,13s,Lowlands (Scotland),26,SCO,Argyll & Bute
1998,NAMISZ,1,24-Jun-98,0.85,2,4,2,1,10,25,10,5,60,6.5,5,29s,Intermediate uplands and Islands (Scotland),37,SCO,Argyll & Bute
1998,MWWCVA,1,13-Jul-98,0.9,10,13,7,4,0,92,8,0,0,-7.75,0,18s,Intermediate uplands and Islands (Scotland),27,SCO,Argyll & Bute
1998,BLRZDJ,1,13-Jul-98,1.6,10,32,30,1,0,60,40,0,0,-6.5,0,25s,Lowlands (Scotland),33,SCO,Argyll & Bute
1998,STXVMF,1,23-Sep-98,0.75,38,40,41,1,0,0,10,20,70,-3.25,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Argyll & Bute
1998,UFFUSX,1,28-Sep-98,1.42,14,12,11,3,0,30,60,10,0,-3.25,0,24s,True uplands (Scotland),32,SCO,Argyll & Bute
1998,XHAIJL,1,11-Nov-98,9,28,24,32,4,0,84,15,1,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Perth & Kinross
1998,SUGYHV,1,02-Sep-98,0.4,17,14,7,3,0,0,0,0,100,8,0,23s,True uplands (Scotland),31,SCO,Perth & Kinross
1998,JDUTQQ,1,28-Sep-98,3.2,12,25,15,1,0,0,0,0,100,8,3,27s,Lowlands (Scotland),35,SCO,Perth & Kinross
1998,TDZOHS,1,27-Sep-98,0.45,8,8,5,4,0,0,100,0,0,-3.25,15,27s,Lowlands (Scotland),35,SCO,Angus
1998,BKRDLI,1,13-Jul-98,2.1,19,29,36,1,5,35,35,30,0,-2,3,30s,Intermediate uplands and Islands (Scotland),38,SCO,Argyll & Bute
1998,VIBTBA,1,13-Jul-98,1.35,9,23,27,1,0,75,25,0,0,-6.5,0,30s,Intermediate uplands and Islands (Scotland),38,SCO,Argyll & Bute
1998,QFVTHZ,1,29-Sep-98,0.9,3,8,3,2,0,60,40,0,0,-7.75,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Highland
1998,KFDEHM,1,18-Sep-98,1.8,13,11,17,3,0,75,23,2,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Highland
1998,VKOMTT,1,18-Sep-98,5,25,25,35,5,30,90,10,0,0,-7.75,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Highland
1998,ZLXWKT,1,27-Sep-98,0.8,5,4,4.5,2,80,95,5,0,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Highland
1998,XVQXXD,1,17-Sep-98,1.8,15,28,16,2,0,55,40,3,2,-7.75,0,23s,True uplands (Scotland),31,SCO,Highland
1998,GNCHSI,1,15-Sep-98,9.2,16,16,27,4,0,95,5,0,0,-7.75,0,22s,True uplands (Scotland),30,SCO,Perth & Kinross
1998,POOOBA,1,28-Sep-98,0.7,8,10,11,3,0,80,20,0,0,-7.75,3,22s,True uplands (Scotland),30,SCO,Angus
1998,MAWOAV,1,26-Sep-98,1.7,8,11,17,2,4,65,32,3,0,-7.75,0,30s,Intermediate uplands and Islands (Scotland),38,SCO,Highland
1998,DZKTFU,1,24-Sep-98,1.1,20,30,45,1,0,0,0,0,100,8,45,21s,True uplands (Scotland),29,SCO,Highland
1998,CTERRY,1,25-Sep-98,2,40,30,15,3,60,11,67,22,0,-3.25,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Highland
1998,ZTBJGY,1,19-Sep-98,8.5,6,13,18,3,0,85,15,0,0,-7.75,0,23s,True uplands (Scotland),31,SCO,Highland
1998,EXSYAA,1,20-Jun-98,2,15,20,10,3,5,85,15,0,0,-7.75,0,23s,True uplands (Scotland),31,SCO,Perth & Kinross
1998,HQKXCG,1,22-Jul-98,2.2,22,18,25,3,0,90,10,0,0,-7.75,0,23s,True uplands (Scotland),31,SCO,Angus
1998,QOZLLL,1,23-Jul-98,7.3,16,15,8,4,0,85,15,0,0,-7.75,0,23s,True uplands (Scotland),31,SCO,Angus
1998,VDTMEB,1,21-Jul-98,1.05,14,14,12,4,0,55,35,10,0,-7.75,0,25s,Lowlands (Scotland),33,SCO,Angus
1998,UKWMMX,1,17-Jun-98,0.25,7,7,7,3,0,15,5,0,80,8,0,25s,Lowlands (Scotland),33,SCO,Aberdeenshire
1998,ZJGHZJ,1,21-Jun-98,5,5,10,13,3,0,90,10,0,0,-6.5,0,24s,True uplands (Scotland),32,SCO,Highland
1998,HAWCOO,1,23-Jun-98,6,10,15,17,4,0,70,30,0,0,-6.5,0,24s,True uplands (Scotland),32,SCO,Highland
1998,XXFYMD,1,16-Sep-98,2.8,14,21,20,3,10,98,2,0,0,-7.75,0,23s,True uplands (Scotland),31,SCO,Highland
1998,HDPVAL,1,03-Sep-98,0.7,2,4,2,1,40,70,22,0,8,-7.75,0,24s,True uplands (Scotland),32,SCO,Highland
1998,GXDBED,1,24-Jul-98,4.6,12,25,22,3,0,95,5,0,0,-7.75,0,23s,True uplands (Scotland),31,SCO,Aberdeenshire
1998,WDGZFA,1,13-Nov-98,0.9,5,2,4,3,0,15,35,15,35,-3.25,25,23s,True uplands (Scotland),31,SCO,Aberdeenshire
1998,SSAXXL,1,18-Jun-98,4.7,35,50,10,4,40,75,25,0,0,-7.75,0,22s,True uplands (Scotland),30,SCO,Aberdeenshire
1998,KOQHZQ,1,17-Jun-98,0.45,8,10,8,3,0,70,25,5,0,-7.75,0,26s,Lowlands (Scotland),34,SCO,Aberdeenshire
1998,UOLEKX,1,25-Sep-98,5.2,9,16,6,2,2,80,20,0,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Highland
1998,OBNMHM,1,05-Aug-98,0.75,8,15,15,4,0,80,10,10,0,-7.75,0,23s,True uplands (Scotland),31,SCO,Highland
1998,UXXKAG,1,16-Jun-98,0.6,20,23,15,2,0,50,50,0,0,-7.75,10,22s,True uplands (Scotland),30,SCO,Aberdeenshire
1998,NDDDBT,1,23-Aug-98,1.1,21,19,18,1,0,0,70,10,20,-3.25,0,30s,Intermediate uplands and Islands (Scotland),38,SCO,Eilean Siar
1998,KPHKQI,1,11-Jul-98,2.7,21,25,20,5,35,92,8,0,0,-7.75,1,24s,True uplands (Scotland),32,SCO,Highland
1998,OHLVGM,1,22-Sep-98,1.4,10,8,22,2,0,75,25,0,0,-7.75,0,21s,True uplands (Scotland),29,SCO,Highland
1998,TBRBZK,1,04-Sep-98,0.3,7,10,8,2,0,35,55,2,8,-3.25,0,21s,True uplands (Scotland),29,SCO,Highland
1998,CHTONI,1,06-Aug-98,2.15,22,25,20,4,0,70,30,0,0,-7.75,1,23s,True uplands (Scotland),31,SCO,Aberdeenshire
1998,VDMHHE,1,19-Jun-98,0.75,4,7,4,2,0,5,70,15,10,-3.25,0,25s,Lowlands (Scotland),33,SCO,Aberdeenshire
1998,HPLWER,1,24-Aug-98,1.5,30,30,19,1,95,60,40,0,0,-7.75,0,30s,Intermediate uplands and Islands (Scotland),38,SCO,Eilean Siar
1998,YCZHUL,1,10-Jul-98,2,12,15,22,1,0,10,90,0,0,-4.5,2,30s,Intermediate uplands and Islands (Scotland),38,SCO,Highland
1998,LXSSXH,1,23-Sep-98,1.35,2,4,7,1,40,80,20,0,0,-7.75,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Highland
1998,OTMPPX,1,22-Sep-98,1.6,18,14,8,3,0,85,15,0,0,-7.75,0,21s,True uplands (Scotland),29,SCO,Highland
1998,FMFSCG,1,11-Jul-98,3.9,30,45,32,1,0,80,20,0,0,-9,0,24s,True uplands (Scotland),32,SCO,Highland
1998,OJWELS,1,21-Sep-98,1.25,22,17,14,2,0,85,15,0,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Highland
1998,MSRUTP,1,05-Sep-98,2.6,40,30,15,1,0,0,0,0,100,8,99,22s,True uplands (Scotland),30,SCO,Highland
1998,KKXZXW,1,26-Sep-98,0.75,10,15,12,3,0,30,70,0,0,-3.25,0,22s,True uplands (Scotland),30,SCO,Moray
1998,CMBROG,1,06-Sep-98,1.7,20,16,12,3,5,35,65,0,0,-3.25,0,22s,True uplands (Scotland),30,SCO,Aberdeenshire
1998,XNMVMF,1,06-Sep-98,2,54,58,48,2,0,0,0,0,100,8,10,27s,Lowlands (Scotland),35,SCO,Aberdeenshire
1998,DLHRIK,1,07-Sep-98,1,8,13,12,3,0,0,70,10,20,-3.25,1,26s,Lowlands (Scotland),34,SCO,Aberdeenshire
1998,FALEKI,1,10-Jul-98,1.35,16,19,13,1,0,90,10,0,0,-6.5,0,30s,Intermediate uplands and Islands (Scotland),38,SCO,Highland
1998,NPWDRZ,1,09-Jul-98,2.15,24,29.5,29,1,0,100,0,0,0,-6.5,3,30s,Intermediate uplands and Islands (Scotland),38,SCO,Highland
1998,CRWYWA,1,26-Jun-98,6,20,25,30,4,0,90,10,0,0,-7.75,0,21s,True uplands (Scotland),29,SCO,Highland
1998,YYXKLZ,1,28-Jun-98,1.7,10,10,10,4,5,80,20,0,0,-7.75,0,24s,True uplands (Scotland),32,SCO,Highland
1998,EPDZLB,1,15-Sep-98,1.5,35,30,16,1,0,0,60,35,5,-2,10,25s,Lowlands (Scotland),33,SCO,Highland
1998,AQLJEH,1,22-Sep-98,1.65,10,8,8,3,20,32,42,26,0,-3.25,0,28s,Intermediate uplands and Islands (Scotland),36,SCO,Highland
1998,EPCXUG,1,23-Sep-98,0.5,12,20,20,,0,0,0,0,100,8,93,25s,Lowlands (Scotland),33,SCO,Moray
1998,GAEJTI,1,25-Sep-98,1.1,26,26,26,3,0,0,100,0,0,-3.25,0,25s,Lowlands (Scotland),33,SCO,Aberdeenshire
1998,GCKECU,1,25-Sep-98,0.9,12,10,10,3,0,0,100,0,0,-3.25,0,26s,Lowlands (Scotland),34,SCO,Aberdeenshire
1998,KKQPEW,1,22-Aug-98,1.4,17,18,16,1,0,0,0,70,30,2,100,30s,Intermediate uplands and Islands (Scotland),38,SCO,Eilean Siar
1998,JNFHMV,1,09-Jul-98,3,30,40,32,1,0,96,4,0,0,-6.5,0,30s,Intermediate uplands and Islands (Scotland),38,SCO,Highland
1998,HHGYVR,1,15-Jul-98,0.72,10,9,10,1,0,10,86,0,4,-4.5,0,21s,True uplands (Scotland),29,SCO,Highland
1998,HFZBUF,1,20-Sep-98,0.56,7,6,6,2,0,0,0,0,100,6.5,75,28s,Intermediate uplands and Islands (Scotland),36,SCO,Highland
1998,IKROEN,1,20-Sep-98,8,16,16,25,3,0,70,25,5,0,-7.75,0,21s,True uplands (Scotland),29,SCO,Highland
