dataset_id,species,species_original,species.new,corrected,comment,checked
christensen_2021,Tetraclea coulteri,Tetraclea coulteri,Tetraclea coulteri,0,NA,1
christensen_2021,Thymophylla pentachaeta,Thymophylla pentachaeta,Thymophylla pentachaeta,0,NA,1
christensen_2021,Tidestromia lanuginosa,Tidestromia lanuginosa,Tidestromia lanuginosa,0,NA,1
christensen_2021,Townsendia sp.,Townsendia sp.,Townsendia sp.,0,NA,1
christensen_2021,Tragia nepetifolia,Tragia nepetifolia,Tragia nepetifolia,0,NA,1
christensen_2021,Tragia sp.,Tragia sp.,Tragia sp.,0,NA,1
christensen_2021,Tragus berteronianus,Tragus berteronianus,Tragus berteronianus,0,NA,1
christensen_2021,Tribulus terrestris,Tribulus terrestris,Tribulus terrestris,0,NA,1
christensen_2021,Tridens muticus,Tridens muticus,Tridens muticus,0,NA,1
christensen_2021,UNKAF,UNKAF,UNKAF,0,NA,1
christensen_2021,UNKAF1,UNKAF1,UNKAF1,0,NA,1
christensen_2021,UNKAF2,UNKAF2,UNKAF2,0,NA,1
christensen_2021,UNKAF3,UNKAF3,UNKAF3,0,NA,1
christensen_2021,UNKAF4,UNKAF4,UNKAF4,0,NA,1
christensen_2021,UNKAG,UNKAG,UNKAG,0,NA,1
christensen_2021,UNKCA,UNKCA,UNKCA,0,NA,1
christensen_2021,UNKF,UNKF,UNKF,0,NA,1
christensen_2021,UNKG,UNKG,UNKG,0,NA,1
christensen_2021,UNKN,UNKN,UNKN,0,NA,1
christensen_2021,UNKP,UNKP,UNKP,0,NA,1
christensen_2021,UNKP1,UNKP1,UNKP1,0,NA,1
christensen_2021,UNKP2,UNKP2,UNKP2,0,NA,1
christensen_2021,UNKP3,UNKP3,UNKP3,0,NA,1
christensen_2021,UNKPF,UNKPF,UNKPF,0,NA,1
christensen_2021,UNKPF1,UNKPF1,UNKPF1,0,NA,1
christensen_2021,UNKPF2,UNKPF2,UNKPF2,0,NA,1
christensen_2021,UNKPF3,UNKPF3,UNKPF3,0,NA,1
christensen_2021,UNKPG,UNKPG,UNKPG,0,NA,1
christensen_2021,Vachellia constricta,Vachellia constricta,Vachellia constricta,0,NA,1
christensen_2021,Verbena bracteata,Verbena bracteata,Verbena bracteata,0,NA,1
christensen_2021,Verbesina encelioides,Verbesina encelioides,Verbesina encelioides,0,NA,1
christensen_2021,Yucca baccata,Yucca baccata,Yucca baccata,0,NA,1
christensen_2021,Yucca elata,Yucca elata,Yucca elata,0,NA,1
christensen_2021,Zinnia acerosa,Zinnia acerosa,Zinnia acerosa,0,NA,1
christensen_2021,Zinnia grandiflora,Zinnia grandiflora,Zinnia grandiflora,0,NA,1
closset-kopp_2018,Acer campestre,Acer campestre,Acer campestre,0,species,1
closset-kopp_2018,Acer platanoides,Acer platanoides,Acer platanoides,0,species,1
closset-kopp_2018,Acer pseudoplatanus,Acer pseudoplatanus,Acer pseudoplatanus,0,species,1
closset-kopp_2018,Adoxa moschatellina,Adoxa moschatellina,Adoxa moschatellina,0,species,1
closset-kopp_2018,Agrostis canina,Agrostis canina,Agrostis canina,0,species,1
closset-kopp_2018,Agrostis capillaris,Agrostis capillaris,Agrostis capillaris,0,species,1
closset-kopp_2018,Agrostis stolonifera,Agrostis stolonifera,Agrostis stolonifera,0,species,1
closset-kopp_2018,Ajuga reptans,Ajuga reptans,Ajuga reptans,0,species,1
closset-kopp_2018,Alliaria petiolata,Alliaria petiolata,Alliaria petiolata,0,species,1
closset-kopp_2018,Allium ursinum,Allium ursinum,Allium ursinum,0,species,1
closset-kopp_2018,Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,0,species,1
closset-kopp_2018,Angelica sylvestris,Angelica sylvestris,Angelica sylvestris,0,species,1
closset-kopp_2018,Aquilegia vulgaris,Aquilegia vulgaris,Aquilegia vulgaris,0,species,1
closset-kopp_2018,Arrhenatherum elatius,Arrhenatherum elatius,Arrhenatherum elatius,0,species,1
closset-kopp_2018,Arum maculatum,Arum maculatum,Arum maculatum,0,species,1
closset-kopp_2018,Asplenium scolopendrium,Asplenium scolopendrium,Asplenium scolopendrium,0,species,1
closset-kopp_2018,Athyrium filix-femina,Athyrium filix-femina,Athyrium filix-femina,0,species,1
closset-kopp_2018,Atropa belladonna,Atropa belladonna,Atropa belladonna,0,species,1
closset-kopp_2018,Betula pendula,Betula pendula,Betula pendula,0,species,1
closset-kopp_2018,Betula pubescens,Betula pubescens,Betula pubescens,0,species,1
closset-kopp_2018,Brachypodium pinnatum,Brachypodium pinnatum,Brachypodium pinnatum,0,species,1
closset-kopp_2018,Brachypodium sylvaticum,Brachypodium sylvaticum,Brachypodium sylvaticum,0,species,1
closset-kopp_2018,Bromus ramosus,Bromus ramosus,Bromus ramosus,0,species,1
closset-kopp_2018,Calamagrostis canescens,Calamagrostis canescens,Calamagrostis canescens,0,species,1
closset-kopp_2018,Calamagrostis epigejos,Calamagrostis epigejos,Calamagrostis epigejos,0,species,1
closset-kopp_2018,Calluna vulgaris,Calluna vulgaris,Calluna vulgaris,0,species,1
closset-kopp_2018,Caltha palustris,Caltha palustris,Caltha palustris,0,species,1
closset-kopp_2018,Calystegia sepium,Calystegia sepium,Calystegia sepium,0,species,1
closset-kopp_2018,Campanula rotundifolia,Campanula rotundifolia,Campanula rotundifolia,0,species,1
closset-kopp_2018,Campanula trachelium,Campanula trachelium,Campanula trachelium,0,species,1
closset-kopp_2018,Cardamine amara,Cardamine amara,Cardamine amara,0,species,1
closset-kopp_2018,Cardamine flexuosa,Cardamine flexuosa,Cardamine flexuosa,0,species,1
closset-kopp_2018,Cardamine impatiens,Cardamine impatiens,Cardamine impatiens,0,species,1
closset-kopp_2018,Cardamine pratensis,Cardamine pratensis,Cardamine pratensis,0,species,1
closset-kopp_2018,Carex acutiformis,Carex acutiformis,Carex acutiformis,0,species,1
closset-kopp_2018,Carex arenaria,Carex arenaria,Carex arenaria,0,species,1
closset-kopp_2018,Carex caryophyllea,Carex caryophyllea,Carex caryophyllea,0,species,1
closset-kopp_2018,Carex depauperata,Carex depauperata,Carex depauperata,0,species,1
closset-kopp_2018,Carex digitata,Carex digitata,Carex digitata,0,species,1
closset-kopp_2018,Carex flacca,Carex flacca,Carex flacca,0,species,1
closset-kopp_2018,Carex muricata,Carex muricata,Carex muricata,0,species,1
closset-kopp_2018,Carex pendula,Carex pendula,Carex pendula,0,species,1
closset-kopp_2018,Carex pilulifera,Carex pilulifera,Carex pilulifera,0,species,1
closset-kopp_2018,Carex reichenbachii,Carex reichenbachii,Carex reichenbachii,0,species,1
closset-kopp_2018,Carex remota,Carex remota,Carex remota,0,species,1
closset-kopp_2018,Carex riparia,Carex riparia,Carex riparia,0,species,1
closset-kopp_2018,Carex sylvatica,Carex sylvatica,Carex sylvatica,0,species,1
closset-kopp_2018,Carpinus betulus,Carpinus betulus,Carpinus betulus,0,species,1
closset-kopp_2018,Castanea sativa,Castanea sativa,Castanea sativa,0,species,1
closset-kopp_2018,Cerastium fontanum,Cerastium fontanum,Cerastium fontanum,0,species,1
closset-kopp_2018,Chaerophylum temulum,Chaerophylum temulum,Chaerophylum temulum,0,species,1
closset-kopp_2018,Chelidonium majus,Chelidonium majus,Chelidonium majus,0,species,1
closset-kopp_2018,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,0,species,1
closset-kopp_2018,Circaea lutetiana,Circaea lutetiana,Circaea lutetiana,0,species,1
closset-kopp_2018,Cirsium arvense,Cirsium arvense,Cirsium arvense,0,species,1
closset-kopp_2018,Cirsium oleraceum,Cirsium oleraceum,Cirsium oleraceum,0,species,1
closset-kopp_2018,Cirsium palustre,Cirsium palustre,Cirsium palustre,0,species,1
closset-kopp_2018,Clematis vitalba,Clematis vitalba,Clematis vitalba,0,species,1
closset-kopp_2018,Colchicum autumnale,Colchicum autumnale,Colchicum autumnale,0,species,1
closset-kopp_2018,Conopodium majus,Conopodium majus,Conopodium majus,0,species,1
closset-kopp_2018,Convallaria majalis,Convallaria majalis,Convallaria majalis,0,species,1
closset-kopp_2018,Cornus mas,Cornus mas,Cornus mas,0,species,1
closset-kopp_2018,Cornus sanguinea,Cornus sanguinea,Cornus sanguinea,0,species,1
closset-kopp_2018,Corylus avellana,Corylus avellana,Corylus avellana,0,species,1
closset-kopp_2018,Crataegus laevigata,Crataegus laevigata,Crataegus laevigata,0,species,1
closset-kopp_2018,Crataegus monogyna,Crataegus monogyna,Crataegus monogyna,0,species,1
closset-kopp_2018,Cynoglossum germanicum,Cynoglossum germanicum,Cynoglossum germanicum,0,species,1
closset-kopp_2018,Cytisus scoparius,Cytisus scoparius,Cytisus scoparius,0,species,1
closset-kopp_2018,Dactylis glomerata,Dactylis glomerata,Dactylis glomerata,0,species,1
closset-kopp_2018,Dactylorhiza fuchsii,Dactylorhiza fuchsii,Dactylorhiza fuchsii,0,species,1
closset-kopp_2018,Dactylorhiza maculata,Dactylorhiza maculata,Dactylorhiza maculata,0,species,1
closset-kopp_2018,Danthonia decumbens,Danthonia decumbens,Danthonia decumbens,0,species,1
closset-kopp_2018,Daucus carota,Daucus carota,Daucus carota,0,species,1
closset-kopp_2018,Deschampsia cespitosa,Deschampsia cespitosa,Deschampsia cespitosa,0,species,1
closset-kopp_2018,Deschampsia flexuosa,Deschampsia flexuosa,Deschampsia flexuosa,0,species,1
closset-kopp_2018,Digitalis purpurea,Digitalis purpurea,Digitalis purpurea,0,species,1
closset-kopp_2018,Dryopteris carthusiana,Dryopteris carthusiana,Dryopteris carthusiana,0,species,1
closset-kopp_2018,Dryopteris dilatata,Dryopteris dilatata,Dryopteris dilatata,0,species,1
closset-kopp_2018,Dryopteris filix-mas,Dryopteris filix-mas,Dryopteris filix-mas,0,species,1
closset-kopp_2018,Dryopteris x tavelii,Dryopteris x tavelii,Dryopteris x tavelii,0,hybrid,1
closset-kopp_2018,Elymus caninus,Elymus caninus,Elymus caninus,0,species,1
closset-kopp_2018,Epilobium angustifolium,Epilobium angustifolium,Epilobium angustifolium,0,species,1
closset-kopp_2018,Epilobium hirsutum,Epilobium hirsutum,Epilobium hirsutum,0,species,1
closset-kopp_2018,Epilobium montanum,Epilobium montanum,Epilobium montanum,0,species,1
closset-kopp_2018,Epipactis helleborine,Epipactis helleborine,Epipactis helleborine,0,species,1
closset-kopp_2018,Equisetum arvense,Equisetum arvense,Equisetum arvense,0,species,1
closset-kopp_2018,Equisetum hyemale,Equisetum hyemale,Equisetum hyemale,0,species,1
closset-kopp_2018,Equisetum telmateia,Equisetum telmateia,Equisetum telmateia,0,species,1
closset-kopp_2018,Euonymus europaeus,Euonymus europaeus,Euonymus europaeus,0,species,1
closset-kopp_2018,Eupatorium cannabinum,Eupatorium cannabinum,Eupatorium cannabinum,0,species,1
closset-kopp_2018,Euphorbia amygdaloides,Euphorbia amygdaloides,Euphorbia amygdaloides,0,species,1
closset-kopp_2018,Euphorbia cyparissias,Euphorbia cyparissias,Euphorbia cyparissias,0,species,1
closset-kopp_2018,Fagus sylvatica,Fagus sylvatica,Fagus sylvatica,0,species,1
closset-kopp_2018,Fallopia convolvulus,Fallopia convolvulus,Fallopia convolvulus,0,species,1
closset-kopp_2018,Festuca gigantea,Festuca gigantea,Festuca gigantea,0,species,1
closset-kopp_2018,Festuca heterophylla,Festuca heterophylla,Festuca heterophylla,0,species,1
closset-kopp_2018,Festuca ovina,Festuca ovina,Festuca ovina,0,species,1
closset-kopp_2018,Filipendula ulmaria,Filipendula ulmaria,Filipendula ulmaria,0,species,1
closset-kopp_2018,Fragaria vesca,Fragaria vesca,Fragaria vesca,0,species,1
closset-kopp_2018,Frangula alnus,Frangula alnus,Frangula alnus,0,species,1
closset-kopp_2018,Fraxinus excelsior,Fraxinus excelsior,Fraxinus excelsior,0,species,1
closset-kopp_2018,Galeopsis tetrahit,Galeopsis tetrahit,Galeopsis tetrahit,0,species,1
closset-kopp_2018,Galium aparine,Galium aparine,Galium aparine,0,species,1
closset-kopp_2018,Galium odoratum,Galium odoratum,Galium odoratum,0,species,1
closset-kopp_2018,Galium palustre,Galium palustre,Galium palustre,0,species,1
closset-kopp_2018,Gallium mollugo,Gallium mollugo,Gallium mollugo,0,species,1
closset-kopp_2018,Geranium robertanium,Geranium robertanium,Geranium robertanium,0,species,1
closset-kopp_2018,Geum urbanum,Geum urbanum,Geum urbanum,0,species,1
closset-kopp_2018,Glechoma hederacea,Glechoma hederacea,Glechoma hederacea,0,species,1
closset-kopp_2018,Glyceria declinata,Glyceria declinata,Glyceria declinata,0,species,1
closset-kopp_2018,Hedera helix,Hedera helix,Hedera helix,0,species,1
closset-kopp_2018,Helleborus foetidus,Helleborus foetidus,Helleborus foetidus,0,species,1
closset-kopp_2018,Hieracium lachenalii,Hieracium lachenalii,Hieracium lachenalii,0,species,1
closset-kopp_2018,Hieracium sp.,Hieracium sp.,Hieracium sp.,0,only genus,1
closset-kopp_2018,Holcus lanatus,Holcus lanatus,Holcus lanatus,0,species,1
closset-kopp_2018,Holcus mollis,Holcus mollis,Holcus mollis,0,species,1
closset-kopp_2018,Humulus lupulus,Humulus lupulus,Humulus lupulus,0,species,1
closset-kopp_2018,Hyacinthoides non-scripta,Hyacinthoides non-scripta,Hyacinthoides non-scripta,0,species,1
closset-kopp_2018,Hypericum hirsutum,Hypericum hirsutum,Hypericum hirsutum,0,species,1
closset-kopp_2018,Hypericum montanum,Hypericum montanum,Hypericum montanum,0,species,1
closset-kopp_2018,Hypericum perforatum,Hypericum perforatum,Hypericum perforatum,0,species,1
closset-kopp_2018,Hypericum tetrapterum,Hypericum tetrapterum,Hypericum tetrapterum,0,species,1
closset-kopp_2018,Ilex aquifolium,Ilex aquifolium,Ilex aquifolium,0,species,1
closset-kopp_2018,Impatiens noli-tangere,Impatiens noli tangere,Impatiens noli-tangere,1,species,1
closset-kopp_2018,Iris pseudacorus,Iris pseudacorus,Iris pseudacorus,0,species,1
closset-kopp_2018,Juncus conglomeratus,Juncus conglomeratus,Juncus conglomeratus,0,species,1
closset-kopp_2018,Juncus effusus,Juncus effusus,Juncus effusus,0,species,1
closset-kopp_2018,Juncus inflexus,Juncus inflexus,Juncus inflexus,0,species,1
closset-kopp_2018,Juncus tenuis,Juncus tenuis,Juncus tenuis,0,species,1
closset-kopp_2018,Lamium galeobdolon,Lamium galeobdolon,Lamium galeobdolon,0,species,1
closset-kopp_2018,Lapsana communis,Lapsana communis,Lapsana communis,0,species,1
closset-kopp_2018,Lathyrus montanus,Lathyrus montanus,Lathyrus montanus,0,species,1
closset-kopp_2018,Ligustrum vulgare,Ligustrum vulgare,Ligustrum vulgare,0,species,1
closset-kopp_2018,Linaria repens,Linaria repens,Linaria repens,0,species,1
closset-kopp_2018,Listera ovata,Listera ovata,Listera ovata,0,species,1
closset-kopp_2018,Lonicera periclymenum,Lonicera periclymenum,Lonicera periclymenum,0,species,1
closset-kopp_2018,Luzula campestris,Luzula campestris,Luzula campestris,0,species,1
closset-kopp_2018,Luzula forsteri,Luzula forsteri,Luzula forsteri,0,species,1
closset-kopp_2018,Luzula multiflora,Luzula multiflora,Luzula multiflora,0,species,1
closset-kopp_2018,Luzula pilosa,Luzula pilosa,Luzula pilosa,0,species,1
closset-kopp_2018,Lycopus europaeus,Lycopus europaeus,Lycopus europaeus,0,species,1
closset-kopp_2018,Lysimachia nemorum,Lysimachia nemorum,Lysimachia nemorum,0,species,1
closset-kopp_2018,Lysimachia nummularia,Lysimachia nummularia,Lysimachia nummularia,0,species,1
closset-kopp_2018,Lysimachia vulgaris,Lysimachia vulgaris,Lysimachia vulgaris,0,species,1
closset-kopp_2018,Lythrum salicaria,Lythrum salicaria,Lythrum salicaria,0,species,1
closset-kopp_2018,Malus sylvestris,Malus sylvestris,Malus sylvestris,0,species,1
closset-kopp_2018,Melampyrum pratense,Melampyrum pratense,Melampyrum pratense,0,species,1
closset-kopp_2018,Melica uniflora,Melica uniflora,Melica uniflora,0,species,1
closset-kopp_2018,Mentha aquatica,Mentha aquatica,Mentha aquatica,0,species,1
closset-kopp_2018,Mercurialis perennis,Mercurialis perennis,Mercurialis perennis,0,species,1
closset-kopp_2018,Mespilus germanica,Mespilus germanica,Mespilus germanica,0,species,1
closset-kopp_2018,Milium effusum,Milium effusum,Milium effusum,0,species,1
closset-kopp_2018,Moehringia trinervia,Moehringia trinervia,Moehringia trinervia,0,species,1
closset-kopp_2018,Molinia caerulea,Molinia caerulea,Molinia caerulea,0,species,1
closset-kopp_2018,Mycelis muralis,Mycelis muralis,Mycelis muralis,0,species,1
closset-kopp_2018,Myosotis scorpioides,Myosotis scorpioides,Myosotis scorpioides,0,species,1
closset-kopp_2018,Neottia nidus-avis,Neottia nidus avis,Neottia nidus-avis,1,species,1
closset-kopp_2018,Origanum vulgare,Origanum vulgare,Origanum vulgare,0,species,1
closset-kopp_2018,Oxalis acetosella,Oxalis acetosella,Oxalis acetosella,0,species,1
closset-kopp_2018,Paris quadrifolia,Paris quadrifolia,Paris quadrifolia,0,species,1
closset-kopp_2018,Phalaris arundinacea,Phalaris arundinacea,Phalaris arundinacea,0,species,1
closset-kopp_2018,Picea abies,Picea abies,Picea abies,0,species,1
closset-kopp_2018,Pinus sylvestris,Pinus sylvestris,Pinus sylvestris,0,species,1
closset-kopp_2018,Poa nemoralis,Poa nemoralis,Poa nemoralis,0,species,1
closset-kopp_2018,Poa pratensis,Poa pratensis,Poa pratensis,0,species,1
closset-kopp_2018,Poa trivialis,Poa trivialis,Poa trivialis,0,species,1
closset-kopp_2018,Polygonatum multiflorum,Polygonatum multiflorum,Polygonatum multiflorum,0,species,1
closset-kopp_2018,Polygonum hydropiper,Polygonum hydropiper,Polygonum hydropiper,0,species,1
closset-kopp_2018,Polystichum aculeatum,Polystichum aculeatum,Polystichum aculeatum,0,species,1
closset-kopp_2018,Polystichum setiferum,Polystichum setiferum,Polystichum setiferum,0,species,1
closset-kopp_2018,Populus canescens,Populus canescens,Populus canescens,0,species,1
closset-kopp_2018,Populus tremula,Populus tremula,Populus tremula,0,species,1
closset-kopp_2018,Potentilla sterilis,Potentilla sterilis,Potentilla sterilis,0,species,1
closset-kopp_2018,Primula elatior,Primula elatior,Primula elatior,0,species,1
closset-kopp_2018,Prunus avium,Prunus avium,Prunus avium,0,species,1
closset-kopp_2018,Prunus padus,Prunus padus,Prunus padus,0,species,1
closset-kopp_2018,Prunus serotina,Prunus serotina,Prunus serotina,0,species,1
closset-kopp_2018,Prunus spinosa,Prunus spinosa,Prunus spinosa,0,species,1
closset-kopp_2018,Quercus petraea,Quercus petraea,Quercus petraea,0,species,1
closset-kopp_2018,Quercus robur,Quercus robur,Quercus robur,0,species,1
closset-kopp_2018,Ranunculus auricomus,Ranunculus auricomus,Ranunculus auricomus,0,species,1
closset-kopp_2018,Ranunculus ficaria,Ranunculus ficaria,Ranunculus ficaria,0,species,1
closset-kopp_2018,Ranunculus repens,Ranunculus repens,Ranunculus repens,0,species,1
closset-kopp_2018,Ribes nigrum,Ribes nigrum,Ribes nigrum,0,species,1
closset-kopp_2018,Ribes rubrum,Ribes rubrum,Ribes rubrum,0,species,1
closset-kopp_2018,Ribes uva-crispa,Rives uva crispa,Ribes uva-crispa,1,species,1
closset-kopp_2018,Rosa arvensis,Rosa arvensis,Rosa arvensis,0,species,1
closset-kopp_2018,Rosa canina,Rosa canina,Rosa canina,0,species,1
closset-kopp_2018,Rubus fruticosus,Rubus fruticosus,Rubus fruticosus,0,species,1
closset-kopp_2018,Rubus idaeus,Rubus idaeus,Rubus idaeus,0,species,1
closset-kopp_2018,Rumex acetosella,Rumex acetosella,Rumex acetosella,0,species,1
closset-kopp_2018,Rumex sanguineus,Rumex sanguineus,Rumex sanguineus,0,species,1
closset-kopp_2018,Ruscus aculeatus,Ruscus aculeatus,Ruscus aculeatus,0,species,1
closset-kopp_2018,Salix alba,Salix alba,Salix alba,0,species,1
closset-kopp_2018,Sambucus ebulus,Sambucus ebulus,Sambucus ebulus,0,species,1
closset-kopp_2018,Sambucus nigra,Sambucus nigra,Sambucus nigra,0,species,1
closset-kopp_2018,Sanicula europaea,Sanicula europaea,Sanicula europaea,0,species,1
closset-kopp_2018,Scrophularia aquatica,Scrophularia aquatica,Scrophularia aquatica,0,species,1
closset-kopp_2018,Scrophularia nodosa,Scrophularia nodosa,Scrophularia nodosa,0,species,1
closset-kopp_2018,Solanum dulcamara,Solanum dulcamara,Solanum dulcamara,0,species,1
closset-kopp_2018,Sorbus aucuparia,Sorbus aucuparia,Sorbus aucuparia,0,species,1
closset-kopp_2018,Sorbus torminalis,Sorbus torminalis,Sorbus torminalis,0,species,1
closset-kopp_2018,Stachys alpina,Stachys alpina,Stachys alpina,0,species,1
closset-kopp_2018,Stachys sylvatica,Stachys sylvatica,Stachys sylvatica,0,species,1
closset-kopp_2018,Stellaria holostea,Stellaria holostea,Stellaria holostea,0,species,1
closset-kopp_2018,Taraxacum sp.,Taraxacum sp.,Taraxacum sp.,0,only genus,1
closset-kopp_2018,Taxus baccata,Taxus baccata,Taxus baccata,0,species,1
closset-kopp_2018,Teucrium scorodonia,Teucrium scorodonia,Teucrium scorodonia,0,species,1
closset-kopp_2018,Tilia cordata,Tilia cordata,Tilia cordata,0,species,1
closset-kopp_2018,Tilia platyphyllos,Tilia platyphyllos,Tilia platyphyllos,0,species,1
closset-kopp_2018,Ulmus glabra,Ulmus glabra,Ulmus glabra,0,species,1
closset-kopp_2018,Ulmus minor,Ulmus minor,Ulmus minor,0,species,1
closset-kopp_2018,Urtica dioica,Urtica dioica,Urtica dioica,0,species,1
closset-kopp_2018,Valeriana repens,Valeriana repens,Valeriana repens,0,species,1
closset-kopp_2018,Verbascum lychnitis,Verbascum lychnitis,Verbascum lychnitis,0,species,1
closset-kopp_2018,Veronica chamaedrys,Veronica chamaedrys,Veronica chamaedrys,0,species,1
closset-kopp_2018,Veronica hederifolia,Veronica hederifolia,Veronica hederifolia,0,species,1
closset-kopp_2018,Veronica montana,Veronica montana,Veronica montana,0,species,1
closset-kopp_2018,Veronica officinalis,Veronica officinalis,Veronica officinalis,0,species,1
closset-kopp_2018,Viburnum lantana,Viburnum lantana,Viburnum lantana,0,species,1
closset-kopp_2018,Viburnum opulus,Viburnum opulus,Viburnum opulus,0,species,1
closset-kopp_2018,Vicia sepium,Vicia sepium,Vicia sepium,0,species,1
closset-kopp_2018,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,0,species,1
closset-kopp_2018,Viola odorata,Viola odorata,Viola odorata,0,species,1
closset-kopp_2018,Viola reichenbachiana,Viola reichenbachiana,Viola reichenbachiana,0,species,1
closset-kopp_2018,Viola rivianiana,Viola rivianiana,Viola rivianiana,0,species,1
countryside_survey_invertebrates_2017,Acentria ephemerella (Denis & Schifferm?lle,Acentria ephemerella (Denis & Schiffermülle,Acentria ephemerella (Denis & Schifferm?lle,0,NA,1
countryside_survey_invertebrates_2017,"Acilius sulcatus (Linnaeus, 1758)","Acilius sulcatus (Linnaeus, 1758)","Acilius sulcatus (Linnaeus, 1758)",0,NA,1
countryside_survey_invertebrates_2017,"Acroloxus lacustris (Linnaeus, 1758)","Acroloxus lacustris (Linnaeus, 1758)","Acroloxus lacustris (Linnaeus, 1758)",0,NA,1
countryside_survey_invertebrates_2017,"Adicella reducta (McLachlan, 1865)","Adicella reducta (McLachlan, 1865)","Adicella reducta (McLachlan, 1865)",0,NA,1
countryside_survey_invertebrates_2017,Adicella sp.,Adicella sp.,Adicella sp.,0,NA,1
countryside_survey_invertebrates_2017,"Aeshna cyanea (M?ller, 1764)","Aeshna cyanea (Müller, 1764)","Aeshna cyanea (M?ller, 1764)",0,NA,1
countryside_survey_invertebrates_2017,"Aeshna grandis (Linnaeus, 1758)","Aeshna grandis (Linnaeus, 1758)","Aeshna grandis (Linnaeus, 1758)",0,NA,1
countryside_survey_invertebrates_2017,"Aeshna juncea (Linnaeus, 1758)","Aeshna juncea (Linnaeus, 1758)","Aeshna juncea (Linnaeus, 1758)",0,NA,1
countryside_survey_invertebrates_2017,Aeshna mixta group,Aeshna mixta group,Aeshna mixta group,0,NA,1
countryside_survey_invertebrates_2017,Aeshna sp.,Aeshna sp.,Aeshna sp.,0,NA,1
countryside_survey_invertebrates_2017,"Agabus biguttatus (Olivier, 1795)","Agabus biguttatus (Olivier, 1795)","Agabus biguttatus (Olivier, 1795)",0,NA,1
countryside_survey_invertebrates_2017,"Agabus bipustulatus (Linnaeus, 1767)","Agabus bipustulatus (Linnaeus, 1767)","Agabus bipustulatus (Linnaeus, 1767)",0,NA,1
countryside_survey_invertebrates_2017,"Agabus didymus (Olivier, 1795)","Agabus didymus (Olivier, 1795)","Agabus didymus (Olivier, 1795)",0,NA,1
countryside_survey_invertebrates_2017,Agabus group,Agabus group,Agabus group,0,NA,1
countryside_survey_invertebrates_2017,"Agabus guttatus (Paykull, 1798)","Agabus guttatus (Paykull, 1798)","Agabus guttatus (Paykull, 1798)",0,NA,1
countryside_survey_invertebrates_2017,"Agabus melanarius Aub?, 1837","Agabus melanarius Aubé, 1837","Agabus melanarius Aub?, 1837",0,NA,1
countryside_survey_invertebrates_2017,"Agabus nebulosus (Forster, 1771)","Agabus nebulosus (Forster, 1771)","Agabus nebulosus (Forster, 1771)",0,NA,1
countryside_survey_invertebrates_2017,"Agabus paludosus (Fabricius, 1801)","Agabus paludosus (Fabricius, 1801)","Agabus paludosus (Fabricius, 1801)",0,NA,1
countryside_survey_invertebrates_2017,"Agabus sturmii (Gyllenhal, 1808)","Agabus sturmii (Gyllenhal, 1808)","Agabus sturmii (Gyllenhal, 1808)",0,NA,1
countryside_survey_invertebrates_2017,Agapetus sp.,Agapetus sp.,Agapetus sp.,0,NA,1
countryside_survey_invertebrates_2017,Agrypnia group,Agrypnia group,Agrypnia group,0,NA,1
countryside_survey_invertebrates_2017,"Agrypnia pagetana Curtis, 1835","Agrypnia pagetana Curtis, 1835","Agrypnia pagetana Curtis, 1835",0,NA,1
countryside_survey_invertebrates_2017,"Alainites muticus (Linnaeus, 1758)","Alainites muticus (Linnaeus, 1758)","Alainites muticus (Linnaeus, 1758)",0,NA,1
countryside_survey_invertebrates_2017,"Alboglossiphonia heteroclita (Linnaeus, 176","Alboglossiphonia heteroclita (Linnaeus, 176","Alboglossiphonia heteroclita (Linnaeus, 176",0,NA,1
countryside_survey_invertebrates_2017,"Allotrichia pallicornis (Eaton, 1873)","Allotrichia pallicornis (Eaton, 1873)","Allotrichia pallicornis (Eaton, 1873)",0,NA,1
countryside_survey_invertebrates_2017,"Ameletus inopinatus Eaton, 1887","Ameletus inopinatus Eaton, 1887","Ameletus inopinatus Eaton, 1887",0,NA,1
countryside_survey_invertebrates_2017,Amphinemura sp.,Amphinemura sp.,Amphinemura sp.,0,NA,1
countryside_survey_invertebrates_2017,"Amphinemura standfussi Ris, 1902","Amphinemura standfussi Ris, 1902","Amphinemura standfussi Ris, 1902",0,NA,1
countryside_survey_invertebrates_2017,"Amphinemura sulcicollis (Stephens, 1836)","Amphinemura sulcicollis (Stephens, 1836)","Amphinemura sulcicollis (Stephens, 1836)",0,NA,1
countryside_survey_invertebrates_2017,"Anabolia nervosa (Curtis, 1834)","Anabolia nervosa (Curtis, 1834)","Anabolia nervosa (Curtis, 1834)",0,NA,1
countryside_survey_invertebrates_2017,"Anacaena bipustulata (Marsham, 1802)","Anacaena bipustulata (Marsham, 1802)","Anacaena bipustulata (Marsham, 1802)",0,NA,1
countryside_survey_invertebrates_2017,"Anacaena globulus (Paykull, 1829)","Anacaena globulus (Paykull, 1829)","Anacaena globulus (Paykull, 1829)",0,NA,1
