YEAR,SQUARE_ID,PLOT_ID,PLOT_TYPE,COUNTRY,ENV_ZONE_2007,EZ_DESC_07
1990,ABOBUL,AJIYTCYOYY,RV,ENG,2,Westerly lowlands (England)
1990,ABOBUL,BKFDPBYXHX,Y,ENG,2,Westerly lowlands (England)
1990,ABOBUL,BWFCXPJUUL,RV,ENG,2,Westerly lowlands (England)
1990,ABOBUL,BXAKXUTYWQ,SW,ENG,2,Westerly lowlands (England)
1990,ABOBUL,BZYKIPFRKP,SW,ENG,2,Westerly lowlands (England)
1990,ABOBUL,DLECSGETGT,H,ENG,2,Westerly lowlands (England)
1990,ABOBUL,EBGEJSBGDO,B,ENG,2,Westerly lowlands (England)
1990,ABOBUL,EHSJJCBZSN,Y,ENG,2,Westerly lowlands (England)
1990,ABOBUL,FZORTWJICB,B,ENG,2,Westerly lowlands (England)
1990,ABOBUL,GQXYQXMGPL,RV,ENG,2,Westerly lowlands (England)
1990,ABOBUL,HFQTFLMJCU,SW,ENG,2,Westerly lowlands (England)
1990,ABOBUL,HWXDRMGXVO,B,ENG,2,Westerly lowlands (England)
1990,ABOBUL,JEJGQBNHBC,B,ENG,2,Westerly lowlands (England)
1990,ABOBUL,JFKBKYMYMP,Y,ENG,2,Westerly lowlands (England)
1990,ABOBUL,KHNEYYGGRC,X,ENG,2,Westerly lowlands (England)
1990,ABOBUL,KNIRSWNPGY,Y,ENG,2,Westerly lowlands (England)
1990,ABOBUL,KXQQYBUTSL,X,ENG,2,Westerly lowlands (England)
1990,ABOBUL,NFKTGWDSSL,SW,ENG,2,Westerly lowlands (England)
1990,ABOBUL,NGQMVYXRQI,RV,ENG,2,Westerly lowlands (England)
1990,ABOBUL,NXJPDCMMYF,B,ENG,2,Westerly lowlands (England)
1990,ABOBUL,OECDDRADJB,X,ENG,2,Westerly lowlands (England)
1990,ABOBUL,SEEVWXHOYF,RV,ENG,2,Westerly lowlands (England)
1990,ABOBUL,SUTIZMQNWE,SW,ENG,2,Westerly lowlands (England)
1990,ABOBUL,UEPJBGSNGG,X,ENG,2,Westerly lowlands (England)
1990,ABOBUL,WILPPORJAP,Y,ENG,2,Westerly lowlands (England)
1990,ABOBUL,XROMFBKXNT,X,ENG,2,Westerly lowlands (England)
1990,ABOBUL,ZFNMCWTUYU,H,ENG,2,Westerly lowlands (England)
1990,ADHCCF,BBGZEOAJYB,SW,SCO,4,Lowlands (Scotland)
1990,ADHCCF,DCGOPOARMI,B,SCO,4,Lowlands (Scotland)
1990,ADHCCF,EZIEFAABOB,RV,SCO,4,Lowlands (Scotland)
1990,ADHCCF,FWPWOSMHHB,X,SCO,4,Lowlands (Scotland)
1990,ADHCCF,FZVXFVSJRL,SW,SCO,4,Lowlands (Scotland)
1990,ADHCCF,GTVSNYUUAF,Y,SCO,4,Lowlands (Scotland)
1990,ADHCCF,HLALQLHSTX,Y,SCO,4,Lowlands (Scotland)
1990,ADHCCF,INCFFDKVEO,RV,SCO,4,Lowlands (Scotland)
1990,ADHCCF,JBNBWWTLYS,RV,SCO,4,Lowlands (Scotland)
1990,ADHCCF,JFTZMAALVG,X,SCO,4,Lowlands (Scotland)
1990,ADHCCF,KLKETCRAOG,X,SCO,4,Lowlands (Scotland)
1990,ADHCCF,LFQQQNGOPX,X,SCO,4,Lowlands (Scotland)
1990,ADHCCF,LONVMDNKDJ,Y,SCO,4,Lowlands (Scotland)
1990,ADHCCF,MCZVUUDZPJ,B,SCO,4,Lowlands (Scotland)
1990,ADHCCF,MDYQDHFCLG,Y,SCO,4,Lowlands (Scotland)
1990,ADHCCF,PCCMZCKJFY,SW,SCO,4,Lowlands (Scotland)
1990,ADHCCF,POYIXEEYKZ,RV,SCO,4,Lowlands (Scotland)
1990,ADHCCF,PXBTFTXJCQ,SW,SCO,4,Lowlands (Scotland)
1990,ADHCCF,RMCLRBZORD,B,SCO,4,Lowlands (Scotland)
1990,ADHCCF,RUVSMRLUBA,Y,SCO,4,Lowlands (Scotland)
1990,ADHCCF,UJWGHDWUDB,X,SCO,4,Lowlands (Scotland)
1990,ADHCCF,VDIECXFTQB,B,SCO,4,Lowlands (Scotland)
1990,ADHCCF,YFUSLXKXOG,SW,SCO,4,Lowlands (Scotland)
1990,ADHCCF,YNNTMYSTWY,RV,SCO,4,Lowlands (Scotland)
1990,AHIACC,AMNAYCUVBC,X,SCO,4,Lowlands (Scotland)
1990,AHIACC,DZHGIIFNXC,SW,SCO,4,Lowlands (Scotland)
1990,AHIACC,EKXGYFJPLL,Y,SCO,4,Lowlands (Scotland)
1990,AHIACC,GVIRFALXKD,SW,SCO,4,Lowlands (Scotland)
1990,AHIACC,JCUXHTGSMU,Y,SCO,4,Lowlands (Scotland)
1990,AHIACC,KALFQMKFKM,RV,SCO,4,Lowlands (Scotland)
1990,AHIACC,KJTOVVCGSA,SW,SCO,4,Lowlands (Scotland)
1990,AHIACC,KLMBTYKIWM,Y,SCO,4,Lowlands (Scotland)
1990,AHIACC,KWUXATBWBT,RV,SCO,4,Lowlands (Scotland)
1990,AHIACC,LNVNQEJQSN,RV,SCO,4,Lowlands (Scotland)
1990,AHIACC,LOKWBOBJKA,H,SCO,4,Lowlands (Scotland)
1990,AHIACC,MXTZQVYGTH,RV,SCO,4,Lowlands (Scotland)
1990,AHIACC,NDDEFTAUYJ,Y,SCO,4,Lowlands (Scotland)
1990,AHIACC,NTXONVJDSA,B,SCO,4,Lowlands (Scotland)
1990,AHIACC,OGTWXISOUW,B,SCO,4,Lowlands (Scotland)
1990,AHIACC,PKRPYGVLKN,X,SCO,4,Lowlands (Scotland)
1990,AHIACC,RGCNZOAXTR,RV,SCO,4,Lowlands (Scotland)
1990,AHIACC,RHBPKVBTYX,B,SCO,4,Lowlands (Scotland)
1990,AHIACC,SSVJYFCLSD,SW,SCO,4,Lowlands (Scotland)
1990,AHIACC,TOSTTIPNBA,Y,SCO,4,Lowlands (Scotland)
1990,AHIACC,VKNACEPOKT,H,SCO,4,Lowlands (Scotland)
1990,AHIACC,WJUVHUWKXR,B,SCO,4,Lowlands (Scotland)
1990,AHIACC,WOTFVQDSRY,X,SCO,4,Lowlands (Scotland)
1990,AHIACC,YWLYJKMVRN,X,SCO,4,Lowlands (Scotland)
1990,AHIACC,ZLWMYSIZTH,SW,SCO,4,Lowlands (Scotland)
1990,AHIACC,ZRKFUTZLTW,X,SCO,4,Lowlands (Scotland)
1990,AHKTWX,AGNVJUMHLL,Y,ENG,1,Easterly lowlands (England)
1990,AHKTWX,BGFZLQQJGV,B,ENG,1,Easterly lowlands (England)
1990,AHKTWX,BKXYIEFGQX,Y,ENG,1,Easterly lowlands (England)
1990,AHKTWX,EPUABMCVGV,RV,ENG,1,Easterly lowlands (England)
1990,AHKTWX,FIMRAARSLF,B,ENG,1,Easterly lowlands (England)
1990,AHKTWX,IBTSDYTNTH,SW,ENG,1,Easterly lowlands (England)
1990,AHKTWX,IHDZTHWCRI,X,ENG,1,Easterly lowlands (England)
1990,AHKTWX,ITSYTQGETB,B,ENG,1,Easterly lowlands (England)
1990,AHKTWX,IUHCAPRWCL,B,ENG,1,Easterly lowlands (England)
1990,AHKTWX,KBZSOHAYBH,H,ENG,1,Easterly lowlands (England)
1990,AHKTWX,KKYVUDSPHD,X,ENG,1,Easterly lowlands (England)
1990,AHKTWX,KTIBBOJHKC,X,ENG,1,Easterly lowlands (England)
1990,AHKTWX,MZUIGKWDHI,Y,ENG,1,Easterly lowlands (England)
1990,AHKTWX,OYGAPDTOSR,SW,ENG,1,Easterly lowlands (England)
1990,AHKTWX,PMNFSSXQSA,B,ENG,1,Easterly lowlands (England)
1990,AHKTWX,PNDZZFKTUP,RV,ENG,1,Easterly lowlands (England)
1990,AHKTWX,PWXHLINTNC,RV,ENG,1,Easterly lowlands (England)
1990,AHKTWX,RMTEUBFUZS,SW,ENG,1,Easterly lowlands (England)
1990,AHKTWX,RYGDCHURYW,X,ENG,1,Easterly lowlands (England)
1990,AHKTWX,TOSJKNRVXL,Y,ENG,1,Easterly lowlands (England)
1990,AHKTWX,TTHKZAHKDM,SW,ENG,1,Easterly lowlands (England)
1990,AHKTWX,UOWUQDVWUC,Y,ENG,1,Easterly lowlands (England)
1990,AHKTWX,UVLFUCUKSO,SW,ENG,1,Easterly lowlands (England)
1990,AHKTWX,XGKGINKRKM,X,ENG,1,Easterly lowlands (England)
1990,AHKTWX,YAQSWBJGYZ,RV,ENG,1,Easterly lowlands (England)
1990,AHKTWX,ZIAKIVYLZT,RV,ENG,1,Easterly lowlands (England)
1990,AHKTWX,ZRQWQOPFQT,H,ENG,1,Easterly lowlands (England)
1990,AKOMXO,ARSYXDGATY,H,ENG,2,Westerly lowlands (England)
1990,AKOMXO,BKEXWLCFGH,X,ENG,2,Westerly lowlands (England)
1990,AKOMXO,BXLWKLKPLF,RV,ENG,2,Westerly lowlands (England)
1990,AKOMXO,DDGJAJBUTA,RV,ENG,2,Westerly lowlands (England)
1990,AKOMXO,DTOPAZLMZE,RV,ENG,2,Westerly lowlands (England)
1990,AKOMXO,ESDEISVQNX,Y,ENG,2,Westerly lowlands (England)
1990,AKOMXO,FBWTDSNPNZ,B,ENG,2,Westerly lowlands (England)
1990,AKOMXO,FPYELTIETF,Y,ENG,2,Westerly lowlands (England)
1990,AKOMXO,GAGUEISWQA,X,ENG,2,Westerly lowlands (England)
1990,AKOMXO,GRZLVAIZSV,B,ENG,2,Westerly lowlands (England)
1990,AKOMXO,HKAASGWNVN,X,ENG,2,Westerly lowlands (England)
1990,AKOMXO,KHRRWPKDUF,SW,ENG,2,Westerly lowlands (England)
1990,AKOMXO,LGLYOPFWAZ,SW,ENG,2,Westerly lowlands (England)
1990,AKOMXO,MOWBLCVJSK,RV,ENG,2,Westerly lowlands (England)
1990,AKOMXO,NHAXLCPRYA,SW,ENG,2,Westerly lowlands (England)
1990,AKOMXO,OOJAQTGHLG,X,ENG,2,Westerly lowlands (England)
1990,AKOMXO,PTMHETPAJG,SW,ENG,2,Westerly lowlands (England)
1990,AKOMXO,PXXAKKKGAH,Y,ENG,2,Westerly lowlands (England)
1990,AKOMXO,RQEUHNOEJN,H,ENG,2,Westerly lowlands (England)
1990,AKOMXO,SRYVCBDFKC,RV,ENG,2,Westerly lowlands (England)
1990,AKOMXO,SVWVVKPNLQ,B,ENG,2,Westerly lowlands (England)
1990,AKOMXO,SWJTMTVGDB,B,ENG,2,Westerly lowlands (England)
1990,AKOMXO,SZCNUDNRXA,SW,ENG,2,Westerly lowlands (England)
1990,AKOMXO,VBFMBIGCVY,Y,ENG,2,Westerly lowlands (England)
1990,AKOMXO,WDFYRDJYGW,Y,ENG,2,Westerly lowlands (England)
1990,AKOMXO,WNJQDXIUJL,X,ENG,2,Westerly lowlands (England)
1990,AKOMXO,ZIEXIDVLMD,B,ENG,2,Westerly lowlands (England)
1990,AKYQNY,GCYODQHPNQ,X,SCO,6,True uplands (Scotland)
1990,AKYQNY,HMOXQTNKDA,Y,SCO,6,True uplands (Scotland)
1990,AKYQNY,KKLXBXOOXN,X,SCO,6,True uplands (Scotland)
1990,AKYQNY,NQPPKIPGNI,Y,SCO,6,True uplands (Scotland)
1990,AKYQNY,OXPTVRAXNU,X,SCO,6,True uplands (Scotland)
1990,AKYQNY,SGLZOOIMBK,Y,SCO,6,True uplands (Scotland)
1990,AKYQNY,SUGDGEDSAT,Y,SCO,6,True uplands (Scotland)
1990,AKYQNY,WKBAILVVTU,X,SCO,6,True uplands (Scotland)
1990,AKYQNY,XPMBNMHZYY,Y,SCO,6,True uplands (Scotland)
1990,AKYQNY,ZIKJNPDBBF,X,SCO,6,True uplands (Scotland)
1990,ALXYRC,ANTSBHDKAW,Y,ENG,2,Westerly lowlands (England)
1990,ALXYRC,DZGZUGKFMW,Y,ENG,2,Westerly lowlands (England)
1990,ALXYRC,FRWQNNANKR,X,ENG,2,Westerly lowlands (England)
1990,ALXYRC,GTMAIODJCQ,B,ENG,2,Westerly lowlands (England)
1990,ALXYRC,JDVYRSQOJK,RV,ENG,2,Westerly lowlands (England)
1990,ALXYRC,JVJMVXRVFZ,H,ENG,2,Westerly lowlands (England)
1990,ALXYRC,KYXRUSMELJ,H,ENG,2,Westerly lowlands (England)
1990,ALXYRC,NHIGBXOYZM,X,ENG,2,Westerly lowlands (England)
1990,ALXYRC,ORIUZNQDEV,RV,ENG,2,Westerly lowlands (England)
1990,ALXYRC,RFGRESEXMW,X,ENG,2,Westerly lowlands (England)
1990,ALXYRC,RIYSLCFBSS,B,ENG,2,Westerly lowlands (England)
1990,ALXYRC,STPAVEGVMQ,X,ENG,2,Westerly lowlands (England)
1990,ALXYRC,TUDFFJGMXW,Y,ENG,2,Westerly lowlands (England)
1990,ALXYRC,TZPSWHHEYA,RV,ENG,2,Westerly lowlands (England)
1990,ALXYRC,UBWYOWHCKF,B,ENG,2,Westerly lowlands (England)
1990,ALXYRC,VJHELSUJWD,RV,ENG,2,Westerly lowlands (England)
1990,ALXYRC,WABKMEZHBH,Y,ENG,2,Westerly lowlands (England)
1990,ALXYRC,WJTAGDBZEQ,B,ENG,2,Westerly lowlands (England)
1990,ALXYRC,WPWJNIVKPD,X,ENG,2,Westerly lowlands (England)
1990,ALXYRC,XCTCRXCDHH,RV,ENG,2,Westerly lowlands (England)
1990,ALXYRC,XTRBJTHITO,Y,ENG,2,Westerly lowlands (England)
1990,ALXYRC,ZXUYJEPJFS,B,ENG,2,Westerly lowlands (England)
1990,ANHJGW,BGCTVHHTQR,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,BGHFYQGOSM,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,CXDJKSGFJQ,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,FUWTLCTAMR,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,FVXTHAVTUK,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,GSPQJTNPEH,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,LCCQIOWKRH,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,MDYQEOYVWH,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,MWWPEKFHRW,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,PABLRKEUJJ,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,QQNGNZVZOP,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,RPKEVEPBOH,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,VWZXDAZGZW,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,WNWNZBAWUJ,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,ZLYWZTRCUP,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,ANHJGW,ZSLPMIPPKW,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,ABMNGLGETO,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,ALQLAOOILU,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,BAKWRLUXMG,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,BZXJMCLFPP,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,CDUUWJLIXU,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,EMLNQXGIOV,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,FHUCWOUZMO,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,FOJVDZTVLN,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,KDCIQGKYSY,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,LFDZYGYLZI,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,LYECMBZNKX,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,PCXOAFWEIT,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,PNCMSSPVOE,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,RENJAGNSFR,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,RMFALZBTMS,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,RMKRGDEKQE,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,RWWMYRSWSP,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,SGYKWBLUFV,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,TYHHMSUWAE,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,UAWZHJVNMO,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,UHHSYOCHIL,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,UQIREHFCOA,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AQLJEH,XLOSBYRPPF,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AUMEYK,AZCWGHJNVH,SW,ENG,3,Uplands (England)
1990,AUMEYK,AZVEHQRRUG,Y,ENG,3,Uplands (England)
1990,AUMEYK,BBSFKINWLL,X,ENG,3,Uplands (England)
1990,AUMEYK,BQSDZPIALA,SW,ENG,3,Uplands (England)
1990,AUMEYK,CSJFRRVAAG,RV,ENG,3,Uplands (England)
1990,AUMEYK,DZVUDOOPPR,RV,ENG,3,Uplands (England)
1990,AUMEYK,EGHMJIIHNX,SW,ENG,3,Uplands (England)
1990,AUMEYK,ETEPJSDKTY,X,ENG,3,Uplands (England)
1990,AUMEYK,GBPWXRSMKY,SW,ENG,3,Uplands (England)
1990,AUMEYK,GOFPKXVWSQ,RV,ENG,3,Uplands (England)
1990,AUMEYK,IRBPIPSTGW,Y,ENG,3,Uplands (England)
1990,AUMEYK,IUEDWGJPCR,RV,ENG,3,Uplands (England)
1990,AUMEYK,JPQQLTYLTE,Y,ENG,3,Uplands (England)
1990,AUMEYK,KICOYHONWA,Y,ENG,3,Uplands (England)
1990,AUMEYK,MYOLYXYWKK,Y,ENG,3,Uplands (England)
1990,AUMEYK,QBMULXOPYG,SW,ENG,3,Uplands (England)
1990,AUMEYK,QTPTTPDSHX,X,ENG,3,Uplands (England)
1990,AUMEYK,TDQWTGGOLJ,RV,ENG,3,Uplands (England)
1990,AUMEYK,TFNHVRLETH,B,ENG,3,Uplands (England)
1990,AUMEYK,YILLMPJCCT,X,ENG,3,Uplands (England)
1990,AUMEYK,YNHAQYRVJR,X,ENG,3,Uplands (England)
1990,AXIHWL,AFVEOADHOP,X,ENG,1,Easterly lowlands (England)
1990,AXIHWL,AUPTMFQNTL,RV,ENG,1,Easterly lowlands (England)
1990,AXIHWL,BEHRUMSVON,Y,ENG,1,Easterly lowlands (England)
1990,AXIHWL,BJFIDAXBAW,X,ENG,1,Easterly lowlands (England)
1990,AXIHWL,BSLSTCXSQS,RV,ENG,1,Easterly lowlands (England)
1990,AXIHWL,CMMMYDXWPR,B,ENG,1,Easterly lowlands (England)
1990,AXIHWL,DRNBIFIXUU,X,ENG,1,Easterly lowlands (England)
1990,AXIHWL,EDMLCLHAUF,B,ENG,1,Easterly lowlands (England)
1990,AXIHWL,FXIYECIPCG,H,ENG,1,Easterly lowlands (England)
1990,AXIHWL,HBVPFIYDAU,Y,ENG,1,Easterly lowlands (England)
1990,AXIHWL,INURUPOHKO,B,ENG,1,Easterly lowlands (England)
1990,AXIHWL,IYDFKPDEPS,SW,ENG,1,Easterly lowlands (England)
1990,AXIHWL,KGMOVODKHW,SW,ENG,1,Easterly lowlands (England)
1990,AXIHWL,KLWSENWIEQ,Y,ENG,1,Easterly lowlands (England)
1990,AXIHWL,MUGKUMBIVB,Y,ENG,1,Easterly lowlands (England)
1990,AXIHWL,NFRTXXQMUV,X,ENG,1,Easterly lowlands (England)
1990,AXIHWL,OILQPDWGAA,SW,ENG,1,Easterly lowlands (England)
1990,AXIHWL,OSLWAPYVCZ,B,ENG,1,Easterly lowlands (England)
1990,AXIHWL,PWTFBPLQWN,B,ENG,1,Easterly lowlands (England)
1990,AXIHWL,QCEUTPLRJL,H,ENG,1,Easterly lowlands (England)
1990,AXIHWL,RELQLQRQDA,SW,ENG,1,Easterly lowlands (England)
1990,AXIHWL,RPKWYNANMK,SW,ENG,1,Easterly lowlands (England)
1990,AXIHWL,RRFFEYHOVO,RV,ENG,1,Easterly lowlands (England)
1990,AXIHWL,RZSGAQOKCQ,RV,ENG,1,Easterly lowlands (England)
1990,AXIHWL,SKOHMEJAMY,X,ENG,1,Easterly lowlands (England)
1990,AXIHWL,TPSQZZUFDX,RV,ENG,1,Easterly lowlands (England)
1990,AXIHWL,VDKAGRDWFM,Y,ENG,1,Easterly lowlands (England)
1990,AZFZMV,CQAZWUKDBS,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,CWTLJHAPQI,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,DBJWRVYIIM,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,DBWGNVSAGT,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,DFSYUQXLSW,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,EPQVKQFMVH,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,FKCHAXHMKU,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,FYDXCJTJEM,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,MFZVOZARBC,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,NBPZWEKYKL,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,NFNQJRYPWI,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,PXZRWMXEZC,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,TDPBKQRLBJ,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,XSNSMHBCIZ,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,YISNGWCDCD,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,AZFZMV,ZDOAGDSXHR,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,ABRVIBIGFQ,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,DOZHYQPAHP,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,GCMVQDCVNF,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,IDGHFXQVPG,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,KGAPIWQYKE,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,LRSPDIQEWT,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,LUNSKFFTYJ,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,LVTVFJJLAF,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,MINYSEWGMK,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,OPCBIHYRII,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,QZGWEACRWR,SW,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,QZVNWQCZWV,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,REGPTXJPSN,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,ROROGLBCHZ,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,SNORXADPOP,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,SRJLYRZTFC,B,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,TMXVRXTZTJ,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,UISJDVXZGA,X,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,VMCSBHCIPJ,Y,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBIJIG,WPHTNBLTBB,RV,SCO,5,Intermediate uplands and Islands (Scotland)
1990,BBYZZW,AKNLACFZSR,SW,SCO,4,Lowlands (Scotland)
1990,BBYZZW,ANOOKRKLYD,H,SCO,4,Lowlands (Scotland)
1990,BBYZZW,BYLRDOJXHL,H,SCO,4,Lowlands (Scotland)
1990,BBYZZW,EXKGLTTEAD,X,SCO,4,Lowlands (Scotland)
1990,BBYZZW,FRIADCUVJO,Y,SCO,4,Lowlands (Scotland)
1990,BBYZZW,FWWKLGJZRL,B,SCO,4,Lowlands (Scotland)
1990,BBYZZW,FYSPUBYYJP,SW,SCO,4,Lowlands (Scotland)
1990,BBYZZW,GIALTDCDHJ,RV,SCO,4,Lowlands (Scotland)
1990,BBYZZW,HPHAUJOQFE,Y,SCO,4,Lowlands (Scotland)
1990,BBYZZW,KZNULPZFSV,RV,SCO,4,Lowlands (Scotland)
1990,BBYZZW,LITECIVNTP,RV,SCO,4,Lowlands (Scotland)
1990,BBYZZW,NAVQYSVSKL,X,SCO,4,Lowlands (Scotland)
1990,BBYZZW,OPVBPUTSTM,B,SCO,4,Lowlands (Scotland)
1990,BBYZZW,PIOPFNUAGY,SW,SCO,4,Lowlands (Scotland)
1990,BBYZZW,QTSAMAYEIP,X,SCO,4,Lowlands (Scotland)
1990,BBYZZW,SFPKQBVLNF,X,SCO,4,Lowlands (Scotland)
1990,BBYZZW,TNRBDLXUQI,RV,SCO,4,Lowlands (Scotland)
1990,BBYZZW,ULQGRYQTXQ,Y,SCO,4,Lowlands (Scotland)
1990,BBYZZW,VVYHBHFRFV,SW,SCO,4,Lowlands (Scotland)
1990,BBYZZW,WIPRGESEPP,Y,SCO,4,Lowlands (Scotland)
1990,BBYZZW,WLLCMESTCQ,B,SCO,4,Lowlands (Scotland)
1990,BBYZZW,WZYPVDDPXQ,B,SCO,4,Lowlands (Scotland)
1990,BBYZZW,XSQNGSSZMF,B,SCO,4,Lowlands (Scotland)
1990,BBYZZW,YFAZZZVTMV,X,SCO,4,Lowlands (Scotland)
1990,BBYZZW,YXIFQUZOTP,Y,SCO,4,Lowlands (Scotland)
1990,BBYZZW,ZDEHNGMYJU,RV,SCO,4,Lowlands (Scotland)
1990,BBYZZW,ZZCIEXTDPB,SW,SCO,4,Lowlands (Scotland)
1990,BFRWQY,BHMEHQGYQV,Y,ENG,1,Easterly lowlands (England)
1990,BFRWQY,CHTVJPNGGM,Y,ENG,1,Easterly lowlands (England)
1990,BFRWQY,DJUPVTRFND,SW,ENG,1,Easterly lowlands (England)
1990,BFRWQY,DWCVCEZWSR,X,ENG,1,Easterly lowlands (England)
1990,BFRWQY,EPECBQOAOD,B,ENG,1,Easterly lowlands (England)
1990,BFRWQY,ESDUYBMODW,B,ENG,1,Easterly lowlands (England)
1990,BFRWQY,GDJDEXMUMB,B,ENG,1,Easterly lowlands (England)
1990,BFRWQY,HGZLEPKRFI,SW,ENG,1,Easterly lowlands (England)
1990,BFRWQY,IOYDNAOWVR,B,ENG,1,Easterly lowlands (England)
1990,BFRWQY,IVSKFEJSLQ,B,ENG,1,Easterly lowlands (England)
1990,BFRWQY,LAHHOEZDYO,H,ENG,1,Easterly lowlands (England)
1990,BFRWQY,LKKWFKNTGU,RV,ENG,1,Easterly lowlands (England)
1990,BFRWQY,MTTSXFEVSI,SW,ENG,1,Easterly lowlands (England)
