"park","plot","visit","genus_species","count_less_than_50cm","count_50cm-2m","count_greater_than_2m"
"Litchfield","36","T4","Petalostigma pubescens",NA,NA,2
"Litchfield","36","T4","Planchonia careya",NA,5,NA
"Litchfield","36","T4","Smilax australis",NA,4,NA
"Litchfield","36","T4","Terminalia ferdinandiana",2,7,NA
"Litchfield","36","T4","Terminalia ferdinandiana",NA,NA,1
"Litchfield","36","T4","Triumfetta rhomboidea",NA,3,NA
"Litchfield","36","T5","Acacia dimidiata",0,6,2
"Litchfield","36","T5","Acacia lamprocarpa",1,6,1
"Litchfield","36","T5","Acacia sp.",0,0,0
"Litchfield","36","T5","Alphitonia excelsa",1,2,0
"Litchfield","36","T5","Brachychiton diversifolius",0,1,0
"Litchfield","36","T5","Breynia cernua",0,1,0
"Litchfield","36","T5","Bridelia tomentosa",0,1,0
"Litchfield","36","T5","Buchanania obovata",0,4,0
"Litchfield","36","T5","Cochlospermum fraseri",0,1,1
"Litchfield","36","T5","Dodonaea hispidula",1,0,0
"Litchfield","36","T5","Erythrophleum chlorostachys",3,7,1
"Litchfield","36","T5","Eucalyptus miniata",0,2,0
"Litchfield","36","T5","Eucalyptus tetrodonta",1,7,1
"Litchfield","36","T5","Gardenia megasperma",0,0,0
"Litchfield","36","T5","Grevillea pteridifolia",0,0,2
"Litchfield","36","T5","Hibiscus meraukensis",0,0,0
"Litchfield","36","T5","Mesosphaerum suaveolens",0,0,0
"Litchfield","36","T5","Livistona humilis",0,19,4
"Litchfield","36","T5","Lophostemon lactifluus",0,7,0
"Litchfield","36","T5","Melaleuca nervosa",0,1,0
"Litchfield","36","T5","Pandanus spiralis",0,4,0
"Litchfield","36","T5","Persoonia falcata",1,3,1
"Litchfield","36","T5","Petalostigma pubescens",2,24,1
"Litchfield","36","T5","Planchonia careya",0,4,0
"Litchfield","36","T5","Smilax australis",0,6,1
"Litchfield","36","T5","Terminalia ferdinandiana",0,3,1
"Litchfield","36","T5","Triumfetta rhomboidea",0,0,0
"Litchfield","37","T1","Acacia difficilis",15,1,2
"Litchfield","37","T1","Buchanania obovata",1,3,0
"Litchfield","37","T1","Calytrix arborescens",2,1,7
"Litchfield","37","T1","Clerodendrum floribundum",0,2,0
"Litchfield","37","T1","Gardenia megasperma",1,1,0
"Litchfield","37","T1","Jacksonia dilatata",2,23,20
"Litchfield","37","T2","Acacia difficilis",34,12,26
"Litchfield","37","T2","Buchanania obovata",2,3,0
"Litchfield","37","T2","Calytrix arborescens",0,0,9
"Litchfield","37","T2","Clerodendrum floribundum",0,3,1
"Litchfield","37","T2","Gardenia megasperma",0,0,1
"Litchfield","37","T2","Jacksonia dilatata",3,18,7
"Litchfield","37","T2","Grevillea pteridifolia",0,0,1
"Litchfield","37","T2","Persoonia falcata",0,1,0
"Litchfield","37","T2","Tarenna dallachiana subsp. expandens",0,1,0
"Litchfield","37","T2","Waltheria indica",0,25,0
"Litchfield","37","T3","Breynia cernua",0,2,0
"Litchfield","37","T3","Acacia difficilis",6,0,7
"Litchfield","37","T3","Jacksonia dilatata",2,6,2
"Litchfield","37","T3","Buchanania obovata",2,0,0
"Litchfield","37","T3","Clerodendrum floribundum",0,4,0
"Litchfield","37","T3","Tarenna dallachiana subsp. expandens",0,1,1
"Litchfield","37","T3","Persoonia falcata",0,1,0
"Litchfield","37","T3","Calytrix arborescens",0,0,2
"Litchfield","37","T3","Grevillea pteridifolia",0,0,1
"Litchfield","37","T3","Gardenia megasperma",0,0,1
"Litchfield","37","T4","Acacia difficilis",4,NA,NA
"Litchfield","37","T4","Buchanania obovata",1,3,1
"Litchfield","37","T4","Calytrix arborescens",NA,NA,1
"Litchfield","37","T4","Clerodendrum floribundum",1,5,1
"Litchfield","37","T4","Gardenia megasperma",NA,1,3
"Litchfield","37","T4","Grevillea pteridifolia",1,NA,NA
"Litchfield","37","T4","Jacksonia dilatata",1,10,15
"Litchfield","37","T4","Persoonia falcata",NA,NA,1
"Litchfield","37","T4","Waltheria indica",NA,2,NA
"Litchfield","37","T5","Acacia difficilis",5,18,5
"Litchfield","37","T5","Breynia cernua",NA,2,NA
"Litchfield","37","T5","Buchanania obovata",1,3,1
"Litchfield","37","T5","Clerodendrum floribundum",7,9,1
"Litchfield","37","T5","Grevillea pteridifolia",1,NA,1
"Litchfield","37","T5","Jacksonia dilatata",NA,7,4
"Litchfield","37","T5","Pavetta brownii",NA,NA,3
"Litchfield","37","T5","Persoonia falcata",1,NA,1
"Litchfield","37","T5","Waltheria indica",NA,7,NA
"Litchfield","38","T1","Grewia retusifolia",0,7,0
"Litchfield","38","T1","Phyllodium pulchellum",0,3,0
"Litchfield","38","T1","Erythrophleum chlorostachys",6,2,0
"Litchfield","38","T1","Corymbia polysciada",0,14,11
"Litchfield","38","T1","Corymbia grandifolia",2,0,0
"Litchfield","38","T1","Corymbia polycarpa",0,1,0
"Litchfield","38","T1","Lophostemon lactifluus",0,31,11
"Litchfield","38","T1","Planchonia careya",0,4,0
"Litchfield","38","T1","Syzygium suborbiculare",1,5,0
"Litchfield","38","T1","Terminalia latipes",1,0,0
"Litchfield","38","T2","Grewia retusifolia",0,9,0
"Litchfield","38","T2","Erythrophleum chlorostachys",0,4,0
"Litchfield","38","T2","Corymbia polysciada",0,0,0
"Litchfield","38","T2","Corymbia grandifolia",0,0,0
"Litchfield","38","T2","Corymbia polycarpa",0,2,0
"Litchfield","38","T2","Lophostemon lactifluus",1,19,6
"Litchfield","38","T2","Planchonia careya",0,5,0
"Litchfield","38","T2","Syzygium suborbiculare",0,2,0
"Litchfield","38","T2","Terminalia latipes",0,0,0
"Litchfield","38","T2","Terminalia ferdinandiana",2,0,0
"Litchfield","38","T2","Phyllodium pulchellum",0,5,0
"Litchfield","38","T2","Antidesma ghesaembilla",4,18,0
"Litchfield","38","T2","Thespesia thespesioides",2,20,0
"Litchfield","38","T2","Grevillea dryandri",6,3,0
"Litchfield","38","T2","Corymbia confertiflora",2,2,0
"Litchfield","38","T2","Glochidion apodogynum",1,0,0
"Litchfield","38","T3","Grewia retusifolia",0,2,0
"Litchfield","38","T3","Ampelocissus frutescens",0,1,0
"Litchfield","38","T3","Phyllodium pulchellum",0,2,0
"Litchfield","38","T3","Erythrophleum chlorostachys",1,5,0
"Litchfield","38","T3","Corymbia polysciada",0,2,0
"Litchfield","38","T3","Corymbia polycarpa",0,2,0
"Litchfield","38","T3","Lophostemon lactifluus",2,72,0
"Litchfield","38","T3","Terminalia latipes",0,2,0
"Litchfield","38","T3","Antidesma ghesaembilla",1,4,0
"Litchfield","38","T3","Thespesia thespesioides",0,30,0
"Litchfield","38","T4","Ampelocissus frutescens",NA,5,NA
"Litchfield","38","T4","Antidesma ghesaembilla",NA,21,NA
"Litchfield","38","T4","Antidesma ghesaembilla",NA,NA,1
"Litchfield","38","T4","Buchanania obovata",1,2,NA
"Litchfield","38","T4","Corymbia confertiflora",5,21,NA
"Litchfield","38","T4","Corymbia polycarpa",NA,1,NA
"Litchfield","38","T4","Erythrophleum chlorostachys",1,7,2
"Litchfield","38","T4","Flemingia sp. Sericea",NA,1,NA
"Litchfield","38","T4","Grewia retusifolia",14,7,NA
"Litchfield","38","T4","Lophostemon lactifluus",2,31,NA
"Litchfield","38","T4","Planchonia careya",1,8,2
"Litchfield","38","T4","Syzygium suborbiculare",NA,3,NA
"Litchfield","38","T4","Terminalia latipes",NA,1,NA
"Litchfield","38","T4","Thespesia thespesioides",2,26,NA
"Litchfield","38","T4","Triumfetta rhomboidea",NA,1,NA
"Litchfield","38","T5","Abelmoschus ficulneus",0,25,0
"Litchfield","38","T5","Ampelocissus frutescens",0,0,0
"Litchfield","38","T5","Antidesma ghesaembilla",1,68,0
"Litchfield","38","T5","Buchanania obovata",0,0,0
"Litchfield","38","T5","Corymbia confertiflora",1,4,1
"Litchfield","38","T5","Corymbia polycarpa",0,0,1
"Litchfield","38","T5","Erythrophleum chlorostachys",0,3,0
"Litchfield","38","T5","Flemingia lineata",0,19,0
"Litchfield","38","T5","Grewia retusifolia",2,32,0
"Litchfield","38","T5","Lophostemon lactifluus",0,16,1
"Litchfield","38","T5","Planchonia careya",0,6,0
"Litchfield","38","T5","Sida acuta",0,1,0
"Litchfield","38","T5","Syzygium suborbiculare",0,2,0
"Litchfield","38","T5","Thespesia thespesioides",0,34,0
"Litchfield","39","T1","Galactia megalophylla",0,1,0
"Litchfield","39","T1","Buchanania obovata",2,0,0
"Litchfield","39","T1","Corymbia polysciada",0,3,0
"Litchfield","39","T1","Terminalia ferdinandiana",0,0,4
"Litchfield","39","T1","Xanthostemon paradoxus",1,0,0
"Litchfield","39","T2","Buchanania obovata",2,4,0
"Litchfield","39","T2","Corymbia polysciada",1,1,0
"Litchfield","39","T2","Terminalia latipes",0,6,3
"Litchfield","39","T2","Xanthostemon paradoxus",1,0,0
"Litchfield","39","T2","Gardenia megasperma",0,2,0
"Litchfield","39","T2","Galactia megalophylla",0,3,0
"Litchfield","39","T2","Petalostigma quadriloculare",1,1,0
"Litchfield","39","T2","Eucalyptus tectifica",5,0,0
"Litchfield","39","T2","Eucalyptus miniata",2,0,0
"Litchfield","39","T2","Acacia lamprocarpa",0,1,0
"Litchfield","39","T3","Petalostigma quadriloculare",8,8,0
"Litchfield","39","T3","Galactia megalophylla",0,8,0
"Litchfield","39","T3","Buchanania obovata",0,7,1
"Litchfield","39","T3","Corymbia polysciada",0,4,0
"Litchfield","39","T4","Acacia lamprocarpa",NA,3,NA
"Litchfield","39","T4","Buchanania obovata",NA,7,NA
"Litchfield","39","T4","Corymbia foelscheana",NA,1,NA
"Litchfield","39","T4","Corymbia polysciada",NA,2,NA
"Litchfield","39","T4","Erythrophleum chlorostachys",NA,1,NA
"Litchfield","39","T4","Eucalyptus miniata",1,2,NA
"Litchfield","39","T4","Eucalyptus tectifica",3,NA,NA
"Litchfield","39","T4","Eucalyptus tetrodonta",2,NA,NA
"Litchfield","39","T4","Galactia megalophylla",1,5,NA
"Litchfield","39","T4","Gardenia megasperma",1,1,NA
"Litchfield","39","T4","Grevillea dryandri",1,1,NA
"Litchfield","39","T4","Petalostigma quadriloculare",4,7,NA
"Litchfield","39","T4","Planchonia careya",1,2,NA
"Litchfield","39","T4","Terminalia ferdinandiana",NA,2,NA
"Litchfield","39","T5","Acacia lamprocarpa",0,2,0
"Litchfield","39","T5","Buchanania obovata",1,0,0
"Litchfield","39","T5","Corymbia foelscheana",0,1,0
"Litchfield","39","T5","Eucalyptus miniata",3,0,0
"Litchfield","39","T5","Eucalyptus tectifica",0,1,0
"Litchfield","39","T5","Eucalyptus tetrodonta",4,1,0
"Litchfield","39","T5","Galactia megalophylla",0,4,0
"Litchfield","39","T5","Grevillea dryandri",1,0,0
"Litchfield","39","T5","Petalostigma quadriloculare",0,3,0
"Litchfield","39","T5","Planchonia careya",0,1,0
"Litchfield","39","T5","Terminalia ferdinandiana",1,4,0
"Litchfield","39","T5","Xanthostemon paradoxus",1,4,0
"Litchfield","40","T1","Galactia megalophylla",0,9,0
"Litchfield","40","T1","Acacia lamprocarpa",2,5,0
"Litchfield","40","T1","Brachychiton megaphyllus",1,0,0
"Litchfield","40","T1","Buchanania obovata",1,2,1
"Litchfield","40","T1","Cochlospermum fraseri",9,44,2
"Litchfield","40","T1","Erythrophleum chlorostachys",0,2,0
"Litchfield","40","T1","Corymbia polysciada",0,4,1
"Litchfield","40","T1","Corymbia foelscheana",10,0,0
"Litchfield","40","T1","Eucalyptus miniata",0,1,0
"Litchfield","40","T1","Eucalyptus tectifica",2,0,0
"Litchfield","40","T1","Eucalyptus tintinnans",2,20,1
"Litchfield","40","T1","Gardenia megasperma",8,9,3
"Litchfield","40","T1","Grevillea dryandri",0,1,0
"Litchfield","40","T1","Grevillea heliosperma",0,14,5
"Litchfield","40","T1","Petalostigma quadriloculare",0,3,0
"Litchfield","40","T1","Planchonia careya",0,1,0
"Litchfield","40","T1","Terminalia latipes",0,0,1
"Litchfield","40","T2","Acacia lamprocarpa",0,4,3
"Litchfield","40","T2","Brachychiton megaphyllus",1,1,0
"Litchfield","40","T2","Buchanania obovata",0,7,0
"Litchfield","40","T2","Cochlospermum fraseri",1,11,3
"Litchfield","40","T2","Erythrophleum chlorostachys",0,3,0
"Litchfield","40","T2","Corymbia polysciada",4,4,2
"Litchfield","40","T2","Corymbia foelscheana",0,1,0
"Litchfield","40","T2","Eucalyptus miniata",0,0,0
"Litchfield","40","T2","Eucalyptus tectifica",2,0,0
"Litchfield","40","T2","Eucalyptus tintinnans",0,0,0
"Litchfield","40","T2","Gardenia megasperma",5,8,1
"Litchfield","40","T2","Grevillea dryandri",1,2,0
"Litchfield","40","T2","Grevillea heliosperma",0,1,1
"Litchfield","40","T2","Petalostigma quadriloculare",62,9,0
"Litchfield","40","T2","Planchonia careya",0,0,0
"Litchfield","40","T2","Terminalia latipes",0,3,1
"Litchfield","40","T2","Galactia megalophylla",9,23,0
"Litchfield","40","T3","Calytrix exstipulata",2,1,0
"Litchfield","40","T3","Petalostigma quadriloculare",35,0,0
"Litchfield","40","T3","Gardenia megasperma",2,0,0
"Litchfield","40","T3","Cochlospermum fraseri",1,7,4
"Litchfield","40","T3","Grevillea heliosperma",1,1,2
"Litchfield","40","T3","Galactia megalophylla",0,13,3
"Litchfield","40","T3","Buchanania obovata",0,9,6
"Litchfield","40","T3","Terminalia latipes",0,0,0
"Litchfield","40","T3","Erythrophleum chlorostachys",0,2,0
"Litchfield","40","T3","Acacia lamprocarpa",0,1,0
"Litchfield","40","T3","Eucalyptus tintinnans",0,0,2
"Litchfield","40","T3","Corymbia polysciada",0,0,1
"Litchfield","40","T4","Acacia lamprocarpa",1,4,1
"Litchfield","40","T4","Brachychiton megaphyllus",1,NA,NA
"Litchfield","40","T4","Buchanania obovata",3,5,2
"Litchfield","40","T4","Calytrix exstipulata",3,4,NA
"Litchfield","40","T4","Cochlospermum fraseri",5,10,2
"Litchfield","40","T4","Corymbia foelscheana",1,3,NA
"Litchfield","40","T4","Corymbia polysciada",3,NA,NA
"Litchfield","40","T4","Erythrophleum chlorostachys",NA,4,NA
"Litchfield","40","T4","Eucalyptus tintinnans",NA,3,1
"Litchfield","40","T4","Galactia megalophylla",8,18,NA
"Litchfield","40","T4","Gardenia megasperma",5,9,2
"Litchfield","40","T4","Grevillea heliosperma",2,2,NA
"Litchfield","40","T4","Petalostigma quadriloculare",76,5,NA
"Litchfield","40","T4","Planchonia careya",NA,1,NA
"Litchfield","40","T4","Terminalia latipes",1,3,3
"Litchfield","40","T5","Corymbia polysciada",2,NA,NA
"Litchfield","40","T5","Buchanania obovata",3,3,1
"Litchfield","40","T5","Calytrix exstipulata",6,NA,NA
"Litchfield","40","T5","Cochlospermum fraseri",9,12,3
"Litchfield","40","T5","Corymbia foelscheana",1,NA,1
"Litchfield","40","T5","Erythrophleum chlorostachys",NA,2,1
"Litchfield","40","T5","Eucalyptus tectifica",1,NA,NA
"Litchfield","40","T5","Eucalyptus tetrodonta",1,NA,NA
"Litchfield","40","T5","Eucalyptus tintinnans",1,1,2
"Litchfield","40","T5","Gardenia megasperma",8,5,5
"Litchfield","40","T5","Grevillea heliosperma",3,NA,NA
"Litchfield","40","T5","Petalostigma quadriloculare",56,4,NA
"Litchfield","40","T5","Terminalia latipes",1,NA,3
"Litchfield","41","T2","Melaleuca nervosa",0,2,0
"Litchfield","41","T4","Melaleuca nervosa",NA,2,NA
