"park","plot","visit","genus_species","tag_no","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","dbh9","is_the_tree_dead"
"Kakadu","10","T5","Melaleuca citrolens","301",5,"1",5.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","290",10,"1",14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Grevillea pteridifolia","291",5,"2",6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Eucalyptus tetrodonta","292",9,"1",15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Acacia latescens","293",5,"2",6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Eucalyptus tetrodonta","294",13,"1",25,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","295",15,"2",13.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","296",16,"1",20,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","297",21,"1",19.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","298",21,"3",15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","299",13,"1",16,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","300",22,"2",24,7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","301",17,"2",16,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","302",19,"2",19,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","303",23,"1",21.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","304",21,"2",19.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","305",18,"3",14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","306",24,"1",29,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","307",17,"1",15.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","308",16,"2",14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","309",18,"3",22,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","310",12,"1",6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","311",19,"1",22,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","312",20,"1",19.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","313",20,"1",30,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","314",25,"3",47.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","315",18,"2",21,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","316",20,"1",25,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Callitris intratropica","317",22,"2",25.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Eucalyptus tetrodonta","318",16,"1",15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Eucalyptus tetrodonta","319",10,"2",11.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Eucalyptus tetrodonta","320",10,"2",13.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Acacia latescens","321",8,"3",15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Grevillea pteridifolia","322",9,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Acacia latescens","323",8,"2",8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Stenocarpus acacioides","324",12,"2",14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Eucalyptus tetrodonta","325",19,"1",23.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Grevillea pteridifolia","326",8,"2",6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T1","Acacia latescens","327",7,"3",9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","290",11,"1",17.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","291",5,"2",6.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T2","Eucalyptus tetrodonta","292",10,"1",16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Acacia latescens","293",7,"2",6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Eucalyptus tetrodonta","294",13,"1",26.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","295",16,"2",14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","296",17,"2",21,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","297",21,"1",19.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","298",21,"3",15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T2","Callitris intratropica","299",13,"1",16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T2","Callitris intratropica","300",20,"1",25,7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","301",17,"1",16,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","302",19,"1",18.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","303",23,"1",21.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","304",21,"1",20,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","305",18,"1",15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","306",24,"1",29.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","307",17,"1",16,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","308",16,"1",15.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","309",18,"1",22,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","310",12,"1",6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","311",19,"1",22.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","312",22,"1",19.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","313",18,"1",31,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","314",25,"3",47,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","315",18,"2",20.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","316",20,"1",25.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Callitris intratropica","317",22,"2",26.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Eucalyptus tetrodonta","318",11,"1",16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Eucalyptus tetrodonta","319",10,"1",12.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Eucalyptus tetrodonta","320",11,"1",15.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Acacia latescens","321",5,"1",15.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","322",9,"1",9.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Acacia latescens","323",9,"1",9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Stenocarpus acacioides","324",12,"1",14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Eucalyptus tetrodonta","325",19,"1",23.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","326",8,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Acacia latescens","327",7,"2",9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","328",7,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","329",6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","330",10,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","331",10,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","332",8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","333",8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","334",8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Grevillea pteridifolia","335",8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Acacia latescens","336",8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T2","Acacia latescens","337",10,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","290",12,"1",20,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Grevillea pteridifolia","291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Eucalyptus tetrodonta","292",12,"1",18,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Acacia latescens","293",7,"1",7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Eucalyptus tetrodonta","294",15,"1",26.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","295",13,"1",14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","296",14.5,"1",22,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Callitris intratropica","298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Callitris intratropica","299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Callitris intratropica","300",15,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","301",13,"1",16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","302",14,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","303",16,"1",21.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","304",15,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","305",13,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","306",19,"1",38,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","307",13.5,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","308",13.5,"1",17,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Callitris intratropica","310",7.5,"1",6.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","311",13,"1",24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","312",16,"1",21.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","313",13,"1",32.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","314",17,"2",47,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","315",15,"1",21.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","316",18,"1",27.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Callitris intratropica","317",20,"1",27.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Eucalyptus tetrodonta","318",12,"1",17.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Eucalyptus tetrodonta","319",11,"2",14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Eucalyptus tetrodonta","320",12,"2",17,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Acacia latescens","321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Grevillea pteridifolia","322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Acacia latescens","323",8,"2",13,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Stenocarpus acacioides","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Eucalyptus tetrodonta","325",14.5,"2",24.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Grevillea pteridifolia","326",10,"1",10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Acacia latescens","327",7,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Grevillea pteridifolia","328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Grevillea pteridifolia","329",7,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Grevillea pteridifolia","330",8,"3",11.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T3","Grevillea pteridifolia","331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Grevillea pteridifolia","332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Grevillea pteridifolia","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Grevillea pteridifolia","334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Grevillea pteridifolia","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Acacia latescens","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T3","Acacia latescens","337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T4","Callitris intratropica","290",13,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Eucalyptus tetrodonta","292",12,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Acacia mimula","293",7,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Eucalyptus tetrodonta","294",15.5,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","295",13,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","296",14.5,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","297",13.5,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","300",15.25,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","301",13,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","302",14.5,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","303",17.5,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","304",16.5,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","305",14,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","306",19.5,NA,31.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","307",15,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","308",15,NA,17.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","311",18,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","312",13,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","313",16,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","314",24,NA,47.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","315",16,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","316",19,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Callitris intratropica","317",18.5,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Eucalyptus tetrodonta","318",12.5,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Eucalyptus tetrodonta","319",13,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Eucalyptus tetrodonta","320",13.5,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Acacia latescens","323",9,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Eucalyptus tetrodonta","325",14,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Acacia latescens","327",5.5,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Grevillea pteridifolia","338",11,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T4","Grevillea pteridifolia","350",7.5,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","1",6,"1",5.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","290",17,"3",24.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Eucalyptus tetrodonta","292",13,"2",19,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Eucalyptus tetrodonta","294",15,"2",30.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","295",18,"3",15.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","296",18,"2",22.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","297",19.5,"2",21.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","298",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T5","Callitris intratropica","299",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T5","Callitris intratropica","300",19,"2",27.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","301",18.5,"2",17.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","302",18,"4",18.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","303",18.5,"3",21.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","304",17,"4",20.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","305",16,"3",15.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","306",18,"3",32.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","307",17.5,"2",17,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","308",17,"2",18.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","309",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T5","Callitris intratropica","310",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","11","T5","Callitris intratropica","311",18,"3",24.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","312",19,"2",21,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","313",18,"2",32.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","314",22,"4",46.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","315",19,"3",22.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","316",20,"3",27.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Callitris intratropica","317",22,"3",28.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Eucalyptus tetrodonta","318",16,"2",20.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Eucalyptus tetrodonta","319",15.5,"2",16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Eucalyptus tetrodonta","320",15,"2",19.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Acacia latescens","323",NA,"3",11.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","11","T5","Eucalyptus tetrodonta","325",16,"3",31,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T1","Corymbia terminalis","420",11,"3",50.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T1","Corymbia polycarpa","421",6,"1",6.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T1","Corymbia terminalis","422",11,"2",34,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T1","Corymbia terminalis","423",12,"2",28,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T1","Corymbia terminalis","424",13,"1",34.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T1","Planchonia careya","425",4,"3",14.6,15.4,5.5,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T2","Corymbia terminalis","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","12","T2","Corymbia polycarpa","421",6,"1",12,8.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T2","Corymbia terminalis","422",10,"1",32.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T2","Corymbia terminalis","423",12,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T2","Corymbia terminalis","424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","12","T2","Planchonia careya","425",4,"2",15,7,15,7.7,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T2","Vachellia pachyphloia","426",4,"1",8.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T3","Corymbia terminalis","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","12","T3","Corymbia polycarpa","421",10,"1",9.9,15.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T3","Corymbia terminalis","422",10,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T3","Corymbia terminalis","423",12,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T3","Corymbia terminalis","424",20,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T3","Planchonia careya","425",6,"1",24,7.5,15.3,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T3","Vachellia pachyphloia","426",5,"1",12.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T3","Planchonia careya","427",4,"1",7.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T5","Corymbia polycarpa","421",12.5,"1",15.4,22,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T5","Corymbia terminalis","422",11.5,NA,34.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T5","Corymbia terminalis","423",14.5,"1",29.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T5","Corymbia terminalis","424",19.5,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","12","T5","Planchonia careya","425",7.5,"2",27.6,16.2,8.1,7.9,7.5,NA,NA,NA,NA,FALSE
"Kakadu","12","T5","Vachellia pachyphloia","426",8,"1",17.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
