"park","plot","visit","genus_species","tag_no","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","dbh9","is_the_tree_dead"
"Kakadu","89","T3","Xanthostemon eucalyptoides","9",4,"1",6.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Eucalyptus alba","10",6,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Eucalyptus alba","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T3","Eucalyptus alba","12",5.5,"1",6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Banksia dentata","13",NA,NA,9.2,7.2,5.4,5.4,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T3","Banksia dentata","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T3","Pandanus spiralis","16",6.5,"1",16.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Pandanus spiralis","17",4.5,"1",15.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Pandanus spiralis","18",6.5,"1",12.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Banksia dentata","19",5,"1",8.4,5.4,7,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Eucalyptus alba","20",NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","21",5.5,"1",4.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","22",6,"1",5.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","23",4,"1",5.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","24",4.3,"1",5.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Lophostemon lactifluus","25",4,"2",6.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Lophostemon lactifluus","26",3,"2",4.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T3","Xanthostemon eucalyptoides","28",4,"2",4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","29",5.5,"1",5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","30",6,"2",6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","31",4.5,"2",5.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Pandanus spiralis","32",5,"1",13.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Pandanus spiralis","33",NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T3","Eucalyptus alba","35",5.5,"1",7.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","36",3,"1",4.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T3","Lophostemon lactifluus","38",2.5,"1",5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Eucalyptus alba","39",4,"1",5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Banksia dentata","40",2.5,"1",4.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Lophostemon lactifluus","41",3.5,"2",6.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T3","Eucalyptus alba","43",2.5,"1",5.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Pandanus spiralis","44",4,"1",15.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T3","Xanthostemon eucalyptoides","45",4,"2",5.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T5","Lophostemon lactifluus","4",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T5","Lophostemon lactifluus","25",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T5","Xanthostemon eucalyptoides","28",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T5","Pandanus spiralis","32",7,"2",12.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","89","T5","Eucalyptus alba","35",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T5","Xanthostemon eucalyptoides","36",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","89","T5","Pandanus spiralis","46",8,"2",14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","1",8,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","2",5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","3",5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","4",11,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","5",7,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","6",9,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","7",10,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","8",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","9",11,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","10",5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","11",5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","12",10,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","13",12,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","14",11,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","15",10,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","16",4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","17",3.5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","18",9.5,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","19",10,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","20",6,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","21",9,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","22",12,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","23",5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","24",7,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","25",12,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","26",10,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","27",7,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","28",11,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","29",11,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","30",7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","31",7,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","32",4,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","33",9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","34",5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","35",9,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","36",10,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","37",9,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","38",8,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","39",10,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Alstonia actinophylla","40",7,"2",14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Ficus scobina","41",7,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","42",5,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Ficus scobina","43",8,NA,11,7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","44",7,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","45",7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Corymbia polysciada","46",14,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","47",7,"1",7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Planchonia careya","48",7,"2",10.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Ficus scobina","49",5,NA,7,5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Vitex glabrata","50",12,"1",32,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Elaeocarpus arnhemicus","51",19,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T1","Wrightia pubescens","52",9,NA,16,11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","1",7,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","2",6,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","3",6.5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","4",12,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","5",12,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","6",12,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","7",14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","8",12,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","9",15,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","10",6,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","11",6,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","12",14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","13",14,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","14",12,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","15",5.5,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","16",11,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","17",5,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","18",14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","19",14,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","20",5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","21",15,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","22",15,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","23",6,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","24",10,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","25",15,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","26",12,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","27",12,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","28",16,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","29",16,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","30",12,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","31",12,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","32",10,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","33",14,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","34",7,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","35",14,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","36",17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","37",12,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","38",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","39",12,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Alstonia actinophylla","40",15,"2",21,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Ficus scobina","41",8,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","42",10,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Ficus scobina","43",12,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","44",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","45",5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Corymbia polysciada","46",17,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","47",7,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","48",12,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Ficus scobina","49",5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Vitex glabrata","50",15,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Elaeocarpus arnhemicus","51",21,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Wrightia pubescens","52",15,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T2","Planchonia careya","53",4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","1",10,"1",14,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","2",8,"1",10.2,9.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","3",8,"1",8.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","4",20,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","5",13,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","6",14,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","7",14,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","8",12,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","9",16,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","10",7,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","11",8,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","12",11,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","13",14,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","14",10,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","15",7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","16",6,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","17",5,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","18",16,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","19",14,"1",18.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","20",7,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","21",14,"1",15.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","22",18,"1",19.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","23",6,"2",6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","24",18,"2",12.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","25",18,"1",19.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","26",13,"1",12.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","27",8,"1",8.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","28",18,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","29",20,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","30",11,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","31",10,"1",7.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","32",9,NA,7,6.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","33",15,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","34",9,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","35",16,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","36",18,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","37",12,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","38",11,"1",10.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","90","T3","Alstonia actinophylla","40",17,"1",25.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Ficus scobina","41",9,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","90","T3","Ficus scobina","43",12,NA,8.5,15,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Kakadu","90","T3","Planchonia careya","45",6,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Corymbia polysciada","46",18,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","47",8,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","48",8,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Ficus scobina","49",8,NA,9.8,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Vitex glabrata","50",16,NA,31.5,20.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Elaeocarpus arnhemicus","51",23,NA,58.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Wrightia pubescens","52",14,NA,11.7,10.3,17,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","53",6,NA,8.5,7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Litsea glutinosa","54",7,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Acacia auriculiformis","55",10,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Canarium australianum","56",10,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Mallotus philippensis","57",10,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Planchonia careya","58",4.5,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T3","Breynia cernua","59",4,NA,6.5,5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","1",10,"1",17.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Planchonia careya","2",7,"1",10.9,9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","4",15,"1",35,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","5",10,"1",23.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","6",12,"1",14.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","7",15,"1",17.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","8",9,"2",10.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","9",14,"1",19.1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Planchonia careya","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Planchonia careya","11",6,"1",12.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","12",11,"3",15.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","13",15,"1",23,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","14",10,"2",12.3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","15",9,"1",8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","16",4,"4",6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Planchonia careya","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Kakadu","90","T5","Corymbia polysciada","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
