"park","plot","visit","genus_species","count_less_than_50cm","count_50cm-2m","count_greater_than_2m"
"Kakadu","1","T1","Breynia cernua","0","7","0"
"Kakadu","1","T1","Clerodendrum costatum","0","3","1"
"Kakadu","1","T1","Flueggea virosa","0","1","0"
"Kakadu","1","T1","Glochidion sumatranum","31","28","1"
"Kakadu","1","T1","Grewia retusifolia","0","9","0"
"Kakadu","1","T1","Ixora timorensis","0","1","0"
"Kakadu","1","T1","Leea rubra","3","1","0"
"Kakadu","1","T1","Livistona mariae subsp. mariae","64","28","14"
"Kakadu","1","T1","Lophostemon lactifluus","0","1","0"
"Kakadu","1","T1","Pandanus spiralis","1","21","0"
"Kakadu","1","T1","Sesbania formosa","0","30","3"
"Kakadu","1","T1","Syzygium nervosum","2","1","0"
"Kakadu","1","T1","Terminalia microcarpa","2","8","1"
"Kakadu","1","T1","Terminalia platyphylla","0","0","1"
"Kakadu","1","T1","Timonius timon","1","2","2"
"Kakadu","1","T2","Clerodendrum costatum","0","3","0"
"Kakadu","1","T2","Glochidion sumatranum","49","0","0"
"Kakadu","1","T2","Livistona mariae subsp. mariae","0","88","40"
"Kakadu","1","T2","Pandanus spiralis","5","20","0"
"Kakadu","1","T2","Syzygium nervosum","6","0","0"
"Kakadu","1","T3","Carallia brachiata","0","0","2"
"Kakadu","1","T3","Clerodendrum costatum","0","3","0"
"Kakadu","1","T3","Glochidion sumatranum","0","20","4"
"Kakadu","1","T3","Livistona mariae subsp. mariae","0","1","21"
"Kakadu","1","T3","Pandanus spiralis","48","0","0"
"Kakadu","1","T3","Sesbania formosa","3","3","0"
"Kakadu","1","T3","Terminalia microcarpa","0","0","6"
"Kakadu","1","T3","Timonius timon","0","3","2"
"Kakadu","1","T5","Breynia cernua",NA,"1",NA
"Kakadu","1","T5","Carallia brachiata","2","2","2"
"Kakadu","1","T5","Clerodendrum costatum","8","1",NA
"Kakadu","1","T5","Flueggea virosa",NA,"1",NA
"Kakadu","1","T5","Glochidion sumatranum","50","20","3"
"Kakadu","1","T5","Gmelina sp.",NA,"2","2"
"Kakadu","1","T5","Grewia retusifolia","1",NA,NA
"Kakadu","1","T5","Leea novoguineensis",NA,"2",NA
"Kakadu","1","T5","Livistona mariae subsp. rigida",NA,"8","10"
"Kakadu","1","T5","Pandanus spiralis",NA,"33",NA
"Kakadu","1","T5","Sesbania formosa",NA,NA,NA
"Kakadu","1","T5","Syzygium nervosum","1","4","4"
"Kakadu","1","T5","Terminalia microcarpa","8","16","2"
"Kakadu","1","T5","Timonius timon","4","6","2"
"Kakadu","2","T1","Acacia mimula","0","16","3"
"Kakadu","2","T1","Alphitonia excelsa","0","1","0"
"Kakadu","2","T1","Brachychiton megaphyllus","0","1","0"
"Kakadu","2","T1","Buchanania obovata","3","9","0"
"Kakadu","2","T1","Clerodendrum floribundum","1","0","0"
"Kakadu","2","T1","Corymbia bleeseri","0","2","0"
"Kakadu","2","T1","Corymbia confertiflora","0","0","2"
"Kakadu","2","T1","Corymbia porrecta","2","11","0"
"Kakadu","2","T1","Erythrophleum chlorostachys","0","14","5"
"Kakadu","2","T1","Eucalyptus miniata","0","10","1"
"Kakadu","2","T1","Eucalyptus tetrodonta","0","24","1"
"Kakadu","2","T1","Galactia megalophylla","0","21","1"
"Kakadu","2","T1","Galactia megalophylla","7","0","0"
"Kakadu","2","T1","Grevillea decurrens","0","0","1"
"Kakadu","2","T1","Livistona humilis","0","6","0"
"Kakadu","2","T1","Pandanus spiralis","0","1","0"
"Kakadu","2","T1","Petalostigma quadriloculare","12","21","0"
"Kakadu","2","T1","Planchonia careya","2","18","0"
"Kakadu","2","T1","Terminalia ferdinandiana","0","1","4"
"Kakadu","2","T1","Xanthostemon paradoxus","0","1","2"
"Kakadu","2","T2","Acacia mimula","0","18","0"
"Kakadu","2","T2","Brachychiton megaphyllus","1","4","0"
"Kakadu","2","T2","Buchanania obovata","0","5","0"
"Kakadu","2","T2","Clerodendrum floribundum","0","1","0"
"Kakadu","2","T2","Corymbia bleeseri","0","2","0"
"Kakadu","2","T2","Corymbia confertiflora","0","16","0"
"Kakadu","2","T2","Corymbia porrecta","0","13","1"
"Kakadu","2","T2","Erythrophleum chlorostachys","1","12","1"
"Kakadu","2","T2","Eucalyptus miniata","1","7","0"
"Kakadu","2","T2","Eucalyptus tetrodonta","1","12","0"
"Kakadu","2","T2","Galactia megalophylla","0","24","0"
"Kakadu","2","T2","Livistona humilis","0","9","0"
"Kakadu","2","T2","Pandanus spiralis","0","5","0"
"Kakadu","2","T2","Petalostigma quadriloculare","5","20","0"
"Kakadu","2","T2","Planchonella arnhemica","0","1","0"
"Kakadu","2","T2","Planchonia careya","3","17","0"
"Kakadu","2","T2","Terminalia ferdinandiana","0","1","5"
"Kakadu","2","T2","Xanthostemon paradoxus","2","10","3"
"Kakadu","2","T3","Acacia mimula","0","21","5"
"Kakadu","2","T3","Alphitonia excelsa","0","1","0"
"Kakadu","2","T3","Brachychiton megaphyllus","2","3","0"
"Kakadu","2","T3","Buchanania obovata","7","0","0"
"Kakadu","2","T3","Clerodendrum floribundum","1","1","0"
"Kakadu","2","T3","Corymbia bleeseri","0","5","0"
"Kakadu","2","T3","Corymbia confertiflora","1","13","4"
"Kakadu","2","T3","Erythrophleum chlorostachys","6","8","2"
"Kakadu","2","T3","Eucalyptus miniata","2","4","4"
"Kakadu","2","T3","Eucalyptus tetrodonta","2","22","1"
"Kakadu","2","T3","Galactia megalophylla","3","20","0"
"Kakadu","2","T3","Grevillea decurrens","0","1","2"
"Kakadu","2","T3","Livistona humilis","2","10","2"
"Kakadu","2","T3","Petalostigma quadriloculare","16","6","0"
"Kakadu","2","T3","Planchonia careya","4","17","0"
"Kakadu","2","T3","Terminalia ferdinandiana","1","1","1"
"Kakadu","2","T3","Xanthostemon paradoxus","2","0","0"
"Kakadu","2","T5","Acacia mimula","1","5","4"
"Kakadu","2","T5","Alphitonia excelsa",NA,NA,NA
"Kakadu","2","T5","Brachychiton megaphyllus",NA,"1","1"
"Kakadu","2","T5","Buchanania obovata","4","11",NA
"Kakadu","2","T5","Clerodendrum floribundum",NA,"1",NA
"Kakadu","2","T5","Corymbia bleeseri",NA,NA,NA
"Kakadu","2","T5","Corymbia confertiflora","2","4","2"
"Kakadu","2","T5","Corymbia porrecta",NA,"1",NA
"Kakadu","2","T5","Erythrophleum chlorostachys","2","9","2"
"Kakadu","2","T5","Eucalyptus miniata",NA,"2","1"
"Kakadu","2","T5","Eucalyptus tetrodonta","3","7","5"
"Kakadu","2","T5","Galactia megalophylla",NA,"19",NA
"Kakadu","2","T5","Gossypium cunninghamii","6","4",NA
"Kakadu","2","T5","Grevillea decurrens",NA,"1","3"
"Kakadu","2","T5","Hibbertia sp.","1",NA,NA
"Kakadu","2","T5","Livistona humilis","2","10","2"
"Kakadu","2","T5","Petalostigma quadriloculare","19","14",NA
"Kakadu","2","T5","Planchonia careya","5","5",NA
"Kakadu","2","T5","Terminalia ferdinandiana",NA,"4",NA
"Kakadu","2","T5","Xanthostemon paradoxus","2",NA,NA
"Kakadu","3","T1","Corymbia latifolia","1","2","0"
"Kakadu","3","T1","Gardenia megasperma","0","1","0"
"Kakadu","3","T1","Terminalia platyphylla","4","6","0"
"Kakadu","3","T1","Wrightia saligna","1","0","0"
"Kakadu","3","T2","Corymbia latifolia","1","2","0"
"Kakadu","3","T2","Gardenia megasperma","0","2","0"
"Kakadu","3","T2","Terminalia carpentariae","3","21","0"
"Kakadu","3","T3","Buchanania obovata","1","0","0"
"Kakadu","3","T3","Corymbia latifolia","1","1","0"
"Kakadu","3","T3","Eucalyptus bigalerita","1","1","0"
"Kakadu","3","T3","Gardenia megasperma","0","0","1"
"Kakadu","3","T3","Terminalia carpentariae","9","1","0"
"Kakadu","3","T3","Terminalia platyphylla","1","6","2"
"Kakadu","3","T5","Buchanania obovata","2",NA,NA
"Kakadu","3","T5","Corymbia latifolia","4","1",NA
"Kakadu","3","T5","Eucalyptus bigalerita",NA,NA,NA
"Kakadu","3","T5","Gardenia megasperma",NA,NA,NA
"Kakadu","3","T5","Terminalia carpentariae","5","10",NA
"Kakadu","3","T5","Terminalia platyphylla","3","19","2"
"Kakadu","3","T5","Wrightia saligna",NA,NA,NA
"Kakadu","4","T1","Buchanania obovata","9","14","1"
"Kakadu","4","T1","Capparis umbonata","0","2","0"
"Kakadu","4","T1","Clerodendrum floribundum","0","1","0"
"Kakadu","4","T1","Cochlospermum fraseri","2","3","0"
"Kakadu","4","T1","Corymbia bleeseri","1","7","0"
"Kakadu","4","T1","Corymbia dunlopiana","3","0","0"
"Kakadu","4","T1","Corymbia porrecta","0","10","0"
"Kakadu","4","T1","Erythrophleum chlorostachys","0","5","0"
"Kakadu","4","T1","Eucalyptus tetrodonta","0","16","2"
"Kakadu","4","T1","Indigofera saxicola","0","17","0"
"Kakadu","4","T1","Persoonia falcata","2","2","0"
"Kakadu","4","T1","Petalostigma quadriloculare","65","162","0"
"Kakadu","4","T1","Planchonella arnhemica","1","2","0"
"Kakadu","4","T1","Terminalia ferdinandiana","0","3","1"
"Kakadu","4","T2","Acacia difficilis","1","0","0"
"Kakadu","4","T2","Buchanania obovata","32","8","1"
"Kakadu","4","T2","Capparis umbonata","0","1","0"
"Kakadu","4","T2","Clerodendrum floribundum","9","0","0"
"Kakadu","4","T2","Cochlospermum fraseri","1","0","0"
"Kakadu","4","T2","Corymbia bleeseri","8","16","0"
"Kakadu","4","T2","Corymbia porrecta","16","7","0"
"Kakadu","4","T2","Erythrophleum chlorostachys","3","2","0"
"Kakadu","4","T2","Eucalyptus tetrodonta","12","5","0"
"Kakadu","4","T2","Gardenia megasperma","2","3","0"
"Kakadu","4","T2","Indigofera saxicola","5","11","0"
"Kakadu","4","T2","Persoonia falcata","6","0","0"
"Kakadu","4","T2","Petalostigma quadriloculare","92","154","0"
"Kakadu","4","T2","Planchonia careya","3","0","0"
"Kakadu","4","T2","Terminalia ferdinandiana","4","2","0"
"Kakadu","4","T3","Buchanania obovata","12","5","2"
"Kakadu","4","T3","Cochlospermum fraseri","0","2","0"
"Kakadu","4","T3","Corymbia bleeseri","2","3","0"
"Kakadu","4","T3","Corymbia porrecta","2","1","2"
"Kakadu","4","T3","Erythrophleum chlorostachys","1","3","0"
"Kakadu","4","T3","Eucalyptus tetrodonta","4","0","0"
"Kakadu","4","T3","Gardenia fucata","2","0","0"
"Kakadu","4","T3","Indigofera saxicola","7","6","0"
"Kakadu","4","T3","Persoonia falcata","3","0","0"
"Kakadu","4","T3","Petalostigma quadriloculare","53","214","0"
"Kakadu","4","T3","Planchonia careya","0","0","1"
"Kakadu","4","T4","Buchanania obovata","9","3","0"
"Kakadu","4","T4","Cochlospermum fraseri","0","0","0"
"Kakadu","4","T4","Corymbia bleeseri","1","2","0"
"Kakadu","4","T4","Corymbia porrecta","1","13","0"
"Kakadu","4","T4","Erythrophleum chlorostachys","0","1","0"
"Kakadu","4","T4","Eucalyptus tetrodonta","5","7","0"
"Kakadu","4","T4","Gardenia fucata","4","0","0"
"Kakadu","4","T4","Indigofera saxicola","5","1","0"
"Kakadu","4","T4","Persoonia falcata","3","4","1"
"Kakadu","4","T4","Petalostigma quadriloculare","46","112","0"
"Kakadu","4","T4","Planchonia careya","1","4","0"
"Kakadu","4","T4","Stenocarpus acacioides","2","0","0"
"Kakadu","4","T4","Terminalia ferdinandiana","0","1","0"
"Kakadu","4","T4","Wrightia pubescens","1","0","0"
"Kakadu","4","T5","Buchanania obovata",NA,"17",NA
"Kakadu","4","T5","Capparis umbonata",NA,"1",NA
"Kakadu","4","T5","Cochlospermum fraseri",NA,NA,NA
"Kakadu","4","T5","Corymbia bleeseri",NA,"2","2"
"Kakadu","4","T5","Corymbia porrecta",NA,"2","6"
"Kakadu","4","T5","Erythrophleum chlorostachys",NA,"2","3"
"Kakadu","4","T5","Eucalyptus tetrodonta",NA,"2","6"
"Kakadu","4","T5","Gardenia fucata",NA,"1",NA
"Kakadu","4","T5","Indigofera saxicola",NA,"13",NA
"Kakadu","4","T5","Persoonia falcata",NA,"3","2"
"Kakadu","4","T5","Petalostigma quadriloculare",NA,"291",NA
"Kakadu","4","T5","Planchonia careya",NA,"4",NA
"Kakadu","4","T5","Stenocarpus acacioides",NA,"1","2"
"Kakadu","4","T5","Terminalia ferdinandiana",NA,"3",NA
"Kakadu","4","T5","Terminalia sp.",NA,"3","2"
"Kakadu","5","T1","Acacia mimula","0","1","0"
"Kakadu","5","T1","Brachychiton megaphyllus","1","2","0"
"Kakadu","5","T1","Bridelia tomentosa","0","1","0"
"Kakadu","5","T1","Callicarpa candicans","1","0","1"
"Kakadu","5","T1","Celtis australiensis","2","0","0"
"Kakadu","5","T1","Cochlospermum fraseri","1","1","0"
"Kakadu","5","T1","Corymbia polysciada","1","0","0"
"Kakadu","5","T1","Croton byrnesii","0","2","0"
"Kakadu","5","T1","Diospyros humilis","0","2","0"
"Kakadu","5","T1","Drypetes deplanchei","2","0","0"
"Kakadu","5","T1","Grewia breviflora","1","0","0"
"Kakadu","5","T1","Grewia retusifolia","0","7","0"
"Kakadu","5","T1","Hildegardia australiensis","0","1","0"
"Kakadu","5","T1","Jasminum molle","4","0","0"
"Kakadu","5","T1","Miliusa traceyi","1","2","0"
"Kakadu","5","T1","Strychnos lucida","4","0","0"
"Kakadu","5","T1","Waltheria indica","1","0","0"
"Kakadu","5","T2","Brachychiton megaphyllus","0","3","0"
"Kakadu","5","T2","Bridelia tomentosa","0","1","0"
"Kakadu","5","T2","Cajanus reticulatus","1","42","0"
"Kakadu","5","T2","Callicarpa candicans","1","0","0"
"Kakadu","5","T2","Canarium australianum","2","0","0"
"Kakadu","5","T2","Cochlospermum fraseri","0","2","2"
"Kakadu","5","T2","Corymbia polysciada","0","1","0"
"Kakadu","5","T2","Croton byrnesii","0","4","0"
"Kakadu","5","T2","Grewia retusifolia","4","1","0"
"Kakadu","5","T2","Hildegardia australiensis","0","1","0"
"Kakadu","5","T2","Jasminum molle","2","0","0"
"Kakadu","5","T2","Miliusa traceyi","0","1","1"
"Kakadu","5","T2","Strychnos lucida","1","0","0"
"Kakadu","5","T2","Terminalia carpentariae","0","5","0"
"Kakadu","5","T3","Brachychiton megaphyllus","0","1","2"
"Kakadu","5","T3","Bridelia tomentosa","1","0","0"
"Kakadu","5","T3","Cajanus reticulatus","0","37","5"
"Kakadu","5","T3","Callicarpa candicans","0","1","0"
"Kakadu","5","T3","Canarium australianum","1","1","1"
"Kakadu","5","T3","Celtis australiensis","1","0","0"
"Kakadu","5","T3","Cochlospermum fraseri","0","0","1"
"Kakadu","5","T3","Corymbia polysciada","0","2","0"
"Kakadu","5","T3","Croton byrnesii","0","4","4"
"Kakadu","5","T3","Diospyros humilis","1","0","0"
"Kakadu","5","T3","Flueggea virosa","1","1","0"
"Kakadu","5","T3","Grewia retusifolia","11","16","0"
"Kakadu","5","T3","Hakea arborescens","0","1","0"
"Kakadu","5","T3","Hildegardia australiensis","3","3","0"
"Kakadu","5","T3","Jasminum molle","1","1","0"
"Kakadu","5","T3","Miliusa traceyi","0","0","2"
"Kakadu","5","T3","Strychnos lucida","0","3","0"
"Kakadu","5","T3","Terminalia carpentariae","0","0","1"
"Kakadu","5","T3","Waltheria indica","0","6","0"
"Kakadu","5","T5","Brachychiton megaphyllus",NA,"1",NA
"Kakadu","5","T5","Bridelia tomentosa",NA,"3",NA
"Kakadu","5","T5","Cajanus reticulatus","1","15",NA
"Kakadu","5","T5","Canarium australianum","3","1",NA
"Kakadu","5","T5","Celtis australiensis","2","1","1"
"Kakadu","5","T5","Cochlospermum fraseri",NA,NA,"1"
"Kakadu","5","T5","Corymbia polysciada",NA,"1",NA
"Kakadu","5","T5","Croton byrnesii","1","1","1"
"Kakadu","5","T5","Diospyros humilis","1",NA,NA
"Kakadu","5","T5","Flueggea virosa",NA,"1",NA
"Kakadu","5","T5","Grewia retusifolia","11","3",NA
"Kakadu","5","T5","Hakea arborescens",NA,"1",NA
"Kakadu","5","T5","Hildegardia australiensis","1","1","1"
"Kakadu","5","T5","Ilex arnhemensis",NA,"1",NA
"Kakadu","5","T5","Jasminum molle","1","3","1"
"Kakadu","5","T5","Melhania oblongifolia",NA,"2",NA
"Kakadu","5","T5","Miliusa traceyi",NA,"1",NA
"Kakadu","5","T5","Smilax australis","3",NA,NA
"Kakadu","5","T5","Strychnos lucida","1",NA,NA
"Kakadu","5","T5","Terminalia ferdinandiana",NA,"1",NA
"Kakadu","5","T5","Urena lobata","2",NA,NA
"Kakadu","6","T1","Brachychiton diversifolius","0","1","0"
"Kakadu","6","T1","Brachychiton megaphyllus","1","3","1"
"Kakadu","6","T1","Bridelia tomentosa","0","3","0"
"Kakadu","6","T1","Buchanania obovata","1","3","0"
"Kakadu","6","T1","Corymbia bella","0","1","0"
"Kakadu","6","T1","Corymbia foelscheana","0","1","0"
"Kakadu","6","T1","Cycas conferta","8","16","1"
"Kakadu","6","T1","Eucalyptus tetrodonta","1","3","0"
"Kakadu","6","T1","Ficus aculeata","0","2","0"
"Kakadu","6","T1","Flueggea virosa","0","3","0"
"Kakadu","6","T1","Galactia megalophylla","1","0","0"
"Kakadu","6","T1","Grewia retusifolia","11","25","0"
"Kakadu","6","T1","Terminalia ferdinandiana","0","1","1"
"Kakadu","6","T1","Vachellia pachyphloia","4","7","0"
"Kakadu","6","T2","Brachychiton diversifolius","0","1","1"
"Kakadu","6","T2","Brachychiton megaphyllus","0","1","0"
"Kakadu","6","T2","Buchanania obovata","0","5","1"
"Kakadu","6","T2","Corymbia foelscheana","0","2","0"
"Kakadu","6","T2","Cycas conferta","1","9","0"
"Kakadu","6","T2","Eucalyptus tectifica","0","2","0"
"Kakadu","6","T2","Flueggea virosa","0","1","1"
"Kakadu","6","T2","Grewia retusifolia","5","0","0"
"Kakadu","6","T2","Terminalia ferdinandiana","0","1","0"
"Kakadu","6","T2","Vachellia pachyphloia","0","3","0"
"Kakadu","6","T3","Brachychiton diversifolius","0","1","1"
"Kakadu","6","T3","Brachychiton megaphyllus","0","1","0"
"Kakadu","6","T3","Buchanania obovata","1","14","0"
"Kakadu","6","T3","Corymbia foelscheana","0","1","0"
"Kakadu","6","T3","Cycas conferta","3","29","0"
"Kakadu","6","T3","Eucalyptus tectifica","0","2","0"
"Kakadu","6","T3","Flueggea virosa","0","3","0"
"Kakadu","6","T3","Grewia retusifolia","3","15","0"
"Kakadu","6","T3","Terminalia ferdinandiana","0","1","0"
"Kakadu","6","T3","Vachellia pachyphloia","0","6","0"
"Kakadu","6","T5","Brachychiton diversifolius",NA,"1",NA
"Kakadu","6","T5","Brachychiton megaphyllus",NA,"1",NA
"Kakadu","6","T5","Bridelia tomentosa",NA,"10","2"
"Kakadu","6","T5","Buchanania obovata","1","6",NA
"Kakadu","6","T5","Corymbia bella",NA,"1",NA
"Kakadu","6","T5","Corymbia foelscheana",NA,"1",NA
"Kakadu","6","T5","Cycas conferta","3","15",NA
"Kakadu","6","T5","Eucalyptus tectifica",NA,"3","2"
"Kakadu","6","T5","Eucalyptus tetrodonta",NA,NA,NA
"Kakadu","6","T5","Ficus aculeata",NA,NA,NA
"Kakadu","6","T5","Flueggea virosa",NA,NA,NA
"Kakadu","6","T5","Galactia megalophylla",NA,NA,NA
"Kakadu","6","T5","Grewia retusifolia",NA,NA,NA
"Kakadu","6","T5","Marsdenia trinervis",NA,"2",NA
"Kakadu","6","T5","Terminalia ferdinandiana",NA,"1",NA
"Kakadu","6","T5","Vachellia pachyphloia",NA,"5",NA
"Kakadu","7","T1","Breynia cernua","0","2","0"
"Kakadu","7","T1","Buchanania obovata","0","3","0"
"Kakadu","7","T1","Croton arnhemicus","0","6","0"
"Kakadu","7","T1","Denhamia obscura","2","0","0"
"Kakadu","7","T1","Eucalyptus miniata","0","0","3"
"Kakadu","7","T1","Eucalyptus tetrodonta","0","0","1"
"Kakadu","7","T1","Gardenia megasperma","0","3","0"
"Kakadu","7","T1","Livistona humilis","0","17","0"
"Kakadu","7","T1","Owenia vernicosa","1","2","0"
"Kakadu","7","T1","Tabernaemontana orientalis","11","30","0"
"Kakadu","7","T1","Terminalia carpentariae","0","1","0"
"Kakadu","7","T2","Acacia lamprocarpa","4","0","0"
"Kakadu","7","T2","Buchanania obovata","2","2","0"
"Kakadu","7","T2","Comesperma aphyllum","3","0","0"
"Kakadu","7","T2","Croton arnhemicus","2","3","0"
"Kakadu","7","T2","Erythrophleum chlorostachys","1","0","0"
"Kakadu","7","T2","Gardenia megasperma","0","2","0"
"Kakadu","7","T2","Gardenia resinosa","1","0","1"
"Kakadu","7","T2","Livistona humilis","7","17","0"
"Kakadu","7","T2","Owenia vernicosa","2","2","0"
"Kakadu","7","T2","Tabernaemontana orientalis","31","0","0"
"Kakadu","7","T3","Acacia lamprocarpa","0","0","1"
"Kakadu","7","T3","Buchanania obovata","1","1","1"
"Kakadu","7","T3","Croton arnhemicus","0","1","0"
"Kakadu","7","T3","Erythrophleum chlorostachys","1","0","0"
"Kakadu","7","T3","Gardenia megasperma","2","1","0"
"Kakadu","7","T3","Gardenia resinosa","1","0","0"
"Kakadu","7","T3","Livistona humilis","4","26","0"
"Kakadu","7","T3","Owenia vernicosa","3","2","0"
"Kakadu","7","T3","Tabernaemontana orientalis","25","0","0"
"Kakadu","7","T3","Terminalia carpentariae","0","1","0"
"Kakadu","7","T5","Acacia lamprocarpa",NA,NA,"2"
"Kakadu","7","T5","Buchanania obovata","1",NA,"1"
"Kakadu","7","T5","Coelospermum reticulatum",NA,"1",NA
"Kakadu","7","T5","Croton arnhemicus",NA,"1",NA
"Kakadu","7","T5","Denhamia obscura","1","2",NA
"Kakadu","7","T5","Erythrophleum chlorostachys",NA,NA,NA
"Kakadu","7","T5","Gardenia megasperma",NA,NA,NA
"Kakadu","7","T5","Gardenia resinosa","2",NA,NA
"Kakadu","7","T5","Hibbertia sp.",NA,"1",NA
"Kakadu","7","T5","Hibiscus sp.","2",NA,NA
"Kakadu","7","T5","Livistona humilis","2","30",NA
"Kakadu","7","T5","Owenia vernicosa","3",NA,"1"
"Kakadu","7","T5","Tabernaemontana orientalis","22","10",NA
"Kakadu","7","T5","Terminalia carpentariae",NA,NA,NA
"Kakadu","8","T1","Brachychiton diversifolius","0","1","0"
"Kakadu","8","T1","Brachychiton megaphyllus","1","7","1"
"Kakadu","8","T1","Bridelia tomentosa","4","11","0"
"Kakadu","8","T1","Buchanania obovata","1","0","0"
"Kakadu","8","T1","Canarium australianum","2","1","0"
"Kakadu","8","T1","Clerodendrum floribundum","0","7","0"
"Kakadu","8","T1","Cochlospermum fraseri","0","3","0"
"Kakadu","8","T1","Corymbia polysciada","0","1","0"
"Kakadu","8","T1","Corymbia sp.","0","1","0"
"Kakadu","8","T1","Diospyros rugosula","3","1","0"
"Kakadu","8","T1","Erythrophleum chlorostachys","0","4","0"
"Kakadu","8","T1","Erythroxylum ellipticum","2","0","0"
"Kakadu","8","T1","Eucalyptus tectifica","1","3","0"
"Kakadu","8","T1","Flueggea virosa","0","5","0"
"Kakadu","8","T1","Gardenia megasperma","0","1","0"
"Kakadu","8","T1","Jasminum molle","1","0","0"
"Kakadu","8","T1","Miliusa traceyi","5","2","0"
"Kakadu","8","T1","Petalostigma quadriloculare","6","10","0"
"Kakadu","8","T1","Planchonia careya","1","0","0"
"Kakadu","8","T1","Premna acuminata","14","7","0"
"Kakadu","8","T1","Strychnos lucida","0","1","0"
"Kakadu","8","T1","Terminalia ferdinandiana","7","5","1"
"Kakadu","8","T2","Ampelocissus frutescens","1","1","25"
"Kakadu","8","T2","Brachychiton diversifolius","0","0","1"
"Kakadu","8","T2","Brachychiton megaphyllus","0","6","0"
"Kakadu","8","T2","Bridelia tomentosa","0","16","0"
"Kakadu","8","T2","Canarium australianum","0","6","0"
"Kakadu","8","T2","Cochlospermum fraseri","0","3","0"
"Kakadu","8","T2","Corymbia polysciada","0","3","0"
"Kakadu","8","T2","Corymbia sp.","0","0","1"
"Kakadu","8","T2","Croton arnhemicus","4","0","8"
"Kakadu","8","T2","Denhamia obscura","0","4","0"
"Kakadu","8","T2","Diospyros rugosula","2","1","1"
"Kakadu","8","T2","Erythrophleum chlorostachys","0","1","1"
"Kakadu","8","T2","Erythroxylum ellipticum","3","1","0"
"Kakadu","8","T2","Eucalyptus tectifica","0","2","0"
"Kakadu","8","T2","Flueggea virosa","1","5","0"
"Kakadu","8","T2","Gardenia megasperma","0","0","1"
"Kakadu","8","T2","Jasminum molle","1","0","0"
"Kakadu","8","T2","Livistona humilis","0","0","1"
"Kakadu","8","T2","Miliusa traceyi","2","7","0"
"Kakadu","8","T2","Petalostigma quadriloculare","6","12","0"
"Kakadu","8","T2","Premna acuminata","11","29","0"
"Kakadu","8","T2","Sterculia quadrifida","0","0","3"
"Kakadu","8","T2","Terminalia ferdinandiana","1","7","0"
"Kakadu","8","T3","Ampelocissus frutescens","0","27","0"
"Kakadu","8","T3","Brachychiton megaphyllus","1","5","0"
"Kakadu","8","T3","Bridelia tomentosa","1","7","0"
"Kakadu","8","T3","Canarium australianum","2","5","0"
"Kakadu","8","T3","Clerodendrum floribundum","2","7","0"
"Kakadu","8","T3","Cochlospermum fraseri","0","3","0"
"Kakadu","8","T3","Croton arnhemicus","6","6","0"
"Kakadu","8","T3","Denhamia obscura","0","1","0"
"Kakadu","8","T3","Diospyros rugosula","3","2","0"
"Kakadu","8","T3","Erythrophleum chlorostachys","1","2","2"
"Kakadu","8","T3","Eucalyptus tectifica","0","2","0"
"Kakadu","8","T3","Flueggea virosa","3","9","0"
"Kakadu","8","T3","Gardenia megasperma","0","3","0"
"Kakadu","8","T3","Jasminum molle","1","1","0"
"Kakadu","8","T3","Petalostigma quadriloculare","2","4","0"
"Kakadu","8","T3","Premna acuminata","18","25","0"
"Kakadu","8","T3","Sterculia quadrifida","0","2","0"
"Kakadu","8","T3","Strychnos lucida","0","2","0"
"Kakadu","8","T3","Terminalia ferdinandiana","2","12","1"
"Kakadu","8","T5","Ampelocissus frutescens",NA,NA,NA
"Kakadu","8","T5","Antidesma ghesaembilla",NA,"21","1"
"Kakadu","8","T5","Brachychiton megaphyllus",NA,"11",NA
"Kakadu","8","T5","Bridelia tomentosa",NA,"5",NA
"Kakadu","8","T5","Canarium australianum",NA,"8",NA
"Kakadu","8","T5","Cayratia acris",NA,"1",NA
"Kakadu","8","T5","Clerodendrum floribundum",NA,"15",NA
"Kakadu","8","T5","Cochlospermum fraseri",NA,"1",NA
"Kakadu","8","T5","Corymbia polysciada",NA,NA,"1"
"Kakadu","8","T5","Corymbia sp.","1","1",NA
"Kakadu","8","T5","Croton arnhemicus","8","15",NA
"Kakadu","8","T5","Denhamia obscura",NA,NA,NA
"Kakadu","8","T5","Diospyros rugosula","2","5",NA
"Kakadu","8","T5","Erythrophleum chlorostachys",NA,"2",NA
"Kakadu","8","T5","Eucalyptus tectifica",NA,"1",NA
"Kakadu","8","T5","Flueggea virosa",NA,"17",NA
"Kakadu","8","T5","Gardenia megasperma",NA,NA,NA
"Kakadu","8","T5","Jasminum molle","2","2",NA
"Kakadu","8","T5","Livistona humilis","1",NA,NA
"Kakadu","8","T5","Miliusa brahei",NA,NA,"14"
"Kakadu","8","T5","Petalostigma quadriloculare","5","13",NA
"Kakadu","8","T5","Premna acuminata","25","27",NA
"Kakadu","8","T5","Sterculia quadrifida",NA,"2",NA
"Kakadu","8","T5","Strychnos lucida",NA,"2",NA
"Kakadu","8","T5","Terminalia ferdinandiana","4","13","1"
"Kakadu","9","T1","Brachychiton megaphyllus","1","1","0"
"Kakadu","9","T1","Buchanania obovata","1","3","0"
"Kakadu","9","T1","Canarium australianum","0","2","0"
"Kakadu","9","T1","Clerodendrum floribundum","2","1","0"
