YEAR,SQUARE,SITE_ID,SAMPLE_DATE,WATER_WIDTH,DEPTH1,DEPTH2,DEPTH3,SURF_VEL_CAT,CLARITY,SAMPLING_TIME,METHOD,ROCK_PAVEMT,BOULDER_COBBLE,PEBBLE_GRAVEL,SAND,SILT_CLAY,DOM_PART_SIZE,MACROPHYTE_COVER,LC07,LC07_NUM,EZ_DESC_07,COUNTRY,COUNTY07
1990,MWWCVA,1,14-Jul-90,0.9,12,10,7,2,1,3,1,0,30,50,15,5,-3.25,5,18s,27,Intermediate uplands and Islands (Scotland),SCO,Argyll & Bute
1990,BLRZDJ,1,10-Jul-90,1.3,10,15,10,1,1,3,1,40,99,1,0,0,-7.75,0,25s,33,Lowlands (Scotland),SCO,Argyll & Bute
1990,STXVMF,1,22-Aug-90,1.5,30,30,20,1,1,3,1,0,0,25,20,55,8,0,29s,37,Intermediate uplands and Islands (Scotland),SCO,Argyll & Bute
1990,UFFUSX,1,02-Sep-90,1,30,30,30,4,1,3,1,0,25,50,25,0,-4.5,0,24s,32,True uplands (Scotland),SCO,Argyll & Bute
1990,XHAIJL,1,06-Nov-90,5.5,15,25,20,4,1,3,1,0,80,15,3,2,-7.75,0,24s,32,True uplands (Scotland),SCO,Perth & Kinross
1990,SUGYHV,1,19-Aug-90,0.2,15,15,15,1,1,3,1,0,90,5,0,5,-6.5,0,23s,31,True uplands (Scotland),SCO,Perth & Kinross
1990,JDUTQQ,1,01-Oct-90,1.5,15,30,30,1,1,3,1,0,0,0,0,100,6.5,0,27s,35,Lowlands (Scotland),SCO,Perth & Kinross
1990,TDZOHS,1,30-Sep-90,0.5,10,10,10,2,1,3,1,0,0,20,20,60,8,0,27s,35,Lowlands (Scotland),SCO,Angus
1990,BKRDLI,1,12-Jul-90,1.6,9,18,15,1,1,3,1,0,50,40,10,0,-6.5,0,30s,38,Intermediate uplands and Islands (Scotland),SCO,Argyll & Bute
1990,VIBTBA,1,10-Jul-90,1.5,20,10,10,1,1,3,1,0,50,40,10,0,-9,0,30s,38,Intermediate uplands and Islands (Scotland),SCO,Argyll & Bute
1990,QFVTHZ,1,26-Jul-90,1.5,10,10,30,2,1,3,1,0,95,5,0,0,-9,0,29s,37,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,KFDEHM,1,04-Aug-90,1.5,10,15,25,4,1,3,1,0,100,0,0,0,-7.75,0,24s,32,True uplands (Scotland),SCO,Highland
1990,VKOMTT,1,31-Jul-90,3,15,21,25,1,1,3,1,0,80,20,0,0,-7.75,0,29s,37,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,ZLXWKT,1,20-Aug-90,0.2,5,2,3,2,1,3,1,0,20,50,10,20,-4.5,0,24s,32,True uplands (Scotland),SCO,Highland
1990,XVQXXD,1,07-Nov-90,1.5,50,50,25,1,1,3,1,0,15,0,85,0,2,0,23s,31,True uplands (Scotland),SCO,Highland
1990,GNCHSI,1,18-Aug-90,3,15,50,45,4,1,3,1,0,90,10,0,0,-7.75,0,22s,30,True uplands (Scotland),SCO,Perth & Kinross
1990,POOOBA,1,28-Sep-90,0.5,5,30,30,1,1,3,1,0,0,10,10,80,6.5,80,22s,30,True uplands (Scotland),SCO,Angus
1990,MAWOAV,1,04-Aug-90,1.5,10,15,10,3,1,3,1,0,60,30,5,5,-6.5,0,30s,38,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,DZKTFU,1,09-Nov-90,0.8,60,60,60,1,1,3,1,0,0,0,50,50,2,75,21s,29,True uplands (Scotland),SCO,Highland
1990,CTERRY,1,31-Jul-90,0.8,10,10,10,1,1,3,1,75,40,60,0,0,-5.5,0,29s,37,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,ZTBJGY,1,08-Nov-90,7,10,10,10,2,1,3,1,0,60,35,5,0,-5.5,0,23s,31,True uplands (Scotland),SCO,Highland
1990,EXSYAA,1,14-Aug-90,2,20,25,20,2,1,3,1,5,60,40,0,0,-5.5,0,23s,31,True uplands (Scotland),SCO,Perth & Kinross
1990,HQKXCG,1,27-Sep-90,1.5,10,15,10,3,1,3,1,0,70,20,5,5,-6.5,60,23s,31,True uplands (Scotland),SCO,Angus
1990,QOZLLL,1,01-Nov-90,6,10,15,25,3,1,3,1,0,25,70,5,0,-4.5,0,23s,31,True uplands (Scotland),SCO,Angus
1990,VDTMEB,1,16-Aug-90,0.8,3,3,3,1,1,3,1,0,10,75,10,5,-3.25,40,25s,33,Lowlands (Scotland),SCO,Angus
1990,UKWMMX,1,14-Aug-90,0.3,1,1,1,2,1,3,1,0,2,0,0,98,8,25,25s,33,Lowlands (Scotland),SCO,Aberdeenshire
1990,ZJGHZJ,1,01-Aug-90,7,10,5,5,3,1,3,1,0,50,40,10,0,-5.5,0,24s,32,True uplands (Scotland),SCO,Highland
1990,XXFYMD,1,16-Aug-90,2,25,30,15,1,1,3,1,0,0,10,15,75,6.5,0,23s,31,True uplands (Scotland),SCO,Highland
1990,HDPVAL,1,15-Aug-90,0.5,5,5,20,3,1,3,1,0,100,0,0,0,-7.75,0,24s,32,True uplands (Scotland),SCO,Highland
1990,GXDBED,1,12-Jul-90,2.5,10,20,20,4,1,3,1,0,80,18,1,1,-7.75,0,23s,31,True uplands (Scotland),SCO,Aberdeenshire
1990,WDGZFA,1,04-Jul-90,0.4,15,15,15,2,1,3,1,0,15,75,9,1,-3.25,0,23s,31,True uplands (Scotland),SCO,Aberdeenshire
1990,SSAXXL,1,31-May-90,4,20,35,20,3,1,3,1,70,66,32,1,1,-7.75,0,22s,30,True uplands (Scotland),SCO,Aberdeenshire
1990,KOQHZQ,1,05-Jul-90,0.6,10,10,10,2,1,3,1,0,0,90,5,5,-3.25,0,26s,34,Lowlands (Scotland),SCO,Aberdeenshire
1990,UOLEKX,1,31-Oct-90,3,40,50,20,4,1,3,1,10,70,25,5,0,-7.75,0,24s,32,True uplands (Scotland),SCO,Highland
1990,OBNMHM,1,12-Jun-90,1,12,15,15,2,1,3,1,0,70,20,9,1,-7.75,60,23s,31,True uplands (Scotland),SCO,Highland
1990,UXXKAG,1,30-Jun-90,0.5,20,20,18,1,1,3,1,0,5,10,10,75,9.5,50,22s,30,True uplands (Scotland),SCO,Aberdeenshire
1990,NDDDBT,1,31-Aug-90,1.1,45,50,50,3,1,3,1,0,5,25,70,0,-2,0,30s,38,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,KPHKQI,1,07-Jun-90,1.5,12,12,16,3,1,3,1,20,75,20,3,2,-6.5,0,24s,32,True uplands (Scotland),SCO,Highland
1990,OHLVGM,1,08-Jun-90,1,10,10,10,1,1,3,1,0,45,45,5,5,-9,0,21s,29,True uplands (Scotland),SCO,Highland
1990,TBRBZK,1,06-Jun-90,0.6,5,10,5,1,1,3,1,5,5,65,10,20,-3.25,10,21s,29,True uplands (Scotland),SCO,Highland
1990,CHTONI,1,08-Nov-90,2,25,45,20,4,1,3,1,0,15,50,30,5,-2,55,23s,31,True uplands (Scotland),SCO,Aberdeenshire
1990,MVQGEB,1,31-Oct-90,0.4,20,10,8,2,1,3,1,0,0,30,20,50,9.5,60,22s,30,True uplands (Scotland),SCO,Aberdeenshire
1990,VDMHHE,1,18-Jul-90,0.5,20,20,20,2,1,3,1,0,0,20,75,5,2,0,25s,33,Lowlands (Scotland),SCO,Aberdeenshire
1990,HPLWER,1,28-Aug-90,0.8,15,11,5,1,1,3,1,94,83,0,17,0,-9,75,30s,38,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,YCZHUL,1,23-Jul-90,1.5,5,10,10,2,1,3,1,0,10,80,5,5,-3.25,10,30s,38,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,LXSSXH,1,01-Aug-90,0.9,20,20,20,3,1,3,1,10,50,30,10,10,-7.75,0,29s,37,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,OTMPPX,1,09-Jun-90,2.3,15,20,10,2,1,3,1,0,85,14,1,0,-7.75,1,21s,29,True uplands (Scotland),SCO,Highland
1990,FMFSCG,1,07-Jun-90,2,7,5,5,5,1,3,1,0,80,20,0,0,-7.75,0,24s,32,True uplands (Scotland),SCO,Highland
1990,OJWELS,1,06-Jun-90,1,12,25,12,2,1,3,1,50,90,10,0,0,-7.75,5,24s,32,True uplands (Scotland),SCO,Highland
1990,MSRUTP,1,15-Jun-90,1.5,40,35,25,1,1,3,1,0,30,40,0,30,-6.5,95,22s,30,True uplands (Scotland),SCO,Highland
1990,KKXZXW,1,15-Aug-90,0.8,8,12,12,2,1,3,1,0,25,60,10,5,-2,0,22s,30,True uplands (Scotland),SCO,Moray
1990,CMBROG,1,20-Jun-90,2,12,5,5,2,1,3,1,0,10,20,40,30,4.25,0,22s,30,True uplands (Scotland),SCO,Aberdeenshire
1990,XNMVMF,1,02-Oct-90,2,80,80,80,1,1,3,1,0,0,0,0,100,6.5,5,27s,35,Lowlands (Scotland),SCO,Aberdeenshire
1990,DLHRIK,1,14-Sep-90,0.8,10,20,15,1,1,3,1,0,0,0,0,100,6.5,70,26s,34,Lowlands (Scotland),SCO,Aberdeenshire
1990,FALEKI,1,27-Jul-90,0.9,5,5,5,2,1,3,1,10,35,50,5,10,-3.25,0,30s,38,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,NPWDRZ,1,29-Jul-90,1.1,10,12,15,1,1,3,1,0,10,70,10,10,-3.25,10,30s,38,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,CRWYWA,1,30-Oct-90,3,40,40,40,4,1,3,1,0,60,30,5,5,-7.75,10,21s,29,True uplands (Scotland),SCO,Highland
1990,YYXKLZ,1,24-Oct-90,1.5,15,25,20,2,1,3,1,0,75,25,0,0,-7.75,10,24s,32,True uplands (Scotland),SCO,Highland
1990,EPDZLB,1,02-Oct-90,1.5,40,45,40,3,1,3,1,0,5,10,80,5,2,0,25s,33,Lowlands (Scotland),SCO,Highland
1990,AQLJEH,1,17-Oct-90,1.2,10,20,15,2,1,3,1,0,10,70,20,0,-5.5,0,28s,36,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,EPCXUG,1,04-Oct-90,3,28,25,15,1,1,3,1,0,0,0,0,100,6.5,10,25s,33,Lowlands (Scotland),SCO,Moray
1990,GAEJTI,1,26-Sep-90,1.2,30,30,30,1,1,3,1,0,0,30,60,10,2,100,25s,33,Lowlands (Scotland),SCO,Aberdeenshire
1990,GCKECU,1,21-Sep-90,0.6,25,25,25,1,1,3,1,0,20,5,60,15,2,0,26s,34,Lowlands (Scotland),SCO,Aberdeenshire
1990,KKQPEW,1,25-Aug-90,1,10,45,25,1,1,3,1,0,0,0,95,5,2,0,30s,38,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,JNFHMV,1,25-Jul-90,4.5,18,15,20,3,1,3,1,0,30,50,10,10,-3.25,15,30s,38,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,HHGYVR,1,23-Jun-90,0.5,15,15,18,3,1,3,1,0,10,15,15,60,9.5,20,21s,29,True uplands (Scotland),SCO,Highland
1990,HFZBUF,1,03-Oct-90,0.5,10,10,10,2,1,3,1,0,0,0,5,95,9.5,0,28s,36,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,IKROEN,1,24-Oct-90,5,32,45,25,4,1,3,1,0,96,2,1,1,-7.75,6,21s,29,True uplands (Scotland),SCO,Highland
1990,VLABYI,1,23-Oct-90,1.2,20,25,25,1,1,3,1,0,5,40,50,5,2,0,25s,33,Lowlands (Scotland),SCO,Moray
1990,DOCHFG,1,23-Oct-90,1,15,20,10,1,1,3,1,0,0,10,5,85,8,90,28s,36,Intermediate uplands and Islands (Scotland),SCO,Moray
1990,COIKIP,1,27-Sep-90,0.8,20,25,20,1,1,3,1,0,0,10,10,80,8,80,27s,35,Lowlands (Scotland),SCO,Aberdeenshire
1990,ANHJGW,1,22-Aug-90,1.4,35,40,30,1,1,3,1,0,0,0,0,100,9.5,0,29s,37,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,ZTUIEI,1,25-Oct-90,2.5,25,50,75,2,1,3,1,0,5,85,5,5,-4.5,0,28s,36,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,JFYGIL,1,28-Aug-90,0.2,4,6,2,2,1,3,1,50,40,50,5,5,-5.5,20,30s,38,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,ELWJGA,1,26-Jun-90,0.3,8,7,7,1,1,3,1,5,60,0,10,30,-9,5,29s,37,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,YJTHLC,1,17-Oct-90,0.3,5,5,5,2,1,3,1,0,5,0,0,95,9.5,1,21s,29,True uplands (Scotland),SCO,Highland
1990,VIYZXK,1,18-Oct-90,2,18,20,15,3,1,3,1,0,5,5,45,45,4.25,30,28s,36,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,KVEVJD,1,30-Aug-90,0.3,6,4,4,1,1,3,1,0,70,20,5,5,-7.75,0,29s,37,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,QNUBNN,1,26-Jun-90,0.4,60,60,50,1,1,3,1,0,5,5,10,80,8,0,21s,29,True uplands (Scotland),SCO,Highland
1990,SGZFTP,1,22-Jun-90,0.9,65,65,65,4,1,3,1,0,5,5,5,85,9.5,0,21s,29,True uplands (Scotland),SCO,Highland
1990,QYXARR,1,21-Aug-90,1.8,30,15,20,3,1,3,1,5,90,10,0,0,-7.75,90,32s,40,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,YUCTHB,1,01-Sep-90,1.5,20,20,20,4,1,3,1,0,20,50,30,0,0,35,32s,40,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,SUADBS,1,20-Jun-90,0.6,7,7,5,1,1,3,1,5,25,70,3,2,-3.25,1,21s,29,True uplands (Scotland),SCO,Highland
1990,OVZQKU,1,12-Oct-90,2,20,35,20,3,1,3,1,0,40,40,10,10,-5.5,5,21s,29,True uplands (Scotland),SCO,Highland
1990,OQQSNF,1,25-Aug-90,1.3,12,25,25,2,1,3,1,0,40,50,5,5,-5.5,10,32s,40,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,CIPHOQ,1,22-Aug-90,0.6,70,30,40,2,1,3,1,0,0,40,55,5,2,0,32s,40,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,GGCZVE,1,26-Oct-90,2,5,10,3,2,1,3,1,0,20,80,0,0,-4.5,0,28s,36,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,JEPNTE,1,11-Oct-90,4,20,35,20,3,1,3,1,0,10,50,30,10,-2,0,21s,29,True uplands (Scotland),SCO,Highland
1990,XQGJOH,1,06-Nov-90,0.5,30,40,40,3,1,3,1,0,38,1,1,60,6.5,1,27s,35,Lowlands (Scotland),SCO,Highland
1990,QVCPLP,1,04-Sep-90,0.3,25,40,30,4,1,3,1,0,0,0,0,100,9.5,30,30s,38,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,JTEHKQ,1,21-Jun-90,0.3,10,10,5,1,1,3,1,0,0,0,0,100,9.5,20,32s,40,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,KUWSSI,1,17-Sep-90,1.2,7,11,12,1,1,3,1,0,0,0,0,100,8,80,28s,36,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,JBQWJT,1,18-Sep-90,1.5,20,50,50,1,1,3,1,0,0,0,40,60,9.5,20,28s,36,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,TZYVRC,1,31-Aug-90,0.3,6,4,4,1,1,3,1,0,20,20,40,20,2,20,31s,39,Intermediate uplands and Islands (Scotland),SCO,Eilean Siar
1990,FPZGGG,1,10-Oct-90,3.5,60,40,15,4,1,3,1,0,50,45,5,0,-7.75,5,21s,29,True uplands (Scotland),SCO,Highland
1990,UTZMGL,1,10-Oct-90,0.5,10,10,10,1,1,3,1,0,0,0,5,95,9.5,90,31s,39,Intermediate uplands and Islands (Scotland),SCO,Highland
1990,SHOJSV,1,18-Jul-90,0.4,8,10,5,2,1,3,1,20,0,63,6,31,-3.25,0,32s,40,Intermediate uplands and Islands (Scotland),SCO,Orkney Islands
1990,GPKWZZ,1,26-Jul-90,0.4,7,10,5,1,1,3,1,0,1,20,5,74,8,80,31s,39,Intermediate uplands and Islands (Scotland),SCO,Orkney Islands
1990,PEVPIP,1,28-Jul-90,0.8,5,10,2,1,1,3,1,5,74,21,2,3,-7.75,5,31s,39,Intermediate uplands and Islands (Scotland),SCO,Orkney Islands
1990,FGGQSX,1,01-Aug-90,0.8,2,10,5,1,1,3,1,0,0,80,5,15,-2,25,31s,39,Intermediate uplands and Islands (Scotland),SCO,Orkney Islands
1990,SXXOPZ,1,19-Jul-90,1.5,20,25,20,2,1,3,1,5,35,35,15,15,-9,45,32s,40,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
1990,BBIJIG,1,29-Jul-90,1,8,8,4,1,1,3,1,40,70,25,3,2,-7.75,10,31s,39,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
1990,LCLMLO,1,25-Jul-90,0.8,15,15,10,1,1,3,1,0,40,50,5,5,-5.5,75,32s,40,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
1990,NGQBRD,1,02-Aug-90,0.5,2,5,5,1,1,3,1,0,5,40,5,50,6.5,5,32s,40,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
1990,ZTHUIF,1,31-Jul-90,1.5,3,10,12,1,1,3,1,0,40,40,15,5,-6.5,60,31s,39,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
1990,YRGEZQ,1,09-Jul-90,7,35,70,40,4,1,3,1,0,75,25,0,0,-7.75,0,19e,21,Uplands (England),ENG,Cumbria
1990,MNGVAE,1,20-Jul-90,0.5,2,5,8,1,1,3,1,0,0,90,5,5,-3.25,10,22e,22,Uplands (England),ENG,North Yorkshire
1990,ETBVQS,1,04-Jun-90,1,4,6,4,1,1,3,1,0,50,40,5,5,-6.5,0,10e,10,Westerly lowlands (England),ENG,North Yorkshire
1990,VJURQL,1,06-Jul-90,0.8,2,5,5,1,1,3,1,0,0,5,5,90,8,0,19e,21,Uplands (England),ENG,North Yorkshire
1990,FJXZSU,1,03-Aug-90,1,5,30,10,2,1,3,1,0,90,10,0,0,-7.75,5,19e,21,Uplands (England),ENG,North Yorkshire
