YEAR,SQUARE  ,SITE_ID,SAMPLE_DATE,WATER_WIDTH,DEPTH1,DEPTH2,DEPTH3,SURF_VEL_CAT,SAMPLING_TIME,METHOD,ROCK_PAVEMT,BOULDER_COBBLE,PEBBLE_GRAVEL,SAND,SILT_CLAY,LC07,LC07_NUM,EZ_DESC_07,COUNTRY,COUNTY07
2007,PEVPIP,1,18-Jul-07,1.25,11,5,12,,4,1,5,25,65,0,10,31s,39,Intermediate uplands and Islands (Scotland),SCO,Orkney Islands
2007,FGGQSX,1,21-Jul-07,0.4,5,6,7,1,4,1,0,0,20,0,80,31s,39,Intermediate uplands and Islands (Scotland),SCO,Orkney Islands
2007,SXXOPZ,1,05-Jul-07,1.3,15,10,10,1,4,1,0,55,45,0,0,32s,40,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
2007,BBIJIG,1,03-Jul-07,1.1,3,5,5,1,4,1,5,85,15,0,0,31s,39,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
2007,LCLMLO,1,09-Jul-07,,15,15,10,2,4,1,0,15,75,10,0,32s,40,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
2007,ZTHUIF,1,02-Jul-07,0.75,5,10,7,3,4,1,0,30,40,30,0,31s,39,Intermediate uplands and Islands (Scotland),SCO,Shetland Islands
2007,YRGEZQ,2,12-Jul-07,0.85,8,10,10,,4,1,0,50,50,0,0,19e,21,Uplands (England),ENG,Cumbria
2007,MNGVAE,1,09-Nov-07,0.3,10,10,10,3,,1,0,1,99,0,0,22e,22,Uplands (England),ENG,North Yorkshire
2007,ETBVQS,1,21-May-07,2.1,10,11,6.5,3,,1,0,10,90,0,0,10e,10,Westerly lowlands (England),ENG,North Yorkshire
2007,VJURQL,1,24-Jul-07,0.4,9,9,9,,,1,0,0,5,0,95,19e,21,Uplands (England),ENG,North Yorkshire
2007,HMGNQJ,1,18-Jul-07,0.3,10,12,9,1,,1,0,10,90,0,0,15e,14,Westerly lowlands (England),ENG,North Yorkshire
2007,JRAEIT,1,02-Oct-07,3,10,10,10,1,,1,0,0,0,0,100,5w,41,Lowlands (Wales),WAL,Dyfed
2007,OSWDVT,2,07-Aug-07,4,40,35,10,3,,1,0,75,15,5,5,18w,45,Uplands (Wales),WAL,Clwyd
2007,ZHFXRY,1,11-Oct-07,2.35,7,10,15,3,,1,0,75,25,0,0,23e,23,Uplands (England),ENG,Cumbria
2007,LIMFZQ,1,08-Nov-07,0.7,4,5,3,2,,1,0,0,20,0,80,17w1,17,Uplands (Wales),WAL,Powys
