"id","site_code","date","year","season","survey_day","plot_distance","start_time","temperature","wind","cloud","soil_moisture","external_grass_cover","a_herp_visit_table_comments","visit_code","scientific_name","common_name","abundance","cover","gravid","a_herp_data_table_comments"
"1951","site_6-59",2012-07-16,2012,"W",1,"20","6:00","2","0","0","1","1","","2012-W-6-59-1-20","","",0,"Sleepers",NA,""
"1951","site_6-59",2012-07-16,2012,"W",1,"20","6:00","2","0","0","1","1","","2012-W-6-59-1-20","Lampropholis delicata","Delicate Skink",1,"Tin",NA,""
"1951","site_6-59",2012-07-16,2012,"W",1,"20","6:00","2","0","0","1","1","","2012-W-6-59-1-20","","",0,"Tiles",NA,""
"1952","site_6-59",2012-07-16,2012,"W",1,"80","5:55","2","0","0","1","1","","2012-W-6-59-1-80","","",0,"Sleepers",NA,""
"1952","site_6-59",2012-07-16,2012,"W",1,"80","5:55","2","0","0","1","1","","2012-W-6-59-1-80","","",0,"Tin",NA,""
"1952","site_6-59",2012-07-16,2012,"W",1,"80","5:55","2","0","0","1","1","","2012-W-6-59-1-80","","",0,"Tiles",NA,""
"1953","site_6-59",2012-07-16,2012,"W",1,"INC","6:00","2","0","0","1","1","","2012-W-6-59-1-INC","","",0,"",NA,""
"1999","site_7-1",2012-07-16,2012,"W",1,"20","2:20","3","0","0","2","2","","2012-W-7-1-1-20","","",0,"Sleepers",NA,""
"1999","site_7-1",2012-07-16,2012,"W",1,"20","2:20","3","0","0","2","2","","2012-W-7-1-1-20","","",0,"Tiles",NA,""
"1999","site_7-1",2012-07-16,2012,"W",1,"20","2:20","3","0","0","2","2","","2012-W-7-1-1-20","","",0,"Tin",NA,""
"2000","site_7-1",2012-07-16,2012,"W",1,"80","2:10","3","0","0","1","2","","2012-W-7-1-1-80","","",0,"Tiles",NA,""
"2000","site_7-1",2012-07-16,2012,"W",1,"80","2:10","3","0","0","1","2","","2012-W-7-1-1-80","Cryptophis nigrescens","Eastern Small-eyed Snake",2,"Tin",NA,"Between the sheets"
"2000","site_7-1",2012-07-16,2012,"W",1,"80","2:10","3","0","0","1","2","","2012-W-7-1-1-80","","",0,"Sleepers",NA,""
"2001","site_7-1",2012-07-16,2012,"W",1,"INC","2:20","3","0","0","2","2","","2012-W-7-1-1-INC","","",0,"",NA,""
"952","site_1-44",2012-07-17,2012,"W",1,"20","6:05","2","1","0","0","1","","2012-W-1-44-1-20","","",0,"Sleepers",NA,""
"952","site_1-44",2012-07-17,2012,"W",1,"20","6:05","2","1","0","0","1","","2012-W-1-44-1-20","","",0,"Tiles",NA,""
"952","site_1-44",2012-07-17,2012,"W",1,"20","6:05","2","1","0","0","1","","2012-W-1-44-1-20","","",0,"Tin",NA,""
"953","site_1-44",2012-07-17,2012,"W",1,"80","6:12","2","1","0","0","2","","2012-W-1-44-1-80","Cryptophis nigrescens","Eastern Small-eyed Snake",1,"Tin",NA,"Between tins"
"953","site_1-44",2012-07-17,2012,"W",1,"80","6:12","2","1","0","0","2","","2012-W-1-44-1-80","","",0,"Tiles",NA,""
"953","site_1-44",2012-07-17,2012,"W",1,"80","6:12","2","1","0","0","2","","2012-W-1-44-1-80","","",0,"Sleepers",NA,""
"954","site_1-44",2012-07-17,2012,"W",1,"INC","6:05","2","1","0",NA,NA,"","2012-W-1-44-1-INC","","",0,"",NA,""
"1963","site_6-94",2012-07-17,2012,"W",1,"20","3:20","2","0","0","0","2","","2012-W-6-94-1-20","Cryptophis nigrescens","Eastern Small-eyed Snake",2,"Tin",NA,"1 under , 1 between sheets"
"1963","site_6-94",2012-07-17,2012,"W",1,"20","3:20","2","0","0","0","2","","2012-W-6-94-1-20","","",0,"Sleepers",NA,""
"1963","site_6-94",2012-07-17,2012,"W",1,"20","3:20","2","0","0","0","2","","2012-W-6-94-1-20","","",0,"Tiles",NA,""
"1964","site_6-94",2012-07-17,2012,"W",1,"80","3:10","2","0","0","2","1","","2012-W-6-94-1-80","","",0,"Tiles",NA,""
"1964","site_6-94",2012-07-17,2012,"W",1,"80","3:10","2","0","0","2","1","","2012-W-6-94-1-80","","",0,"Sleepers",NA,""
"1964","site_6-94",2012-07-17,2012,"W",1,"80","3:10","2","0","0","2","1","","2012-W-6-94-1-80","","",0,"Tin",NA,""
"1965","site_6-94",2012-07-17,2012,"W",1,"INC","3:10","2","0","0","0","2","","2012-W-6-94-1-INC","","",0,"",NA,""
"2023","site_7-46",2012-07-17,2012,"W",1,"20","0:10","2","1","0","3","2","","2012-W-7-46-1-20","","",0,"Tiles",NA,""
"2023","site_7-46",2012-07-17,2012,"W",1,"20","0:10","2","1","0","3","2","","2012-W-7-46-1-20","Lampropholis delicata","Delicate Skink",1,"Tin",NA,""
"2023","site_7-46",2012-07-17,2012,"W",1,"20","0:10","2","1","0","3","2","","2012-W-7-46-1-20","Crinia signifera","Brown Froglet",1,"Sleepers",NA,""
"2024","site_7-46",2012-07-17,2012,"W",1,"80","0:20","2","1","0","2","3","","2012-W-7-46-1-80","Lampropholis delicata","Delicate Skink",1,"Tin",NA,"between sheets"
"2024","site_7-46",2012-07-17,2012,"W",1,"80","0:20","2","1","0","2","3","","2012-W-7-46-1-80","Lampropholis delicata","Delicate Skink",1,"Tiles",NA,""
"2024","site_7-46",2012-07-17,2012,"W",1,"80","0:20","2","1","0","2","3","","2012-W-7-46-1-80","","",0,"Sleepers",NA,""
"2024","site_7-46",2012-07-17,2012,"W",1,"80","0:20","2","1","0","2","3","","2012-W-7-46-1-80","Lampropholis delicata","Delicate Skink",1,"Tin",NA,"under sheets"
"2025","site_7-46",2012-07-17,2012,"W",1,"INC","0:10","2","1","0","3","2","","2012-W-7-46-1-INC","","",0,"",NA,""
"2104","site_10-18",2012-07-18,2012,"W",1,"20","0:25","2","1","0","0","1","","2012-W-10-18-1-20","Ctenotus taeniolatus","Copper-tailed Skink",1,"Tiles",NA,""
"2104","site_10-18",2012-07-18,2012,"W",1,"20","0:25","2","1","0","0","1","","2012-W-10-18-1-20","","",0,"Tin",NA,""
"2104","site_10-18",2012-07-18,2012,"W",1,"20","0:25","2","1","0","0","1","","2012-W-10-18-1-20","","",0,"Sleepers",NA,""
"2105","site_10-18",2012-07-18,2012,"W",1,"80","0:28","2","1","0","0","0","","2012-W-10-18-1-80","","",0,"Sleepers",NA,""
"2105","site_10-18",2012-07-18,2012,"W",1,"80","0:28","2","1","0","0","0","","2012-W-10-18-1-80","","",0,"Tin",NA,""
"2105","site_10-18",2012-07-18,2012,"W",1,"80","0:28","2","1","0","0","0","","2012-W-10-18-1-80","","",0,"Tiles",NA,""
"2106","site_10-18",2012-07-18,2012,"W",1,"INC","0:28","2","1","0","0","1","","2012-W-10-18-1-INC","","",0,"",NA,""
"1939","site_6-13",2012-07-18,2012,"W",1,"20","6:20","1","0","2","0","2","","2012-W-6-13-1-20","","",0,"Sleepers",NA,""
"1939","site_6-13",2012-07-18,2012,"W",1,"20","6:20","1","0","2","0","2","","2012-W-6-13-1-20","Cryptophis nigrescens","Eastern Small-eyed Snake",1,"Tin",NA,"Between sheets"
"1939","site_6-13",2012-07-18,2012,"W",1,"20","6:20","1","0","2","0","2","","2012-W-6-13-1-20","","",0,"Tiles",NA,""
"1940","site_6-13",2012-07-18,2012,"W",1,"80","6:15","1","0","2","0","1","","2012-W-6-13-1-80","Lampropholis delicata","Delicate Skink",1,"Tin",NA,"Between Sheets"
"1940","site_6-13",2012-07-18,2012,"W",1,"80","6:15","1","0","2","0","1","","2012-W-6-13-1-80","","",0,"Sleepers",NA,""
"1940","site_6-13",2012-07-18,2012,"W",1,"80","6:15","1","0","2","0","1","","2012-W-6-13-1-80","Lampropholis delicata","Delicate Skink",1,"Tiles",NA,""
"1941","site_6-13",2012-07-18,2012,"W",1,"INC","6:20","1","0","2","0","2","","2012-W-6-13-1-INC","","",0,"",NA,""
"1984","site_6-149",2012-07-18,2012,"W",1,"20","6:35","1","0","0","0","1","","2012-W-6-149-1-20","","",0,"Tiles",NA,""
"1984","site_6-149",2012-07-18,2012,"W",1,"20","6:35","1","0","0","0","1","","2012-W-6-149-1-20","","",0,"Tin",NA,""
"1984","site_6-149",2012-07-18,2012,"W",1,"20","6:35","1","0","0","0","1","","2012-W-6-149-1-20","","",0,"Sleepers",NA,""
"1985","site_6-149",2012-07-18,2012,"W",1,"80","6:35","1","0","0","0","2","","2012-W-6-149-1-80","","",0,"Tin",NA,""
"1985","site_6-149",2012-07-18,2012,"W",1,"80","6:35","1","0","0","0","2","","2012-W-6-149-1-80","","",0,"Sleepers",NA,""
"1985","site_6-149",2012-07-18,2012,"W",1,"80","6:35","1","0","0","0","2","","2012-W-6-149-1-80","","",0,"Tiles",NA,""
"1986","site_6-149",2012-07-18,2012,"W",1,"INC","6:35","1","0","0","0","1","","2012-W-6-149-1-INC","","",0,"",NA,""
"1987","site_6-152",2012-07-18,2012,"W",1,"20","4:00","2","0","1","0","0","","2012-W-6-152-1-20","","",0,"Tiles",NA,""
"1987","site_6-152",2012-07-18,2012,"W",1,"20","4:00","2","0","1","0","0","","2012-W-6-152-1-20","","",0,"Sleepers",NA,""
"1987","site_6-152",2012-07-18,2012,"W",1,"20","4:00","2","0","1","0","0","","2012-W-6-152-1-20","","",0,"Tin",NA,""
"1988","site_6-152",2012-07-18,2012,"W",1,"80","4:00","2","0","1","0","0","","2012-W-6-152-1-80","","",0,"Sleepers",NA,""
"1988","site_6-152",2012-07-18,2012,"W",1,"80","4:00","2","0","1","0","0","","2012-W-6-152-1-80","","",0,"Tiles",NA,""
"1988","site_6-152",2012-07-18,2012,"W",1,"80","4:00","2","0","1","0","0","","2012-W-6-152-1-80","","",0,"Tin",NA,""
"1989","site_6-152",2012-07-18,2012,"W",1,"INC","4:00","2","0","1","2","0","","2012-W-6-152-1-INC","","",0,"",NA,""
"1942","site_6-30",2012-07-18,2012,"W",1,"20","1:30","1","1","2","2","1","","2012-W-6-30-1-20","","",0,"Tin",NA,""
"1942","site_6-30",2012-07-18,2012,"W",1,"20","1:30","1","1","2","2","1","","2012-W-6-30-1-20","","",0,"Tiles",NA,""
"1942","site_6-30",2012-07-18,2012,"W",1,"20","1:30","1","1","2","2","1","","2012-W-6-30-1-20","","",0,"Sleepers",NA,""
"1943","site_6-30",2012-07-18,2012,"W",1,"80","1:30","1","1","2","2","1","","2012-W-6-30-1-80","","",0,"Tiles",NA,""
"1943","site_6-30",2012-07-18,2012,"W",1,"80","1:30","1","1","2","2","1","","2012-W-6-30-1-80","","",0,"Sleepers",NA,""
"1943","site_6-30",2012-07-18,2012,"W",1,"80","1:30","1","1","2","2","1","","2012-W-6-30-1-80","","",0,"Tin",NA,""
"1944","site_6-30",2012-07-18,2012,"W",1,"INC","1:30","1","1","2","2","1","","2012-W-6-30-1-INC","","",0,"",NA,""
"2026","site_7-47",2012-07-18,2012,"W",1,"20","2:40","2","2","0","0","1","","2012-W-7-47-1-20","","",0,"Tiles",NA,""
"2026","site_7-47",2012-07-18,2012,"W",1,"20","2:40","2","2","0","0","1","","2012-W-7-47-1-20","","",0,"Tin",NA,""
"2026","site_7-47",2012-07-18,2012,"W",1,"20","2:40","2","2","0","0","1","","2012-W-7-47-1-20","","",0,"Sleepers",NA,""
"2027","site_7-47",2012-07-18,2012,"W",1,"80","2:03","2","2","0","0","1","","2012-W-7-47-1-80","","",0,"Tiles",NA,""
"2027","site_7-47",2012-07-18,2012,"W",1,"80","2:03","2","2","0","0","1","","2012-W-7-47-1-80","","",0,"Sleepers",NA,""
"2027","site_7-47",2012-07-18,2012,"W",1,"80","2:03","2","2","0","0","1","","2012-W-7-47-1-80","","",0,"Tin",NA,""
"2028","site_7-47",2012-07-18,2012,"W",1,"INC","2:40","2","2","0","0","1","","2012-W-7-47-1-INC","","",0,"",NA,""
"1972","site_6-120",2012-07-20,2012,"W",1,"20","4:05","2","1","1","0","1","","2012-W-6-120-1-20","","",0,"Tin",NA,""
"1972","site_6-120",2012-07-20,2012,"W",1,"20","4:05","2","1","1","0","1","","2012-W-6-120-1-20","","",0,"Tiles",NA,""
"1972","site_6-120",2012-07-20,2012,"W",1,"20","4:05","2","1","1","0","1","","2012-W-6-120-1-20","","",0,"Sleepers",NA,""
"1973","site_6-120",2012-07-20,2012,"W",1,"80","4:00","2","1","1","0","2","","2012-W-6-120-1-80","","",0,"Tiles",NA,""
"1973","site_6-120",2012-07-20,2012,"W",1,"80","4:00","2","1","1","0","2","","2012-W-6-120-1-80","","",0,"Sleepers",NA,""
"1973","site_6-120",2012-07-20,2012,"W",1,"80","4:00","2","1","1","0","2","","2012-W-6-120-1-80","","",0,"Tin",NA,""
"1974","site_6-120",2012-07-20,2012,"W",1,"INC","4:05","2","1","1","0","1","","2012-W-6-120-1-INC","","",0,"",NA,""
"1948","site_6-45",2012-07-20,2012,"W",1,"20","0:25","1","1","0","1","1","","2012-W-6-45-1-20","","",0,"Sleepers",NA,""
"1948","site_6-45",2012-07-20,2012,"W",1,"20","0:25","1","1","0","1","1","","2012-W-6-45-1-20","","",0,"Tin",NA,""
"1948","site_6-45",2012-07-20,2012,"W",1,"20","0:25","1","1","0","1","1","","2012-W-6-45-1-20","","",0,"Tiles",NA,""
"1949","site_6-45",2012-07-20,2012,"W",1,"80","0:25","1","1","0","1","1","","2012-W-6-45-1-80","","",0,"Sleepers",NA,""
"1949","site_6-45",2012-07-20,2012,"W",1,"80","0:25","1","1","0","1","1","","2012-W-6-45-1-80","","",0,"Tin",NA,""
"1949","site_6-45",2012-07-20,2012,"W",1,"80","0:25","1","1","0","1","1","","2012-W-6-45-1-80","","",0,"Tiles",NA,""
"1950","site_6-45",2012-07-20,2012,"W",1,"INC","0:25","1","1","0","1","1","","2012-W-6-45-1-INC","","",0,"",NA,""
"2011","site_7-20",2012-07-20,2012,"W",1,"20","1:53","2","1","0","2","3","","2012-W-7-20-1-20","","",0,"Tiles",NA,""
"2011","site_7-20",2012-07-20,2012,"W",1,"20","1:53","2","1","0","2","3","","2012-W-7-20-1-20","","",0,"Tin",NA,""
"2011","site_7-20",2012-07-20,2012,"W",1,"20","1:53","2","1","0","2","3","","2012-W-7-20-1-20","","",0,"Sleepers",NA,""
"2012","site_7-20",2012-07-20,2012,"W",1,"80","1:50","2","1","0","3","3","","2012-W-7-20-1-80","","",0,"Tin",NA,""
"2012","site_7-20",2012-07-20,2012,"W",1,"80","1:50","2","1","0","3","3","","2012-W-7-20-1-80","","",0,"Tiles",NA,""
"2012","site_7-20",2012-07-20,2012,"W",1,"80","1:50","2","1","0","3","3","","2012-W-7-20-1-80","Lampropholis delicata","Delicate Skink",1,"Sleepers",NA,""
"2013","site_7-20",2012-07-20,2012,"W",1,"INC","1:53","2","1","0","2","3","","2012-W-7-20-1-INC","","",0,"",NA,""
"925","site_1-32",2012-07-30,2012,"W",1,"20","5:20","1","3","0","3","0","","2012-W-1-32-1-20","","",0,"Sleepers",NA,""
"925","site_1-32",2012-07-30,2012,"W",1,"20","5:20","1","3","0","3","0","","2012-W-1-32-1-20","","",0,"Tin",NA,""
"925","site_1-32",2012-07-30,2012,"W",1,"20","5:20","1","3","0","3","0","","2012-W-1-32-1-20","","",0,"Tiles",NA,""
"926","site_1-32",2012-07-30,2012,"W",1,"80","5:15","1","3","0","2","0","","2012-W-1-32-1-80","","",0,"Tin",NA,""
"926","site_1-32",2012-07-30,2012,"W",1,"80","5:15","1","3","0","2","0","","2012-W-1-32-1-80","","",0,"Sleepers",NA,""
"926","site_1-32",2012-07-30,2012,"W",1,"80","5:15","1","3","0","2","0","","2012-W-1-32-1-80","","",0,"Tiles",NA,""
"927","site_1-32",2012-07-30,2012,"W",1,"INC","5:15","1","3","0",NA,NA,"","2012-W-1-32-1-INC","","",0,"",NA,""
"949","site_1-43",2012-07-30,2012,"W",1,"20","2:30","1","3","1","3","0","","2012-W-1-43-1-20","","",0,"Tin",NA,""
"949","site_1-43",2012-07-30,2012,"W",1,"20","2:30","1","3","1","3","0","","2012-W-1-43-1-20","","",0,"Tiles",NA,""
"949","site_1-43",2012-07-30,2012,"W",1,"20","2:30","1","3","1","3","0","","2012-W-1-43-1-20","","",0,"Sleepers",NA,""
"950","site_1-43",2012-07-30,2012,"W",1,"80","2:35","1","3","1","3","0","","2012-W-1-43-1-80","","",0,"Sleepers",NA,""
"950","site_1-43",2012-07-30,2012,"W",1,"80","2:35","1","3","1","3","0","","2012-W-1-43-1-80","","",0,"Tin",NA,""
"950","site_1-43",2012-07-30,2012,"W",1,"80","2:35","1","3","1","3","0","","2012-W-1-43-1-80","","",0,"Tiles",NA,""
"951","site_1-43",2012-07-30,2012,"W",1,"INC","2:30","1","3","1",NA,NA,"","2012-W-1-43-1-INC","","",0,"",NA,""
"886","site_1-4",2012-07-31,2012,"W",1,"20","7:10","1","3","0","1","0","","2012-W-1-4-1-20","","",0,"Tin",NA,""
"886","site_1-4",2012-07-31,2012,"W",1,"20","7:10","1","3","0","1","0","","2012-W-1-4-1-20","","",0,"Tiles",NA,""
"886","site_1-4",2012-07-31,2012,"W",1,"20","7:10","1","3","0","1","0","","2012-W-1-4-1-20","","",0,"Sleepers",NA,""
"887","site_1-4",2012-07-31,2012,"W",1,"80","7:00","1","3","0","1","0","","2012-W-1-4-1-80","","",0,"Tin",NA,""
"887","site_1-4",2012-07-31,2012,"W",1,"80","7:00","1","3","0","1","0","","2012-W-1-4-1-80","Pseudophryne bibronii","Bibron's Toadlet",2,"Tiles",NA,""
"887","site_1-4",2012-07-31,2012,"W",1,"80","7:00","1","3","0","1","0","","2012-W-1-4-1-80","Pseudophryne bibronii","Bibron's Toadlet",1,"Sleepers",NA,""
"888","site_1-4",2012-07-31,2012,"W",1,"INC","7:00","1","3","0",NA,NA,"","2012-W-1-4-1-INC","","",0,"",NA,""
"937","site_1-37",2012-08-01,2012,"W",1,"20","3:45","2","0","0","1","1","","2012-W-1-37-1-20","","",0,"Tiles",NA,""
"937","site_1-37",2012-08-01,2012,"W",1,"20","3:45","2","0","0","1","1","","2012-W-1-37-1-20","","",0,"Tin",NA,""
"937","site_1-37",2012-08-01,2012,"W",1,"20","3:45","2","0","0","1","1","","2012-W-1-37-1-20","","",0,"Sleepers",NA,""
"938","site_1-37",2012-08-01,2012,"W",1,"80","3:40","2","0","0","1","0","","2012-W-1-37-1-80","","",0,"Sleepers",NA,""
"938","site_1-37",2012-08-01,2012,"W",1,"80","3:40","2","0","0","1","0","","2012-W-1-37-1-80","","",0,"Tiles",NA,""
"938","site_1-37",2012-08-01,2012,"W",1,"80","3:40","2","0","0","1","0","","2012-W-1-37-1-80","","",0,"Tin",NA,""
"939","site_1-37",2012-08-01,2012,"W",1,"INC","3:40","2","0","0",NA,NA,"","2012-W-1-37-1-INC","","",0,"",NA,""
"1915","site_4-24",2012-08-01,2012,"W",1,"20","1:00","1","3","2","1","0","","2012-W-4-24-1-20","","",0,"Tin",NA,""
"1915","site_4-24",2012-08-01,2012,"W",1,"20","1:00","1","3","2","1","0","","2012-W-4-24-1-20","","",0,"Sleepers",NA,""
"1915","site_4-24",2012-08-01,2012,"W",1,"20","1:00","1","3","2","1","0","","2012-W-4-24-1-20","","",0,"Tiles",NA,""
"1916","site_4-24",2012-08-01,2012,"W",1,"80","2:55","1","3","2","1","0","","2012-W-4-24-1-80","","",0,"Tiles",NA,""
"1916","site_4-24",2012-08-01,2012,"W",1,"80","2:55","1","3","2","1","0","","2012-W-4-24-1-80","","",0,"Sleepers",NA,""
"1916","site_4-24",2012-08-01,2012,"W",1,"80","2:55","1","3","2","1","0","","2012-W-4-24-1-80","","",0,"Tin",NA,""
"1917","site_4-24",2012-08-01,2012,"W",1,"INC","1:00","1","3","2","1","0","","2012-W-4-24-1-INC","","",0,"",NA,""
"1927","site_4-D",2012-08-01,2012,"W",1,"20","0:45","1","3","0","0","0","","2012-W-4-D-1-20","","",0,"Tiles",NA,""
"1927","site_4-D",2012-08-01,2012,"W",1,"20","0:45","1","3","0","0","0","","2012-W-4-D-1-20","","",0,"Tin",NA,""
"1927","site_4-D",2012-08-01,2012,"W",1,"20","0:45","1","3","0","0","0","","2012-W-4-D-1-20","","",0,"Sleepers",NA,""
"1928","site_4-D",2012-08-01,2012,"W",1,"80","0:50","1","3","0","0","0","","2012-W-4-D-1-80","","",0,"Sleepers",NA,""
"1928","site_4-D",2012-08-01,2012,"W",1,"80","0:50","1","3","0","0","0","","2012-W-4-D-1-80","","",0,"Tin",NA,""
"1928","site_4-D",2012-08-01,2012,"W",1,"80","0:50","1","3","0","0","0","","2012-W-4-D-1-80","Pseudophryne bibronii","Bibron's Toadlet",2,"Tiles",NA,"Cold Frogs"
"1929","site_4-D",2012-08-01,2012,"W",1,"INC","0:45","1","3","0","0","0","","2012-W-4-D-1-INC","","",0,"",NA,""
"913","site_1-10",2012-08-02,2012,"W",1,"20","5:05","1","3","0","2","0","","2012-W-1-10-1-20","","",0,"Tin",NA,""
"913","site_1-10",2012-08-02,2012,"W",1,"20","5:05","1","3","0","2","0","","2012-W-1-10-1-20","","",0,"Tiles",NA,""
"913","site_1-10",2012-08-02,2012,"W",1,"20","5:05","1","3","0","2","0","","2012-W-1-10-1-20","","",0,"Sleepers",NA,""
"914","site_1-10",2012-08-02,2012,"W",1,"80","5:00","1","3","0","2","0","","2012-W-1-10-1-80","","",0,"Tiles",NA,""
"914","site_1-10",2012-08-02,2012,"W",1,"80","5:00","1","3","0","2","0","","2012-W-1-10-1-80","","",0,"Tin",NA,""
"914","site_1-10",2012-08-02,2012,"W",1,"80","5:00","1","3","0","2","0","","2012-W-1-10-1-80","","",0,"Sleepers",NA,""
"915","site_1-10",2012-08-02,2012,"W",1,"INC","5:00","1","3","0",NA,NA,"","2012-W-1-10-1-INC","","",0,"",NA,""
"958","site_1-46",2012-08-02,2012,"W",1,"20","4:55","2","0","0","0","1","","2012-W-1-46-1-20","","",0,"Tiles",NA,""
"958","site_1-46",2012-08-02,2012,"W",1,"20","4:55","2","0","0","0","1","","2012-W-1-46-1-20","","",0,"Sleepers",NA,""
"958","site_1-46",2012-08-02,2012,"W",1,"20","4:55","2","0","0","0","1","","2012-W-1-46-1-20","Lampropholis delicata","Delicate Skink",1,"Tin",NA,""
"959","site_1-46",2012-08-02,2012,"W",1,"80","4:40","2","0","0","1","1","","2012-W-1-46-1-80","","",0,"Sleepers",NA,""
"959","site_1-46",2012-08-02,2012,"W",1,"80","4:40","2","0","0","1","1","","2012-W-1-46-1-80","","",0,"Tin",NA,""
"959","site_1-46",2012-08-02,2012,"W",1,"80","4:40","2","0","0","1","1","","2012-W-1-46-1-80","","",0,"Tiles",NA,""
"960","site_1-46",2012-08-02,2012,"W",1,"INC","4:40","2","0","0",NA,NA,"","2012-W-1-46-1-INC","","",0,"",NA,""
"898","site_1-7",2012-08-02,2012,"W",1,"20","2:35","2","2","0","2","0","","2012-W-1-7-1-20","","",0,"Sleepers",NA,""
"898","site_1-7",2012-08-02,2012,"W",1,"20","2:35","2","2","0","2","0","","2012-W-1-7-1-20","","",0,"Tiles",NA,""
"898","site_1-7",2012-08-02,2012,"W",1,"20","2:35","2","2","0","2","0","","2012-W-1-7-1-20","","",0,"Tin",NA,""
"899","site_1-7",2012-08-02,2012,"W",1,"80","2:35","2","2","0","2","0","","2012-W-1-7-1-80","","",0,"Tiles",NA,""
"899","site_1-7",2012-08-02,2012,"W",1,"80","2:35","2","2","0","2","0","","2012-W-1-7-1-80","","",0,"Tin",NA,""
"899","site_1-7",2012-08-02,2012,"W",1,"80","2:35","2","2","0","2","0","","2012-W-1-7-1-80","","",0,"Sleepers",NA,""
"900","site_1-7",2012-08-02,2012,"W",1,"INC","2:35","2","2","0",NA,NA,"","2012-W-1-7-1-INC","","",0,"",NA,""
"1918","site_4-33",2012-08-02,2012,"W",1,"20","3:40","2","0","0","1","0","","2012-W-4-33-1-20","","",0,"Tiles",NA,""
"1918","site_4-33",2012-08-02,2012,"W",1,"20","3:40","2","0","0","1","0","","2012-W-4-33-1-20","","",0,"Sleepers",NA,""
"1918","site_4-33",2012-08-02,2012,"W",1,"20","3:40","2","0","0","1","0","","2012-W-4-33-1-20","","",0,"Tin",NA,""
"1919","site_4-33",2012-08-02,2012,"W",1,"80","3:40","2","0","0","1","0","","2012-W-4-33-1-80","","",0,"Sleepers",NA,""
"1919","site_4-33",2012-08-02,2012,"W",1,"80","3:40","2","0","0","1","0","","2012-W-4-33-1-80","","",0,"Tin",NA,""
"1919","site_4-33",2012-08-02,2012,"W",1,"80","3:40","2","0","0","1","0","","2012-W-4-33-1-80","","",0,"Tiles",NA,""
"1920","site_4-33",2012-08-02,2012,"W",1,"INC","3:40","2","0","0","1","0","","2012-W-4-33-1-INC","","",0,"",NA,""
"1906","site_4-4",2012-08-02,2012,"W",1,"20","2:30","2","2","0","2","0","","2012-W-4-4-1-20","Lampropholis delicata","Delicate Skink",1,"Tin",NA,"Between sheets"
"1906","site_4-4",2012-08-02,2012,"W",1,"20","2:30","2","2","0","2","0","","2012-W-4-4-1-20","","",0,"Tiles",NA,""
"1906","site_4-4",2012-08-02,2012,"W",1,"20","2:30","2","2","0","2","0","","2012-W-4-4-1-20","","",0,"Sleepers",NA,""
"1907","site_4-4",2012-08-02,2012,"W",1,"80","2:15","2","2","0","2","0","","2012-W-4-4-1-80","","",0,"Tiles",NA,""
"1907","site_4-4",2012-08-02,2012,"W",1,"80","2:15","2","2","0","2","0","","2012-W-4-4-1-80","","",0,"Sleepers",NA,""
"1907","site_4-4",2012-08-02,2012,"W",1,"80","2:15","2","2","0","2","0","","2012-W-4-4-1-80","Lampropholis delicata","Delicate Skink",3,"Tin",NA,"Between sheets"
"1908","site_4-4",2012-08-02,2012,"W",1,"INC","2:30","2","2","0","2","0","","2012-W-4-4-1-INC","","",0,"",NA,""
"895","site_1-6",2012-08-03,2012,"W",1,"20","1:15","2","1","0","2","0","","2012-W-1-6-1-20","","",0,"Sleepers",NA,""
"895","site_1-6",2012-08-03,2012,"W",1,"20","1:15","2","1","0","2","0","","2012-W-1-6-1-20","","",0,"Tin",NA,""
"895","site_1-6",2012-08-03,2012,"W",1,"20","1:15","2","1","0","2","0","","2012-W-1-6-1-20","","",0,"Tiles",NA,""
"896","site_1-6",2012-08-03,2012,"W",1,"80","1:15","2","1","0","2","0","","2012-W-1-6-1-80","","",0,"Tin",NA,""
"896","site_1-6",2012-08-03,2012,"W",1,"80","1:15","2","1","0","2","0","","2012-W-1-6-1-80","","",0,"Tiles",NA,""
"896","site_1-6",2012-08-03,2012,"W",1,"80","1:15","2","1","0","2","0","","2012-W-1-6-1-80","","",0,"Sleepers",NA,""
"897","site_1-6",2012-08-03,2012,"W",1,"INC","1:15","2","1","0",NA,NA,"","2012-W-1-6-1-INC","","",0,"",NA,""
"2122","site_12-28",2012-08-03,2012,"W",1,"20","3:40","2","0","0","2","3","","2012-W-12-28-1-20","Litoria peronii","Peron's Tree Frog",1,"Tiles",NA,""
"2122","site_12-28",2012-08-03,2012,"W",1,"20","3:40","2","0","0","2","3","","2012-W-12-28-1-20","","",0,"Sleepers",NA,""
"2122","site_12-28",2012-08-03,2012,"W",1,"20","3:40","2","0","0","2","3","","2012-W-12-28-1-20","Lampropholis delicata","Delicate Skink",4,"Tiles",NA,""
"2122","site_12-28",2012-08-03,2012,"W",1,"20","3:40","2","0","0","2","3","","2012-W-12-28-1-20","","",0,"Tin",NA,""
"2123","site_12-28",2012-08-03,2012,"W",1,"80","3:47","2","0","0","0","1","","2012-W-12-28-1-80","","",0,"Tiles",NA,""
"2123","site_12-28",2012-08-03,2012,"W",1,"80","3:47","2","0","0","0","1","","2012-W-12-28-1-80","","",0,"Tin",NA,""
"2123","site_12-28",2012-08-03,2012,"W",1,"80","3:47","2","0","0","0","1","","2012-W-12-28-1-80","","",0,"Sleepers",NA,""
