"id","site_code","date","year","season","survey_day","plot_distance","start_time","temperature","wind","cloud","soil_moisture","external_grass_cover","a_herp_visit_table_comments","visit_code","scientific_name","common_name","abundance","cover","gravid","a_herp_data_table_comments"
"2596","site_9-8",2012-12-14,2012,"Sm",1,"20","6:50","3","2","3","1","1","","2012-Sm-9-8-1-20","","",0,"Tiles",NA,""
"2596","site_9-8",2012-12-14,2012,"Sm",1,"20","6:50","3","2","3","1","1","","2012-Sm-9-8-1-20","","",0,"Sleepers",NA,""
"2596","site_9-8",2012-12-14,2012,"Sm",1,"20","6:50","3","2","3","1","1","","2012-Sm-9-8-1-20","","",0,"Tin",NA,""
"2597","site_9-8",2012-12-14,2012,"Sm",1,"80","6:40","3","2","3","1","1","","2012-Sm-9-8-1-80","","",0,"Tin",NA,""
"2597","site_9-8",2012-12-14,2012,"Sm",1,"80","6:40","3","2","3","1","1","","2012-Sm-9-8-1-80","","",0,"Sleepers",NA,""
"2597","site_9-8",2012-12-14,2012,"Sm",1,"80","6:40","3","2","3","1","1","","2012-Sm-9-8-1-80","Acritoscincus platynotus","Red-throated Skink",2,"Tiles",NA,""
"2598","site_9-8",2012-12-14,2012,"Sm",1,"INC","6:50","3","2","3","1","1","","2012-Sm-9-8-1-INC","","",0,"",NA,""
"2161","site_1-10",2012-12-15,2012,"Sm",2,"20","6:55","2","1","3","0","0","","2012-Sm-1-10-2-20","","",0,"Tiles",NA,""
"2161","site_1-10",2012-12-15,2012,"Sm",2,"20","6:55","2","1","3","0","0","","2012-Sm-1-10-2-20","","",0,"Tin",NA,""
"2161","site_1-10",2012-12-15,2012,"Sm",2,"20","6:55","2","1","3","0","0","","2012-Sm-1-10-2-20","","",0,"Sleepers",NA,""
"2162","site_1-10",2012-12-15,2012,"Sm",2,"80","6:46","2","1","3","0","0","","2012-Sm-1-10-2-80","","",0,"Sleepers",NA,""
"2162","site_1-10",2012-12-15,2012,"Sm",2,"80","6:46","2","1","3","0","0","","2012-Sm-1-10-2-80","","",0,"Tin",NA,""
"2162","site_1-10",2012-12-15,2012,"Sm",2,"80","6:46","2","1","3","0","0","","2012-Sm-1-10-2-80","","",0,"Tiles",NA,""
"2163","site_1-10",2012-12-15,2012,"Sm",2,"INC","6:55","2","1","3","0","0","","2012-Sm-1-10-2-INC","","",0,"",NA,""
"2170","site_1-25",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","1","No time stated","2012-Sm-1-25-2-20","","",0,"Tiles",NA,""
"2170","site_1-25",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","1","No time stated","2012-Sm-1-25-2-20","","",0,"Sleepers",NA,""
"2170","site_1-25",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","1","No time stated","2012-Sm-1-25-2-20","","",0,"Tin",NA,""
"2171","site_1-25",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","1","No time stated","2012-Sm-1-25-2-80","","",0,"Tin",NA,""
"2171","site_1-25",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","1","No time stated","2012-Sm-1-25-2-80","","",0,"Sleepers",NA,""
"2171","site_1-25",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","1","No time stated","2012-Sm-1-25-2-80","","",0,"Tiles",NA,""
"2172","site_1-25",2012-12-15,2012,"Sm",2,"INC","","2","2","3","1","2","No time stated","2012-Sm-1-25-2-INC","","",0,"",NA,""
"2179","site_1-33",2012-12-15,2012,"Sm",2,"20","8:20","2","0","3","1","1","","2012-Sm-1-33-2-20","","",0,"Sleepers",NA,""
"2179","site_1-33",2012-12-15,2012,"Sm",2,"20","8:20","2","0","3","1","1","","2012-Sm-1-33-2-20","Cryptophis nigrescens","Eastern Small-eyed Snake",1,"Tin",NA,"Between tin"
"2179","site_1-33",2012-12-15,2012,"Sm",2,"20","8:20","2","0","3","1","1","","2012-Sm-1-33-2-20","","",0,"Tiles",NA,""
"2180","site_1-33",2012-12-15,2012,"Sm",2,"80","8:12","2","0","3","0","0","","2012-Sm-1-33-2-80","","",0,"Sleepers",NA,""
"2180","site_1-33",2012-12-15,2012,"Sm",2,"80","8:12","2","0","3","0","0","","2012-Sm-1-33-2-80","Lampropholis delicata","Delicate Skink",2,"Tin",NA,""
"2180","site_1-33",2012-12-15,2012,"Sm",2,"80","8:12","2","0","3","0","0","","2012-Sm-1-33-2-80","","",0,"Tiles",NA,""
"2181","site_1-33",2012-12-15,2012,"Sm",2,"INC","8:20","2","0","3","1","1","","2012-Sm-1-33-2-INC","","",0,"",NA,""
"2215","site_1-48",2012-12-15,2012,"Sm",2,"20","8:10","2","1","3","1","2","","2012-Sm-1-48-2-20","","",0,"Sleepers",NA,""
"2215","site_1-48",2012-12-15,2012,"Sm",2,"20","8:10","2","1","3","1","2","","2012-Sm-1-48-2-20","","",0,"Tiles",NA,""
"2215","site_1-48",2012-12-15,2012,"Sm",2,"20","8:10","2","1","3","1","2","","2012-Sm-1-48-2-20","","",0,"Tin",NA,""
"2216","site_1-48",2012-12-15,2012,"Sm",2,"80","8:05","2","1","3","1","2","","2012-Sm-1-48-2-80","","",0,"Tin",NA,""
"2216","site_1-48",2012-12-15,2012,"Sm",2,"80","8:05","2","1","3","1","2","","2012-Sm-1-48-2-80","","",0,"Tiles",NA,""
"2216","site_1-48",2012-12-15,2012,"Sm",2,"80","8:05","2","1","3","1","2","","2012-Sm-1-48-2-80","","",0,"Sleepers",NA,""
"2217","site_1-48",2012-12-15,2012,"Sm",2,"INC","8:10","2","1","3","1","2","","2012-Sm-1-48-2-INC","","",0,"",NA,""
"2233","site_1-50",2012-12-15,2012,"Sm",2,"20","8:22","1","2","2","0","0","","2012-Sm-1-50-2-20","","",0,"Tiles",NA,""
"2233","site_1-50",2012-12-15,2012,"Sm",2,"20","8:22","1","2","2","0","0","","2012-Sm-1-50-2-20","","",0,"Sleepers",NA,""
"2233","site_1-50",2012-12-15,2012,"Sm",2,"20","8:22","1","2","2","0","0","","2012-Sm-1-50-2-20","","",0,"Tin",NA,""
"2234","site_1-50",2012-12-15,2012,"Sm",2,"80","8:30","1","2","2","0","0","","2012-Sm-1-50-2-80","","",0,"Tiles",NA,""
"2234","site_1-50",2012-12-15,2012,"Sm",2,"80","8:30","1","2","2","0","0","","2012-Sm-1-50-2-80","","",0,"Sleepers",NA,""
"2234","site_1-50",2012-12-15,2012,"Sm",2,"80","8:30","1","2","2","0","0","","2012-Sm-1-50-2-80","","",0,"Tin",NA,""
"2235","site_1-50",2012-12-15,2012,"Sm",2,"INC","8:22","1","2","2","0","0","","2012-Sm-1-50-2-INC","","",0,"",NA,""
"2143","site_1-8",2012-12-15,2012,"Sm",2,"20","7:15","2","2","3","1","2","","2012-Sm-1-8-2-20","","",0,"Sleepers",NA,""
"2143","site_1-8",2012-12-15,2012,"Sm",2,"20","7:15","2","2","3","1","2","","2012-Sm-1-8-2-20","Cryptophis nigrescens","Eastern Small-eyed Snake",1,"Tiles",NA,""
"2143","site_1-8",2012-12-15,2012,"Sm",2,"20","7:15","2","2","3","1","2","","2012-Sm-1-8-2-20","","",0,"Tin",NA,""
"2144","site_1-8",2012-12-15,2012,"Sm",2,"80","7:20","2","2","3","2","2","","2012-Sm-1-8-2-80","","",0,"Tin",NA,""
"2144","site_1-8",2012-12-15,2012,"Sm",2,"80","7:20","2","2","3","2","2","","2012-Sm-1-8-2-80","Lampropholis delicata","Delicate Skink",1,"Tiles",NA,""
"2144","site_1-8",2012-12-15,2012,"Sm",2,"80","7:20","2","2","3","2","2","","2012-Sm-1-8-2-80","","",0,"Sleepers",NA,""
"2145","site_1-8",2012-12-15,2012,"Sm",2,"INC","7:20","2","2","3","1","2","","2012-Sm-1-8-2-INC","","",0,"",NA,""
"2635","site_10-32",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-10-32-2-20","","",0,"Tin",NA,""
"2635","site_10-32",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-10-32-2-20","","",0,"Sleepers",NA,""
"2635","site_10-32",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-10-32-2-20","Pseudophryne bibronii","Bibron's Toadlet",1,"Tiles",NA,""
"2636","site_10-32",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded","2012-Sm-10-32-2-80","","",0,"Tin",NA,""
"2636","site_10-32",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded","2012-Sm-10-32-2-80","","",0,"Tiles",NA,""
"2636","site_10-32",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded","2012-Sm-10-32-2-80","","",0,"Sleepers",NA,""
"2637","site_10-32",2012-12-15,2012,"Sm",2,"INC","","2","2","3","1","2","time not recorded","2012-Sm-10-32-2-INC","","",0,"",NA,""
"2644","site_10-38",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded …Raining","2012-Sm-10-38-2-20","","",0,"Tin",NA,""
"2644","site_10-38",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded …Raining","2012-Sm-10-38-2-20","","",0,"Sleepers",NA,""
"2644","site_10-38",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded …Raining","2012-Sm-10-38-2-20","","",0,"Tiles",NA,""
"2645","site_10-38",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded …Raining","2012-Sm-10-38-2-80","","",0,"Tin",NA,""
"2645","site_10-38",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded …Raining","2012-Sm-10-38-2-80","","",0,"Tiles",NA,""
"2645","site_10-38",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded …Raining","2012-Sm-10-38-2-80","","",0,"Sleepers",NA,""
"2646","site_10-38",2012-12-15,2012,"Sm",2,"INC","","2","2","3","1","2","time not recorded …Raining","2012-Sm-10-38-2-INC","","",0,"",NA,""
"2617","site_10-7",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-10-7-2-20","","",0,"Tin",NA,""
"2617","site_10-7",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-10-7-2-20","","",0,"Tiles",NA,""
"2617","site_10-7",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-10-7-2-20","","",0,"Sleepers",NA,""
"2618","site_10-7",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded","2012-Sm-10-7-2-80","","",0,"Tiles",NA,""
"2618","site_10-7",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded","2012-Sm-10-7-2-80","","",0,"Sleepers",NA,""
"2618","site_10-7",2012-12-15,2012,"Sm",2,"80","","2","2","3","1","2","time not recorded","2012-Sm-10-7-2-80","","",0,"Tin",NA,""
"2619","site_10-7",2012-12-15,2012,"Sm",2,"INC","","2","2","3","1","2","time not recorded","2012-Sm-10-7-2-INC","","",0,"",NA,""
"2317","site_2-12",2012-12-15,2012,"Sm",2,"20","7:20","2","1","3","0","3","","2012-Sm-2-12-2-20","Lampropholis delicata","Delicate Skink",1,"Tin",NA,""
"2317","site_2-12",2012-12-15,2012,"Sm",2,"20","7:20","2","1","3","0","3","","2012-Sm-2-12-2-20","","",0,"Tiles",NA,""
"2317","site_2-12",2012-12-15,2012,"Sm",2,"20","7:20","2","1","3","0","3","","2012-Sm-2-12-2-20","Lampropholis delicata","Delicate Skink",4,"Sleepers",NA,""
"2318","site_2-12",2012-12-15,2012,"Sm",2,"80","7:23","2","1","3","0","3","","2012-Sm-2-12-2-80","","",0,"Tiles",NA,""
"2318","site_2-12",2012-12-15,2012,"Sm",2,"80","7:23","2","1","3","0","3","","2012-Sm-2-12-2-80","","",0,"Sleepers",NA,""
"2318","site_2-12",2012-12-15,2012,"Sm",2,"80","7:23","2","1","3","0","3","","2012-Sm-2-12-2-80","","",0,"Tin",NA,""
"2319","site_2-12",2012-12-15,2012,"Sm",2,"INC","7:20","2","1","3","0","3","","2012-Sm-2-12-2-INC","","",0,"",NA,""
"2326","site_2-13",2012-12-15,2012,"Sm",2,"20","7:10","1","1","3","1","2","","2012-Sm-2-13-2-20","","",0,"Tiles",NA,""
"2326","site_2-13",2012-12-15,2012,"Sm",2,"20","7:10","1","1","3","1","2","","2012-Sm-2-13-2-20","","",0,"Sleepers",NA,""
"2326","site_2-13",2012-12-15,2012,"Sm",2,"20","7:10","1","1","3","1","2","","2012-Sm-2-13-2-20","","",0,"Tin",NA,""
"2327","site_2-13",2012-12-15,2012,"Sm",2,"80","7:15","1","1","3","1","2","","2012-Sm-2-13-2-80","","",0,"Sleepers",NA,""
"2327","site_2-13",2012-12-15,2012,"Sm",2,"80","7:15","1","1","3","1","2","","2012-Sm-2-13-2-80","","",0,"Tiles",NA,""
"2327","site_2-13",2012-12-15,2012,"Sm",2,"80","7:15","1","1","3","1","2","","2012-Sm-2-13-2-80","","",0,"Tin",NA,""
"2328","site_2-13",2012-12-15,2012,"Sm",2,"INC","7:10","1","1","3","1","2","","2012-Sm-2-13-2-in","","",0,"",NA,""
"2299","site_2-4",2012-12-15,2012,"Sm",2,"20","6:30","2","1","2","1","0","","2012-Sm-2-4-2-20","","",0,"Sleepers",NA,""
"2299","site_2-4",2012-12-15,2012,"Sm",2,"20","6:30","2","1","2","1","0","","2012-Sm-2-4-2-20","","",0,"Tin",NA,""
"2299","site_2-4",2012-12-15,2012,"Sm",2,"20","6:30","2","1","2","1","0","","2012-Sm-2-4-2-20","","",0,"Tiles",NA,""
"2300","site_2-4",2012-12-15,2012,"Sm",2,"80","6:47","2","1","2","1","0","","2012-Sm-2-4-2-80","","",0,"Tin",NA,""
"2300","site_2-4",2012-12-15,2012,"Sm",2,"80","6:47","2","1","2","1","0","","2012-Sm-2-4-2-80","","",0,"Tiles",NA,""
"2300","site_2-4",2012-12-15,2012,"Sm",2,"80","6:47","2","1","2","1","0","","2012-Sm-2-4-2-80","","",0,"Sleepers",NA,""
"2301","site_2-4",2012-12-15,2012,"Sm",2,"INC","6:30","2","1","2","1","0","","2012-Sm-2-4-2-INC","","",0,"",NA,""
"2308","site_2-7",2012-12-15,2012,"Sm",2,"20","6:50","2","1","3","0","1","","2012-Sm-2-7-2-20","Lampropholis delicata","Delicate Skink",1,"Tin",NA,"Between sheets"
"2308","site_2-7",2012-12-15,2012,"Sm",2,"20","6:50","2","1","3","0","1","","2012-Sm-2-7-2-20","","",0,"Tiles",NA,""
"2308","site_2-7",2012-12-15,2012,"Sm",2,"20","6:50","2","1","3","0","1","","2012-Sm-2-7-2-20","Lampropholis delicata","Delicate Skink",1,"Tin",NA,"Under bottom sheet"
"2308","site_2-7",2012-12-15,2012,"Sm",2,"20","6:50","2","1","3","0","1","","2012-Sm-2-7-2-20","","",0,"Sleepers",NA,""
"2309","site_2-7",2012-12-15,2012,"Sm",2,"80","7:00","2","1","3","0","1","","2012-Sm-2-7-2-80","","",0,"Tin",NA,""
"2309","site_2-7",2012-12-15,2012,"Sm",2,"80","7:00","2","1","3","0","1","","2012-Sm-2-7-2-80","","",0,"Sleepers",NA,""
"2309","site_2-7",2012-12-15,2012,"Sm",2,"80","7:00","2","1","3","0","1","","2012-Sm-2-7-2-80","Acritoscincus platynotus","Red-throated Skink",1,"Tiles",NA,""
"2310","site_2-7",2012-12-15,2012,"Sm",2,"INC","6:50","2","1","3","0","1","","2012-Sm-2-7-2-INC","","",0,"",NA,""
"2353","site_4-B",2012-12-15,2012,"Sm",2,"20","","3","1","3","1","1","Time not recorded","2012-Sm-4-B-2-20","","",0,"Tiles",NA,""
"2353","site_4-B",2012-12-15,2012,"Sm",2,"20","","3","1","3","1","1","Time not recorded","2012-Sm-4-B-2-20","","",0,"Sleepers",NA,""
"2353","site_4-B",2012-12-15,2012,"Sm",2,"20","","3","1","3","1","1","Time not recorded","2012-Sm-4-B-2-20","","",0,"Tin",NA,""
"2354","site_4-B",2012-12-15,2012,"Sm",2,"80","","3","1","3","1","1","Time not recorded","2012-Sm-4-B-2-80","","",0,"Tiles",NA,""
"2354","site_4-B",2012-12-15,2012,"Sm",2,"80","","3","1","3","1","1","Time not recorded","2012-Sm-4-B-2-80","","",0,"Tin",NA,""
"2354","site_4-B",2012-12-15,2012,"Sm",2,"80","","3","1","3","1","1","Time not recorded","2012-Sm-4-B-2-80","","",0,"Sleepers",NA,""
"2355","site_4-B",2012-12-15,2012,"Sm",2,"INC","","3","1","3","1","1","Time not recorded","2012-Sm-4-B-2-INC","","",0,"",NA,""
"2416","site_6-109",2012-12-15,2012,"Sm",2,"20","","2","1","3","0","2","time not recorded","2012-Sm-6-109-2-20","","",0,"Tin",NA,""
"2416","site_6-109",2012-12-15,2012,"Sm",2,"20","","2","1","3","0","2","time not recorded","2012-Sm-6-109-2-20","","",0,"Sleepers",NA,""
"2416","site_6-109",2012-12-15,2012,"Sm",2,"20","","2","1","3","0","2","time not recorded","2012-Sm-6-109-2-20","","",0,"Tiles",NA,""
"2417","site_6-109",2012-12-15,2012,"Sm",2,"80","","2","1","3","0","2","time not recorded","2012-Sm-6-109-2-80","","",0,"Tin",NA,""
"2417","site_6-109",2012-12-15,2012,"Sm",2,"80","","2","1","3","0","2","time not recorded","2012-Sm-6-109-2-80","","",0,"Tiles",NA,"No tiles"
"2417","site_6-109",2012-12-15,2012,"Sm",2,"80","","2","1","3","0","2","time not recorded","2012-Sm-6-109-2-80","","",0,"Sleepers",NA,""
"2418","site_6-109",2012-12-15,2012,"Sm",2,"INC","","2","1","3","0","2","time not recorded","2012-Sm-6-109-2-INC","","",0,"",NA,""
"2425","site_6-115",2012-12-15,2012,"Sm",2,"20","","2","2","3","0","1","Time not recorded","2012-Sm-6-115-2-20","","",0,"Tin",NA,""
"2425","site_6-115",2012-12-15,2012,"Sm",2,"20","","2","2","3","0","1","Time not recorded","2012-Sm-6-115-2-20","","",0,"Tiles",NA,""
"2425","site_6-115",2012-12-15,2012,"Sm",2,"20","","2","2","3","0","1","Time not recorded","2012-Sm-6-115-2-20","","",0,"Sleepers",NA,""
"2426","site_6-115",2012-12-15,2012,"Sm",2,"80","","2","2","3","0","1","Time not recorded","2012-Sm-6-115-2-80","","",0,"Tiles",NA,""
"2426","site_6-115",2012-12-15,2012,"Sm",2,"80","","2","2","3","0","1","Time not recorded","2012-Sm-6-115-2-80","Lampropholis delicata","Delicate Skink",1,"Sleepers",NA,""
"2426","site_6-115",2012-12-15,2012,"Sm",2,"80","","2","2","3","0","1","Time not recorded","2012-Sm-6-115-2-80","","",0,"Tin",NA,""
"2427","site_6-115",2012-12-15,2012,"Sm",2,"INC","","2","2","3","0","1","Time not recorded","2012-Sm-6-115-2-INC","","",0,"",NA,""
"2434","site_6-144",2012-12-15,2012,"Sm",2,"20","8:12","1","0","3","0","1","","2012-Sm-6-144-2-20","Lampropholis delicata","Delicate Skink",1,"Tiles",NA,""
"2434","site_6-144",2012-12-15,2012,"Sm",2,"20","8:12","1","0","3","0","1","","2012-Sm-6-144-2-20","","",0,"Sleepers",NA,""
"2434","site_6-144",2012-12-15,2012,"Sm",2,"20","8:12","1","0","3","0","1","","2012-Sm-6-144-2-20","","",0,"Tin",NA,""
"2435","site_6-144",2012-12-15,2012,"Sm",2,"80","8:11","1","0","3","0","1","","2012-Sm-6-144-2-80","","",0,"Tin",NA,""
"2435","site_6-144",2012-12-15,2012,"Sm",2,"80","8:11","1","0","3","0","1","","2012-Sm-6-144-2-80","","",0,"Sleepers",NA,""
"2435","site_6-144",2012-12-15,2012,"Sm",2,"80","8:11","1","0","3","0","1","","2012-Sm-6-144-2-80","","",0,"Tiles",NA,""
"2436","site_6-144",2012-12-15,2012,"Sm",2,"INC","8:12","1","0","3","0","1","","2012-Sm-6-144-2-INC","","",0,"",NA,""
"2461","site_6-157",2012-12-15,2012,"Sm",2,"20","8:55","3","1","3","0","1","","2012-Sm-6-157-2-20","Lampropholis delicata","Delicate Skink",1,"Tiles",NA,""
"2461","site_6-157",2012-12-15,2012,"Sm",2,"20","8:55","3","1","3","0","1","","2012-Sm-6-157-2-20","","",0,"Sleepers",NA,""
"2461","site_6-157",2012-12-15,2012,"Sm",2,"20","8:55","3","1","3","0","1","","2012-Sm-6-157-2-20","","",0,"Tin",NA,""
"2462","site_6-157",2012-12-15,2012,"Sm",2,"80","8:50","3","1","3","0","1","","2012-Sm-6-157-2-80","","",0,"Sleepers",NA,""
"2462","site_6-157",2012-12-15,2012,"Sm",2,"80","8:50","3","1","3","0","1","","2012-Sm-6-157-2-80","","",0,"Tin",NA,""
"2462","site_6-157",2012-12-15,2012,"Sm",2,"80","8:50","3","1","3","0","1","","2012-Sm-6-157-2-80","","",0,"Tiles",NA,""
"2463","site_6-157",2012-12-15,2012,"Sm",2,"INC","8:55","3","1","3","0","1","","2012-Sm-6-157-2-INC","","",0,"",NA,""
"2380","site_6-30",2012-12-15,2012,"Sm",2,"20","6:35","2","1","3","0","1","","2012-Sm-6-30-2-20","","",0,"Tiles",NA,""
"2380","site_6-30",2012-12-15,2012,"Sm",2,"20","6:35","2","1","3","0","1","","2012-Sm-6-30-2-20","","",0,"Sleepers",NA,""
"2380","site_6-30",2012-12-15,2012,"Sm",2,"20","6:35","2","1","3","0","1","","2012-Sm-6-30-2-20","","",0,"Tin",NA,""
"2381","site_6-30",2012-12-15,2012,"Sm",2,"80","6:30","2","1","3","0","1","","2012-Sm-6-30-2-80","","",0,"Tiles",NA,""
"2381","site_6-30",2012-12-15,2012,"Sm",2,"80","6:30","2","1","3","0","1","","2012-Sm-6-30-2-80","","",0,"Tin",NA,""
"2381","site_6-30",2012-12-15,2012,"Sm",2,"80","6:30","2","1","3","0","1","","2012-Sm-6-30-2-80","","",0,"Sleepers",NA,""
"2382","site_6-30",2012-12-15,2012,"Sm",2,"INC","6:35","2","1","3","0","1","","2012-Sm-6-30-2-INC","","",0,"",NA,""
"2452","site_6-54A",2012-12-15,2012,"Sm",2,"20","","2","0","3","0","0","time not recorded","2012-Sm-6-54A-2-20","","",0,"Tin",NA,""
"2452","site_6-54A",2012-12-15,2012,"Sm",2,"20","","2","0","3","0","0","time not recorded","2012-Sm-6-54A-2-20","","",0,"Tiles",NA,""
"2452","site_6-54A",2012-12-15,2012,"Sm",2,"20","","2","0","3","0","0","time not recorded","2012-Sm-6-54A-2-20","","",0,"Sleepers",NA,""
"2453","site_6-54A",2012-12-15,2012,"Sm",2,"80","","2","0","3","0","0","time not recorded","2012-Sm-6-54A-2-80","","",0,"Tiles",NA,""
"2453","site_6-54A",2012-12-15,2012,"Sm",2,"80","","2","0","3","0","0","time not recorded","2012-Sm-6-54A-2-80","","",0,"Sleepers",NA,""
"2453","site_6-54A",2012-12-15,2012,"Sm",2,"80","","2","0","3","0","0","time not recorded","2012-Sm-6-54A-2-80","","",0,"Tin",NA,""
"2454","site_6-54A",2012-12-15,2012,"Sm",2,"INC","","2","0","3","2","1","time not recorded","2012-Sm-6-54A-2-INC","","",0,"",NA,""
"2407","site_6-64",2012-12-15,2012,"Sm",2,"20","","2","1","3","1","2","time not recorded","2012-Sm-6-64-2-20","","",0,"Tin",NA,""
"2407","site_6-64",2012-12-15,2012,"Sm",2,"20","","2","1","3","1","2","time not recorded","2012-Sm-6-64-2-20","","",0,"Sleepers",NA,""
"2407","site_6-64",2012-12-15,2012,"Sm",2,"20","","2","1","3","1","2","time not recorded","2012-Sm-6-64-2-20","","",0,"Tiles",NA,""
"2408","site_6-64",2012-12-15,2012,"Sm",2,"80","","2","1","3","1","3","time not recorded","2012-Sm-6-64-2-80","","",0,"Tiles",NA,""
"2408","site_6-64",2012-12-15,2012,"Sm",2,"80","","2","1","3","1","3","time not recorded","2012-Sm-6-64-2-80","","",0,"Tin",NA,""
"2408","site_6-64",2012-12-15,2012,"Sm",2,"80","","2","1","3","1","3","time not recorded","2012-Sm-6-64-2-80","","",0,"Sleepers",NA,""
"2409","site_6-64",2012-12-15,2012,"Sm",2,"INC","","2","1","3","1","3","time not recorded","2012-Sm-6-64-2-INC","","",0,"",NA,""
"2479","site_7-14",2012-12-15,2012,"Sm",2,"20","8:26","2","2","3","2","2","observer ?","2012-Sm-7-14-2-20","","",0,"Tin",NA,""
"2479","site_7-14",2012-12-15,2012,"Sm",2,"20","8:26","2","2","3","2","2","observer ?","2012-Sm-7-14-2-20","","",0,"Tiles",NA,""
"2479","site_7-14",2012-12-15,2012,"Sm",2,"20","8:26","2","2","3","2","2","observer ?","2012-Sm-7-14-2-20","","",0,"Sleepers",NA,""
"2480","site_7-14",2012-12-15,2012,"Sm",2,"80","8:26","2","2","3","2","2","observer ?","2012-Sm-7-14-2-80","","",0,"Tiles",NA,""
"2480","site_7-14",2012-12-15,2012,"Sm",2,"80","8:26","2","2","3","2","2","observer ?","2012-Sm-7-14-2-80","","",0,"Sleepers",NA,""
"2480","site_7-14",2012-12-15,2012,"Sm",2,"80","8:26","2","2","3","2","2","observer ?","2012-Sm-7-14-2-80","Cyclodomorphus michaeli","Coastal She-oak Skink",1,"Tin",NA,""
"2481","site_7-14",2012-12-15,2012,"Sm",2,"INC","8:26","2","2","3","2","2","observer ?","2012-Sm-7-14-2-INC","","",0,"",NA,""
"2515","site_7-73",2012-12-15,2012,"Sm",2,"20","7:22","2","1","3","1","1","","2012-Sm-7-73-2-20","","",0,"Tiles",NA,""
"2515","site_7-73",2012-12-15,2012,"Sm",2,"20","7:22","2","1","3","1","1","","2012-Sm-7-73-2-20","","",0,"Tin",NA,""
"2515","site_7-73",2012-12-15,2012,"Sm",2,"20","7:22","2","1","3","1","1","","2012-Sm-7-73-2-20","Cryptophis nigrescens","Eastern Small-eyed Snake",2,"Sleepers",NA,"Skink eggs in sleeper hole"
"2516","site_7-73",2012-12-15,2012,"Sm",2,"80","7:18","2","1","3","0","1","","2012-Sm-7-73-2-80","","",0,"Tin",NA,""
"2516","site_7-73",2012-12-15,2012,"Sm",2,"80","7:18","2","1","3","0","1","","2012-Sm-7-73-2-80","","",0,"Sleepers",NA,""
"2516","site_7-73",2012-12-15,2012,"Sm",2,"80","7:18","2","1","3","0","1","","2012-Sm-7-73-2-80","","",0,"Tiles",NA,""
"2524","site_7-84",2012-12-15,2012,"Sm",2,"20","8:00","2","1","3","1","3","Raining","2012-Sm-7-84-2-20","","",0,"Tin",NA,""
"2524","site_7-84",2012-12-15,2012,"Sm",2,"20","8:00","2","1","3","1","3","Raining","2012-Sm-7-84-2-20","","",0,"Tiles",NA,""
"2524","site_7-84",2012-12-15,2012,"Sm",2,"20","8:00","2","1","3","1","3","Raining","2012-Sm-7-84-2-20","Cryptophis nigrescens","Eastern Small-eyed Snake",2,"Sleepers",NA,""
"2525","site_7-84",2012-12-15,2012,"Sm",2,"80","7:53","2","1","3","0","1","Raining","2012-Sm-7-84-2-80","","",0,"Tiles",NA,""
"2525","site_7-84",2012-12-15,2012,"Sm",2,"80","7:53","2","1","3","0","1","Raining","2012-Sm-7-84-2-80","","",0,"Sleepers",NA,""
"2525","site_7-84",2012-12-15,2012,"Sm",2,"80","7:53","2","1","3","0","1","Raining","2012-Sm-7-84-2-80","Pseudophryne bibronii","Bibron's Toadlet",1,"Tin",NA,"Raining"
"2526","site_7-84",2012-12-15,2012,"Sm",2,"INC","8:00","2","1","3","1","3","Raining","2012-Sm-7-84-2-INC","","",0,"",NA,""
"2533","site_7-94",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-7-94-2-20","Tiliqua scincoides","Blue Tongued Lizard",1,"Tin",NA,""
"2533","site_7-94",2012-12-15,2012,"Sm",2,"20","","2","2","3","1","2","time not recorded","2012-Sm-7-94-2-20","","",0,"Sleepers",NA,""
